condition,source_model,fold,seed,deployable,macro_delta_f1,micro_delta_f1,modification_precision,delete_recall,correct_pair_preservation,modified_pair_count,modified_rna_count,eligible_rna_count,beneficial_edit_count,harmful_edit_count,original_tp_count,tp_after_count,original_fp_count
V3_VETO2_FIXED,petfold,0,53,True,0.0021707163824364662,0.003716586458283766,0.8,0.09523809523809523,0.9967532467532467,5,4,25,4,1,308,307,42
V3_VETO2_FIXED,trrosettarna2_native_ss,0,53,True,0.05795423240275932,0.06995033976953313,1.0,0.7464788732394366,1.0,53,19,25,53,0,316,316,71
V3_VETO2_FIXED,rnafold,0,67,True,-0.0006391328194397294,-0.000779277385326238,0.5,0.08333333333333333,0.9902912621359223,6,3,25,3,3,309,306,36
V3_VETO2_FIXED,petfold,0,67,True,0.0036789061596957094,0.004512288786482355,0.7,0.16666666666666666,0.9902597402597403,10,6,25,7,3,308,305,42
V3_VETO2_FIXED,trrosettarna2_native_ss,0,67,True,0.05735050085165936,0.06852762770214338,1.0,0.7323943661971831,1.0,52,19,25,52,0,316,316,71
V3_VETO2_FIXED,rnafold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,243,33
V3_VETO2_FIXED,petfold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,242,36
V3_VETO2_FIXED,trrosettarna2_native_ss,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,246,53
V3_VETO2_FIXED,rnafold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,243,33
V3_VETO2_FIXED,petfold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,242,36
V3_VETO2_FIXED,trrosettarna2_native_ss,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,246,53
V3_VETO2_FIXED,rnafold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,243,33
V3_VETO2_FIXED,petfold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,242,36
V3_VETO2_FIXED,trrosettarna2_native_ss,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,246,53
V3_VETO2_FIXED,rnafold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,243,33
V3_VETO2_FIXED,petfold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,242,36
V3_VETO2_FIXED,trrosettarna2_native_ss,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,246,53
V3_VETO2_FIXED,rnafold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,243,33
V3_VETO2_FIXED,petfold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,242,36
V3_VETO2_FIXED,trrosettarna2_native_ss,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,246,53
V3_VETO2_FIXED,rnafold,2,17,True,-0.001091721528043631,-0.0006474146009030068,0.5714285714285714,0.04081632653061224,0.9914772727272727,7,2,24,4,3,352,349,98
V3_VETO2_FIXED,petfold,2,17,True,0.0017803244670816856,0.003523856852778229,0.75,0.08737864077669903,0.9913793103448276,12,3,24,9,3,348,345,103
V3_VETO2_FIXED,trrosettarna2_native_ss,2,17,True,0.06245477221703515,0.08918203573152106,0.9652173913043478,0.7350993377483444,0.9884057971014493,115,20,24,111,4,345,341,151
V3_VETO2_FIXED,rnafold,2,29,True,-0.0007737672611215657,-0.0009994420590447861,0.5,0.02040816326530612,0.9943181818181818,4,3,24,2,2,352,350,98
V3_VETO2_FIXED,petfold,2,29,True,0.002284548451919816,0.004039906872593035,0.8,0.07766990291262135,0.9942528735632183,10,5,24,8,2,348,346,103
V3_VETO2_FIXED,trrosettarna2_native_ss,2,29,True,0.06379206802359923,0.08969852507963771,0.9576271186440678,0.7483443708609272,0.9855072463768116,118,21,24,113,5,345,340,151
V3_VETO2_FIXED,rnafold,2,41,True,-0.0009608691513413198,0.001429305660931468,0.6666666666666666,0.08163265306122448,0.9886363636363636,12,3,24,8,4,352,348,98
V3_VETO2_FIXED,petfold,2,41,True,0.00335511671564274,0.008832898574463566,0.9230769230769231,0.11650485436893204,0.9971264367816092,13,4,24,12,1,348,347,103
V3_VETO2_FIXED,trrosettarna2_native_ss,2,41,True,0.0674742259821504,0.09014743972902972,0.9655172413793104,0.7417218543046358,0.9884057971014493,116,20,24,112,4,345,341,151
V3_VETO2_FIXED,rnafold,2,53,True,2.5343294086550838e-05,0.004151404151404137,0.8,0.08163265306122448,0.9943181818181818,10,3,24,8,2,352,350,98
V3_VETO2_FIXED,petfold,2,53,True,0.002915618100752656,0.008325819350791908,0.8666666666666667,0.1262135922330097,0.9942528735632183,15,4,24,13,2,348,346,103
V3_VETO2_FIXED,trrosettarna2_native_ss,2,53,True,0.0612935700312428,0.08873135482069217,0.9572649572649573,0.7417218543046358,0.9855072463768116,117,20,24,112,5,345,340,151
V3_VETO2_FIXED,rnafold,2,67,True,-0.0011734438676230137,0.0010684099474331799,0.6666666666666666,0.061224489795918366,0.9914772727272727,9,4,24,6,3,352,349,98
V3_VETO2_FIXED,petfold,2,67,True,0.00283555351681377,0.0074648144136999495,0.8571428571428571,0.11650485436893204,0.9942528735632183,14,5,24,12,2,348,346,103
V3_VETO2_FIXED,trrosettarna2_native_ss,2,67,True,0.06829269714769652,0.09359039964680982,0.9590163934426229,0.7748344370860927,0.9855072463768116,122,20,24,117,5,345,340,151
V3_VETO2_FIXED,rnafold,3,17,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,287,15
V3_VETO2_FIXED,petfold,3,17,True,0.003182870370370373,0.00457194372001668,1.0,0.15789473684210525,1.0,3,2,24,3,0,284,284,19
V3_VETO2_FIXED,trrosettarna2_native_ss,3,17,True,0.05729552398186822,0.09243022122990496,1.0,0.8,1.0,68,20,24,68,0,263,263,85
V3_VETO2_FIXED,rnafold,3,29,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,287,15
V3_VETO2_FIXED,petfold,3,29,True,0.003182870370370373,0.00457194372001668,1.0,0.15789473684210525,1.0,3,2,24,3,0,284,284,19
V3_VETO2_FIXED,trrosettarna2_native_ss,3,29,True,0.055628857315201556,0.09054763457894577,0.9855072463768116,0.8,0.9961977186311787,69,20,24,68,1,263,262,85
V3_VETO2_FIXED,rnafold,3,41,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,287,15
V3_VETO2_FIXED,petfold,3,41,True,0.003182870370370373,0.00457194372001668,1.0,0.15789473684210525,1.0,3,2,24,3,0,284,284,19
V3_VETO2_FIXED,trrosettarna2_native_ss,3,41,True,0.055628857315201556,0.09054763457894577,0.9855072463768116,0.8,0.9961977186311787,69,20,24,68,1,263,262,85
V3_VETO2_FIXED,rnafold,3,53,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,287,15
V3_VETO2_FIXED,petfold,3,53,True,0.003182870370370373,0.00457194372001668,1.0,0.15789473684210525,1.0,3,2,24,3,0,284,284,19
V3_VETO2_FIXED,trrosettarna2_native_ss,3,53,True,0.056422508108852354,0.09206578868897142,0.9857142857142858,0.8117647058823529,0.9961977186311787,70,20,24,69,1,263,262,85
V3_VETO2_FIXED,rnafold,3,67,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,287,15
V3_VETO2_FIXED,petfold,3,67,True,0.003182870370370373,0.00457194372001668,1.0,0.15789473684210525,1.0,3,2,24,3,0,284,284,19
V3_VETO2_FIXED,trrosettarna2_native_ss,3,67,True,0.055311396997741236,0.09091659572272537,1.0,0.788235294117647,1.0,67,20,24,67,0,263,263,85
V3_VETO2_FIXED,rnafold,4,17,True,0.00047274387063119444,0.0014461538461538748,1.0,0.02631578947368421,1.0,1,1,24,1,0,282,282,38
V3_VETO2_FIXED,petfold,4,17,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,281,41
V3_VETO2_FIXED,trrosettarna2_native_ss,4,17,True,0.06426734785077091,0.06121839921443284,0.9782608695652174,0.625,0.9965635738831615,46,22,24,45,1,291,290,72
V3_VETO2_FIXED,rnafold,4,29,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,282,38
V3_VETO2_FIXED,petfold,4,29,True,0.003160225442834142,0.004309287204024015,1.0,0.07317073170731707,1.0,3,2,24,3,0,281,281,41
V3_VETO2_FIXED,trrosettarna2_native_ss,4,29,True,0.06693595437077121,0.06271997068664603,0.9787234042553191,0.6388888888888888,0.9965635738831615,47,21,24,46,1,291,290,72
V3_VETO2_FIXED,rnafold,4,41,True,0.00047274387063119444,0.0014461538461538748,1.0,0.02631578947368421,1.0,1,1,24,1,0,282,282,38
V3_VETO2_FIXED,petfold,4,41,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,281,41
V3_VETO2_FIXED,trrosettarna2_native_ss,4,41,True,0.062318030111979485,0.059721648196384036,0.9777777777777777,0.6111111111111112,0.9965635738831615,45,22,24,44,1,291,290,72
V3_VETO2_FIXED,rnafold,4,53,True,0.00047274387063119444,0.0014461538461538748,1.0,0.02631578947368421,1.0,1,1,24,1,0,282,282,38
V3_VETO2_FIXED,petfold,4,53,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,281,41
V3_VETO2_FIXED,trrosettarna2_native_ss,4,53,True,0.06814561136018196,0.06271997068664603,0.9787234042553191,0.6388888888888888,0.9965635738831615,47,21,24,46,1,291,290,72
V3_VETO2_FIXED,rnafold,4,67,True,0.00047274387063119444,0.0014461538461538748,1.0,0.02631578947368421,1.0,1,1,24,1,0,282,282,38
V3_VETO2_FIXED,petfold,4,67,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,281,41
V3_VETO2_FIXED,trrosettarna2_native_ss,4,67,True,0.06573800275219836,0.06293192106957834,1.0,0.625,1.0,45,21,24,45,0,291,291,72
V3_VETO2_RECALIBRATED,rnafold,0,17,True,0.0013514426749720876,0.0005820234132145607,0.5714285714285714,0.1111111111111111,0.9902912621359223,7,3,25,4,3,309,306,36
V3_VETO2_RECALIBRATED,petfold,0,17,True,0.007263684552658254,0.007221954742416936,0.75,0.21428571428571427,0.9902597402597403,12,8,25,9,3,308,305,42
V3_VETO2_RECALIBRATED,trrosettarna2_native_ss,0,17,True,0.06431163288803704,0.07266302224052368,0.9824561403508771,0.7887323943661971,0.9968354430379747,57,20,25,56,1,316,315,71
V3_VETO2_RECALIBRATED,rnafold,0,29,True,0.00013935748722766484,-0.0013065845216240213,0.5,0.1388888888888889,0.9838187702265372,10,5,25,5,5,309,304,36
V3_VETO2_RECALIBRATED,petfold,0,29,True,0.006051599364913831,0.005319920684818902,0.6666666666666666,0.23809523809523808,0.9837662337662337,15,8,25,10,5,308,303,42
V3_VETO2_RECALIBRATED,trrosettarna2_native_ss,0,29,True,0.06512525064283127,0.07540868565341086,0.9672131147540983,0.8309859154929577,0.9936708860759493,61,22,25,59,2,316,314,71
V3_VETO2_RECALIBRATED,rnafold,0,41,True,0.0021055904879434275,0.001947393870345926,0.625,0.1388888888888889,0.9902912621359223,8,4,25,5,3,309,306,36
V3_VETO2_RECALIBRATED,petfold,0,41,True,0.008449681218531077,0.009947846242997938,0.7857142857142857,0.2619047619047619,0.9902597402597403,14,8,25,11,3,308,305,42
V3_VETO2_RECALIBRATED,trrosettarna2_native_ss,0,41,True,0.06527867314479822,0.07526968350351093,0.9523809523809523,0.8450704225352113,0.990506329113924,63,22,25,60,3,316,313,71
V3_VETO2_RECALIBRATED,rnafold,0,53,True,0.0006277579756281559,0.00032284028692985967,0.5555555555555556,0.1388888888888889,0.9870550161812298,9,5,25,5,4,309,305,36
V3_VETO2_RECALIBRATED,petfold,0,53,True,0.006539999853314322,0.006953834266949954,0.7142857142857143,0.23809523809523808,0.987012987012987,14,8,25,10,4,308,304,42
V3_VETO2_RECALIBRATED,trrosettarna2_native_ss,0,53,True,0.06346178128486475,0.0741027523939578,0.9827586206896551,0.8028169014084507,0.9968354430379747,58,21,25,57,1,316,315,71
V3_VETO2_RECALIBRATED,rnafold,0,67,True,0.00013935748722766484,-0.0013065845216240213,0.5,0.1388888888888889,0.9838187702265372,10,5,25,5,5,309,304,36
V3_VETO2_RECALIBRATED,petfold,0,67,True,0.006483448217815315,0.006684103458297064,0.6875,0.2619047619047619,0.9837662337662337,16,8,25,11,5,308,303,42
V3_VETO2_RECALIBRATED,trrosettarna2_native_ss,0,67,True,0.06625428290089579,0.07686136037918379,0.967741935483871,0.8450704225352113,0.9936708860759493,62,22,25,60,2,316,314,71
V3_VETO2_RECALIBRATED,rnafold,1,17,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,243,33
V3_VETO2_RECALIBRATED,petfold,1,17,True,0.0023715538847117836,0.0032352076147695863,1.0,0.05555555555555555,1.0,2,2,24,2,0,242,242,36
V3_VETO2_RECALIBRATED,trrosettarna2_native_ss,1,17,True,0.04506714023112827,0.06335543484049633,0.975609756097561,0.7547169811320755,0.9959349593495935,41,14,24,40,1,246,245,53
V3_VETO2_RECALIBRATED,rnafold,1,29,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,243,33
V3_VETO2_RECALIBRATED,petfold,1,29,True,0.0023715538847117836,0.0032352076147695863,1.0,0.05555555555555555,1.0,2,2,24,2,0,242,242,36
V3_VETO2_RECALIBRATED,trrosettarna2_native_ss,1,29,True,0.0422893624533505,0.05956755605261754,0.9512195121951219,0.7358490566037735,0.991869918699187,41,15,24,39,2,246,244,53
V3_VETO2_RECALIBRATED,rnafold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,243,33
V3_VETO2_RECALIBRATED,petfold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,242,36
V3_VETO2_RECALIBRATED,trrosettarna2_native_ss,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,246,53
