condition,track,scope,aggregation,metric,mean,population_sd,min,max,n
CER,unpaired,NON_EVIDENCED,event_pooled,modification_precision,0.8726905952361008,0.016140658818199365,0.8541625074865242,0.8937274368231047,5
CER,unpaired,NON_EVIDENCED,event_pooled,tp_preservation,0.990714881358502,0.0015908345984187433,0.9888712000606474,0.9928587673413691,5
CER,unpaired,NON_EVIDENCED,rna_balanced,coverage,0.05916547404927064,0.0027708362200730063,0.05548086335633416,0.06314694776450644,5
CER,unpaired,NON_EVIDENCED,rna_balanced,lost_tp,1224.8,209.8469918774153,942.0,1468.0,5
CER,unpaired,NON_EVIDENCED,rna_balanced,modification_precision,0.9400386124470433,0.009673625000311844,0.9245248471187865,0.9483456615455176,5
CER,unpaired,NON_EVIDENCED,rna_balanced,tp_preservation,0.9927031514547237,0.0018214554643812661,0.990253598004275,0.9945103581147061,5
CER_EVIDENCE_MASKED,combined,NON_EVIDENCED,event_pooled,coverage,0.06699736147757256,0.0035577758314251627,0.06151275285839929,0.07131046613896218,5
CER_EVIDENCE_MASKED,combined,NON_EVIDENCED,event_pooled,lost_tp,1991.6,388.37435548707384,1608.0,2676.0,5
CER_EVIDENCE_MASKED,combined,NON_EVIDENCED,event_pooled,modification_precision,0.8960837097873547,0.015219162108908642,0.8679822397631969,0.908035458964827,5
CER_EVIDENCE_MASKED,combined,NON_EVIDENCED,event_pooled,tp_preservation,0.9917021161353761,0.0016181388320093853,0.9888506039256207,0.9933003628970097,5
CER_EVIDENCE_MASKED,combined,NON_EVIDENCED,rna_balanced,coverage,0.0672999288217013,0.0030033271215832227,0.0621273009381205,0.07031493990496133,5
CER_EVIDENCE_MASKED,combined,NON_EVIDENCED,rna_balanced,lost_tp,1991.6,388.37435548707384,1608.0,2676.0,5
CER_EVIDENCE_MASKED,combined,NON_EVIDENCED,rna_balanced,modification_precision,0.9449651304519332,0.005282639253535532,0.9389044189913558,0.9546438911687625,5
CER_EVIDENCE_MASKED,combined,NON_EVIDENCED,rna_balanced,tp_preservation,0.9935841322379526,0.0018401757031139756,0.990753116937688,0.9960768692090831,5
CER_EVIDENCE_MASKED,positive_pair,NON_EVIDENCED,event_pooled,coverage,0.07582641294912076,0.0031440228743201573,0.07150594218374293,0.08091664041914097,5
CER_EVIDENCE_MASKED,positive_pair,NON_EVIDENCED,event_pooled,lost_tp,857.6,157.26232861050988,678.0,1146.0,5
CER_EVIDENCE_MASKED,positive_pair,NON_EVIDENCED,event_pooled,modification_precision,0.9135747185410088,0.012254374343117541,0.8911990885787525,0.927159432746025,5
CER_EVIDENCE_MASKED,positive_pair,NON_EVIDENCED,event_pooled,tp_preservation,0.9920668251574887,0.0014547452763615356,0.9893989991027076,0.9937282036576228,5
CER_EVIDENCE_MASKED,positive_pair,NON_EVIDENCED,rna_balanced,coverage,0.07860295204456018,0.0024655863512608464,0.0754124325254258,0.08247232111452647,5
CER_EVIDENCE_MASKED,positive_pair,NON_EVIDENCED,rna_balanced,lost_tp,857.6,157.26232861050988,678.0,1146.0,5
CER_EVIDENCE_MASKED,positive_pair,NON_EVIDENCED,rna_balanced,modification_precision,0.9546330787016789,0.003405800292419155,0.9499332359125088,0.9603300785941933,5
CER_EVIDENCE_MASKED,positive_pair,NON_EVIDENCED,rna_balanced,tp_preservation,0.9935660457138921,0.001961404983430135,0.990026033635961,0.995869055125358,5
CER_EVIDENCE_MASKED,unpaired,NON_EVIDENCED,event_pooled,coverage,0.05953828879990135,0.004137098941264421,0.0530701782851654,0.06392824460179518,5
CER_EVIDENCE_MASKED,unpaired,NON_EVIDENCED,event_pooled,lost_tp,1134.0,246.94938752708012,930.0,1530.0,5
CER_EVIDENCE_MASKED,unpaired,NON_EVIDENCED,event_pooled,modification_precision,0.8772313810522661,0.020337548099189494,0.8428674129608709,0.897807110921865,5
CER_EVIDENCE_MASKED,unpaired,NON_EVIDENCED,event_pooled,tp_preservation,0.9914032294746418,0.001872105128702001,0.9884011826245167,0.9929497384580396,5
CER_EVIDENCE_MASKED,unpaired,NON_EVIDENCED,rna_balanced,coverage,0.057408416713574065,0.0037500525314671,0.05053911873666229,0.06130780071015774,5
CER_EVIDENCE_MASKED,unpaired,NON_EVIDENCED,rna_balanced,lost_tp,1134.0,246.94938752708012,930.0,1530.0,5
CER_EVIDENCE_MASKED,unpaired,NON_EVIDENCED,rna_balanced,modification_precision,0.9428814781596312,0.006927039885849305,0.9358469428441886,0.9552565376277833,5
CER_EVIDENCE_MASKED,unpaired,NON_EVIDENCED,rna_balanced,tp_preservation,0.9935727382173866,0.0020460129938070213,0.9911705441893908,0.9963056313982366,5
