epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.29605732682574015,0.3876992220379011,0.7487478969017601
1,0.06832321557014846,0.6955410133108729,0.7163092361798565
2,0.023565783763306484,0.903311423414064,0.6842356377518005
3,0.01693404909382367,0.9518485150922219,0.7118872368035032
4,0.011456494481425985,1.0355395228570214,0.7098625646862569
5,0.009831637862481772,1.0972696400251418,0.7072031916585046
6,0.006500378697312974,1.1787928558310685,0.7093410034409786
7,0.0073482676031609755,1.328405026717696,0.7222129732708729
8,0.002903206409298745,1.3538841796346133,0.7237394533972981
9,0.008216354611505841,1.2024834249576026,0.7101486376677116
10,0.0033476265932950167,1.41286532090179,0.7217666832685693
11,0.006630575793472005,1.3600087988559664,0.7050638435325656
12,0.0032847866547288484,1.3463744087624723,0.7194480952833973
