epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.33101047047761595,0.3828420035708633,0.7879484388307841
1,0.1164174574981479,0.6376117008683806,0.7526121164104594
2,0.05643033623969665,0.8471111003065098,0.7341182685005307
3,0.0402660399341077,1.05113470832175,0.7428686946739474
4,0.02668558962675942,1.2291275451457246,0.7396068259336752
5,0.02379933765606016,1.4743196460582113,0.726683992107252
6,0.027743391017047536,1.4114057646503482,0.7224728111412929
7,0.017924646194092557,1.5589026990103323,0.7349067458717228
8,0.016707586708302354,1.6198548122224772,0.7247325063966022
9,0.028305242119320468,1.531317586745229,0.7239580195814674
10,0.016675901814934467,1.6448153224738264,0.7351902173362045
11,0.01816241080262827,1.801731122439583,0.7403900935219155
12,0.01777202737288085,1.786302182465016,0.7211507842105246
