epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.3319420969780347,0.29219530686386336,0.800785436023439
1,0.09073306328306138,0.4570006048248423,0.7907486056976033
2,0.0454688048939688,0.6186261147539992,0.7789968268555584
3,0.02549444305212116,0.6584141384211633,0.8077109876057444
4,0.015783587459743353,0.7695414899086015,0.807508527355089
5,0.01530421270345477,0.7833751348930128,0.8115351670811088
6,0.011791267804292646,0.932751848549126,0.8071826613788305
7,0.010449546161162476,1.0692179607968775,0.7974333684345284
8,0.010069616989378027,1.02168356792313,0.7975589925846122
9,0.008510915768422868,1.0473751656380408,0.8011939099236833
10,0.008824346789870471,1.0944051681148692,0.7985616503809616
11,0.005507425149047015,1.189119249805606,0.8092849367184987
12,0.01092835700297535,1.1743440406848353,0.7893905912434641
