epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.30570150105410476,0.34506229535194993,0.7828648020290392
1,0.0731838909223417,0.586437821389885,0.7574759440140151
2,0.03769368457607954,0.7025269354943875,0.7636985223125938
3,0.023995760234013293,0.8942315597859174,0.7498685903480695
4,0.018387070736645642,1.0254751296803444,0.7330957586409269
5,0.014849066282414112,1.0940808133621833,0.7389733352573109
6,0.018334136857674977,1.100465382445504,0.7512736794630938
7,0.010313605669996846,1.1608860913811898,0.7433903015723184
8,0.012458693481490573,1.2376450236141154,0.7587071498796093
9,0.009449960374821752,1.2248386104932576,0.7523563906966345
10,0.005977408958547451,1.3852901901575336,0.7479956849863633
11,0.010134606152048125,1.417839005956808,0.7385904606853104
12,0.010420804927645506,1.3033141140566549,0.773712257239758
