epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.3163648647629243,0.3396289116340424,0.8131959825994115
1,0.11033553390722634,0.49414138625063897,0.7894961348851776
2,0.06200691718498527,0.6639697388274585,0.7711959189659258
3,0.041138195578376675,0.807248923137391,0.7647794803358255
4,0.0291685270642055,0.9889091971718593,0.7597312995352403
5,0.027684245635150366,1.0845198651484742,0.7531260599203942
6,0.02437444515014346,1.0983897593679741,0.7495248640476903
7,0.0188474813907131,1.2847187241408813,0.7412260631202976
8,0.0260990580258692,1.2348233067057988,0.7494292426865377
9,0.016213904337667135,1.4299920145554155,0.7438561440706993
10,0.01573149989007391,1.512439606321142,0.7465343778698788
11,0.02396165357173826,1.5205528355129405,0.7396934597788579
12,0.014979356711017558,1.6387684942508067,0.7375451671755248
