epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.2979202441945931,0.29641294665345586,0.8072455304125776
1,0.0752152830656568,0.49170222791704815,0.8061690123106982
2,0.03264627605828402,0.6819711384916222,0.7954515593381334
3,0.024669347452022917,0.7275055135801188,0.7915922245866516
4,0.017366289414777258,0.7467319237016218,0.8022335845711666
5,0.01343710919409311,0.8264985473764169,0.7915154827551735
6,0.012296293979702435,0.9161416432216583,0.7927662836390236
7,0.009464985254168999,0.9918652553778197,0.7822361930024947
8,0.011833763221973694,1.027676556549335,0.7978338057835154
9,0.00746275702073973,1.0950493109112343,0.7878160680873351
10,0.009861748512772777,1.2074337439452532,0.798498288518375
11,0.011865373136382227,1.1835993607874022,0.7838087882767639
12,0.006281938228113216,1.2284761786422613,0.78065102783058
