source_model,channel,density_percent,method,eligible_realization_count,eligible_rna_count,missing_rna_count,macro_precision,macro_precision_defined_rna_count,macro_recall,macro_recall_defined_rna_count,macro_f1,macro_f1_defined_rna_count,macro_tp_preservation,macro_tp_preservation_defined_rna_count,macro_fp_removal,macro_fp_removal_defined_rna_count,macro_modification_precision,macro_modification_precision_defined_rna_count,macro_fp_removed_per_evidence_item,macro_fp_removed_per_evidence_item_defined_rna_count,macro_delta_f1_vs_b0,macro_delta_f1_vs_b1,macro_delta_f1_per_evidence_item,macro_delta_f1_per_evidence_item_defined_rna_count
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,B2_GLOBAL_REFOLD,603,121,0,0.9270915357733726,121,0.933676038689374,121,0.9260494117362392,121,0.9682538805383633,116,0.9116670916199218,106,0.7737455802933434,110,2.9377410468319556,121,0.08317804752294433,0.07773427226460938,0.0162453328465615,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,B0_ORIGINAL,595,121,0,0.7905636556834104,121,0.9120849106151278,121,0.8428713642132949,121,1.0,116,0.0,106,,0,0.0,121,0.0,-0.008432413348900547,0.0,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,B1_LOCAL_HARD,595,121,0,0.7989837601773061,121,0.9202412840684174,121,0.8513037775621954,121,1.0,116,0.020438128146230253,106,1.0,18,0.14176308539944904,121,0.008432413348900547,0.0,0.0013296980904634304,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,B2_GLOBAL_REFOLD,595,121,0,0.9295059180648642,121,0.9396936381018245,121,0.9307761211834313,121,0.9743792417671728,116,0.9070406255311915,106,0.7774954824541956,110,2.192920110192837,121,0.08790475697013644,0.0794723436212359,0.015038690073984428,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,B0_ORIGINAL,570,118,3,0.8020799693241174,118,0.929912847838098,118,0.8578972840190943,118,1.0,114,0.0,103,,0,0.0,118,0.0,-0.011621028707809455,0.0,118
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,B1_LOCAL_HARD,570,118,3,0.8139161499938575,118,0.9413051310501681,118,0.8695183127269037,118,1.0,114,0.02821719812011074,103,1.0,19,0.09499871597329224,118,0.011621028707809455,0.0,0.0016471562321578766,118
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,B2_GLOBAL_REFOLD,570,118,3,0.9428924707714758,118,0.954210203688136,118,0.9448497930311658,118,0.9803177592388119,114,0.9081229773462782,103,0.789812375106767,107,1.133598698852936,118,0.08695250901207152,0.07533148030426207,0.010900861110354237,118
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,B0_ORIGINAL,545,113,8,0.8346203809461284,113,0.9678988777677232,113,0.8928057692747454,113,1.0,113,0.0,98,,0,0.0,113,0.0,-0.016904254881444536,0.0,113
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,B1_LOCAL_HARD,545,113,8,0.8507307826205658,113,0.9853139473788722,113,0.90971002415619,113,1.0,113,0.053235217163788595,98,1.0,18,0.039503120858449835,113,0.016904254881444536,0.0,0.0011610454797827236,113
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,B2_GLOBAL_REFOLD,545,113,8,0.956383244125066,113,0.985979407296024,113,0.9692075663494077,113,0.9917054197850659,113,0.9114795918367348,98,0.8230581273162947,102,0.358266375044774,113,0.07640179707466233,0.05949754219321779,0.003789348002827973,113
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B0_ORIGINAL,605,121,0,0.7905636556834104,121,0.9120849106151278,121,0.8428713642132949,121,1.0,116,0.0,106,,0,,0,0.0,0.0,,0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B1_LOCAL_HARD,605,121,0,0.7905636556834104,121,0.9120849106151278,121,0.8428713642132949,121,1.0,116,0.0,106,,0,,0,0.0,0.0,,0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B2_GLOBAL_REFOLD,605,121,0,0.9069374161618192,121,0.9138670306547281,121,0.9058176119079561,121,0.9499250254853704,116,0.9122450280469149,106,0.7586128643627736,110,,0,0.06294624769466117,0.06294624769466117,,0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B0_ORIGINAL,605,121,0,0.7905636556834104,121,0.9120849106151278,121,0.8428713642132949,121,1.0,116,0.0,106,,0,0.0,121,0.0,-0.012505230395818412,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B1_LOCAL_HARD,605,121,0,0.8115995049342605,121,0.9120849106151278,121,0.8553765946091133,121,1.0,116,0.17976423188687338,106,1.0,88,0.3322314049586777,121,0.012505230395818412,0.0,0.002501046079163677,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B2_GLOBAL_REFOLD,605,121,0,0.9238364411583446,121,0.9222045957087484,121,0.9185587340830326,121,0.9570494719201615,116,0.9212740098589155,106,0.7772908279809624,112,3.3206611570247935,121,0.07568736986973768,0.06318213947391926,0.01513747397394753,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B0_ORIGINAL,605,121,0,0.7905636556834104,121,0.9120849106151278,121,0.8428713642132949,121,1.0,116,0.0,106,,0,0.0,121,0.0,-0.01213439323543608,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B1_LOCAL_HARD,605,121,0,0.8106579012617653,121,0.9120849106151278,121,0.855005757448731,121,1.0,116,0.15665732002996155,106,1.0,85,0.32573002754820934,121,0.01213439323543608,0.0,0.002373187601996276,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B2_GLOBAL_REFOLD,605,121,0,0.9240578978741076,121,0.9217023122828926,121,0.9188053962364519,121,0.9564371265776813,116,0.9225318714941357,106,0.7744337035731911,111,2.8442975206611574,121,0.07593403202315696,0.06379963878772088,0.015169953047426266,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B0_ORIGINAL,605,121,0,0.7905636556834104,121,0.9120849106151278,121,0.8428713642132949,121,1.0,116,0.0,106,,0,0.0,121,0.0,-0.014895836777167881,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B1_LOCAL_HARD,605,121,0,0.8156691943436699,121,0.9120849106151278,121,0.8577672009904628,121,1.0,116,0.19652147274788784,106,1.0,88,0.32,121,0.014895836777167881,0.0,0.002440626469314982,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B2_GLOBAL_REFOLD,605,121,0,0.9304317153672138,121,0.9275756721510047,121,0.924845033184596,121,0.9629917767417768,116,0.9307827638959715,106,0.7813852781665211,112,2.164738292011019,121,0.0819736689713011,0.06707783219413321,0.013678375639909632,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B0_ORIGINAL,605,121,0,0.7905636556834104,121,0.9120849106151278,121,0.8428713642132949,121,1.0,116,0.0,106,,0,0.0,121,0.0,-0.025802579613871335,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B1_LOCAL_HARD,605,121,0,0.8346249050980871,121,0.9120849106151278,121,0.8686739438271662,121,1.0,116,0.3297313252501932,106,1.0,98,0.31415977961432506,121,0.025802579613871335,0.0,0.002485734820767207,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B2_GLOBAL_REFOLD,605,121,0,0.9355892875296238,121,0.9265178397858981,121,0.9271913569328215,121,0.9621241694198965,116,0.9475709671936087,106,0.7862458617590242,112,1.185513577331759,121,0.08431999271952662,0.05851741310565528,0.007297424907862445,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B0_ORIGINAL,605,121,0,0.7905636556834104,121,0.9120849106151278,121,0.8428713642132949,121,1.0,116,0.0,106,,0,0.0,121,0.0,-0.05870996477783841,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B1_LOCAL_HARD,605,121,0,0.8950737564716947,121,0.9120849106151278,121,0.9015813289911333,121,1.0,116,0.7273702297051353,106,1.0,102,0.2628616897460624,121,0.05870996477783841,0.0,0.0021030026202718457,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B2_GLOBAL_REFOLD,605,121,0,0.9685547874515171,121,0.9332581672909575,121,0.9465994712184265,121,0.9692484319639492,116,0.9740999490056094,106,0.851353862639713,111,0.4490180672681527,121,0.10372810700513158,0.04501814222729317,0.00328805526803357,121
