source_model,channel,density_percent,method,eligible_realization_count,eligible_rna_count,missing_rna_count,sum_tp,sum_fp,sum_fn,sum_original_tp,sum_original_fp,sum_original_fn,sum_preserved_tp,sum_lost_tp,sum_removed_fp,sum_preserved_original_fp,sum_new_tp,sum_new_fp,sum_unchanged_pairs,sum_deleted_pairs,sum_added_pairs,sum_beneficial_changes,sum_harmful_changes,sum_modified_pair_count,sum_evidence_item_count,micro_precision,micro_recall,micro_f1,micro_tp_preservation,micro_fp_removal,micro_modification_precision,micro_fp_removed_per_evidence_item,micro_delta_f1_vs_b0,micro_delta_f1_vs_b1,micro_delta_f1_per_evidence_item
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,B1_LOCAL_HARD,605,121,0,7354,2073,1026,7305,2160,1075,7305,0,87,2073,49,0,9378,87,49,136,0,136,605,0.7800997135886284,0.8775656324582339,0.8259673162239569,1.0,0.04027777777777778,1.0,0.14380165289256197,0.007250588849342154,0.0,1.198444437907794e-05
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,B2_GLOBAL_REFOLD,605,121,0,7464,990,916,7305,2160,1075,6964,341,1995,165,500,825,7129,2336,1325,2495,1166,3661,605,0.8828956706884316,0.890692124105012,0.8867767613163835,0.9533196440793976,0.9236111111111112,0.6815077847582628,3.2975206611570247,0.06806003394176874,0.060809445092426584,0.00011249592387069213
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,B0_ORIGINAL,603,121,0,7285,2160,1075,7285,2160,1075,7285,0,0,2160,0,0,9445,0,0,0,0,0,648,0.7713075701429327,0.8714114832535885,0.8183094636338107,1.0,0.0,,0.0,0.0,-0.008004846177828262,0.0
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,B1_LOCAL_HARD,603,121,0,7348,2077,1012,7285,2160,1075,7285,0,83,2077,63,0,9362,83,63,146,0,146,648,0.7796286472148541,0.8789473684210526,0.826314309811639,1.0,0.038425925925925926,1.0,0.12808641975308643,0.008004846177828262,0.0,1.2353157681833738e-05
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,B2_GLOBAL_REFOLD,603,121,0,7567,887,793,7285,2160,1075,7000,285,1994,166,567,721,7166,2279,1288,2561,1006,3567,648,0.8950792524248876,0.9051435406698565,0.9000832639467111,0.9608785175017158,0.9231481481481482,0.7179702831511073,3.0771604938271606,0.08177380031290038,0.07376895413507212,0.0001261941362853401
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,B0_ORIGINAL,595,121,0,7250,2014,937,7250,2014,937,7250,0,0,2014,0,0,9264,0,0,0,0,0,879,0.7825993091537133,0.8855502626114572,0.8308979428113002,1.0,0.0,,0.0,0.0,-0.011811586465393153,0.0
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,B1_LOCAL_HARD,595,121,0,7340,1893,847,7250,2014,937,7250,0,121,1893,90,0,9143,121,90,211,0,211,879,0.7949745478176108,0.8965433003542201,0.8427095292766934,1.0,0.060079443892750745,1.0,0.13765642775881684,0.011811586465393153,0.0,1.3437527264383566e-05
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,B2_GLOBAL_REFOLD,595,121,0,7576,741,611,7250,2014,937,7039,211,1835,179,537,562,7218,2046,1099,2372,773,3145,879,0.9109053745340868,0.9253694882130207,0.9180804653417354,0.9708965517241379,0.9111221449851042,0.7542130365659777,2.087599544937429,0.08718252253043512,0.07537093606504197,9.918375714497739e-05
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,B0_ORIGINAL,570,118,3,7046,1647,456,7046,1647,456,7046,0,0,1647,0,0,8693,0,0,0,0,0,1514,0.8105372138502244,0.9392162090109304,0.8701451065143563,1.0,0.0,,0.0,0.0,-0.010978099819141995,0.0
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,B1_LOCAL_HARD,570,118,3,7123,1543,379,7046,1647,456,7046,0,104,1543,77,0,8589,104,77,181,0,181,1514,0.8219478421417032,0.9494801386296987,0.8811232063334983,1.0,0.06314511232544019,1.0,0.06869220607661823,0.010978099819141995,0.0,7.251056683713339e-06
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,B2_GLOBAL_REFOLD,570,118,3,7204,470,298,7046,1647,456,6891,155,1485,162,313,308,7053,1640,621,1798,463,2261,1514,0.9387542350794892,0.960277259397494,0.9493937796520823,0.9780017030939541,0.9016393442622951,0.7952233524988943,0.9808454425363277,0.07924867313772599,0.068270573318584,5.234390563918493e-05
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,B0_ORIGINAL,545,113,8,6855,1372,226,6855,1372,226,6855,0,0,1372,0,0,8227,0,0,0,0,0,3714,0.8332320408411329,0.9680836040107329,0.8956101384896786,1.0,0.0,,0.0,0.0,-0.015747563860190827,0.0
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,B1_LOCAL_HARD,545,113,8,6981,1258,100,6855,1372,226,6855,0,114,1258,126,0,8113,114,126,240,0,240,3714,0.8473115669377351,0.9858777008897048,0.9113577023498695,1.0,0.08309037900874636,1.0,0.030694668820678513,0.015747563860190827,0.0,4.240054889658274e-06
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,B2_GLOBAL_REFOLD,545,113,8,7003,333,78,6855,1372,226,6803,52,1238,134,200,199,6937,1290,399,1438,251,1689,3714,0.954607415485278,0.9889846066939698,0.9714919886245404,0.9924142961342086,0.902332361516035,0.8513913558318532,0.3333333333333333,0.07588185013486182,0.06013428627467099,2.043130052096441e-05
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,0,0.7717908082408875,0.8717183770883055,0.8187167273746148,1.0,0.0,,,0.0,0.0,
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B1_LOCAL_HARD,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,0,0.7717908082408875,0.8717183770883055,0.8187167273746148,1.0,0.0,,,0.0,0.0,
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B2_GLOBAL_REFOLD,605,121,0,7365,1100,1015,7305,2160,1075,6895,410,1995,165,470,935,7060,2405,1405,2465,1345,3810,0,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.9438740588637919,0.9236111111111112,0.6469816272965879,,0.05572672765655173,0.05572672765655173,
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,605,0.7717908082408875,0.8717183770883055,0.8187167273746148,1.0,0.0,,0.0,0.0,-0.009326800170159633,0.0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B1_LOCAL_HARD,605,121,0,7305,1959,1075,7305,2160,1075,7305,0,201,1959,0,0,9264,201,0,201,0,201,605,0.7885362694300518,0.8717183770883055,0.8280435275447744,1.0,0.09305555555555556,1.0,0.3322314049586777,0.009326800170159633,0.0,1.5416198628363028e-05
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B2_GLOBAL_REFOLD,605,121,0,7408,979,972,7305,2160,1075,6932,373,2009,151,476,828,7083,2382,1304,2485,1201,3686,605,0.8832717300584237,0.8840095465393795,0.8836404842846066,0.9489390828199863,0.9300925925925926,0.6741725447639718,3.3206611570247935,0.06492375690999186,0.055596956739832226,0.00010731199489254853
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,670,0.7717908082408875,0.8717183770883055,0.8187167273746148,1.0,0.0,,0.0,0.0,-0.009984350333836711,0.0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B1_LOCAL_HARD,605,121,0,7305,1945,1075,7305,2160,1075,7305,0,215,1945,0,0,9250,215,0,215,0,215,670,0.7897297297297298,0.8717183770883055,0.8287010777084515,1.0,0.09953703703703703,1.0,0.3208955223880597,0.009984350333836711,0.0,1.4902015423636883e-05
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B2_GLOBAL_REFOLD,605,121,0,7407,970,973,7305,2160,1075,6922,383,2013,147,485,823,7069,2396,1308,2498,1206,3704,670,0.8842067565954399,0.883890214797136,0.8840484573611028,0.9475701574264203,0.9319444444444445,0.6744060475161987,3.0044776119402985,0.06533172998648806,0.05534737965265135,9.751004475595233e-05
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,925,0.7717908082408875,0.8717183770883055,0.8187167273746148,1.0,0.0,,0.0,0.0,-0.013667046554282192,0.0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B1_LOCAL_HARD,605,121,0,7305,1867,1075,7305,2160,1075,7305,0,293,1867,0,0,9172,293,0,293,0,293,925,0.796445704317488,0.8717183770883055,0.832383773928897,1.0,0.13564814814814816,1.0,0.31675675675675674,0.013667046554282192,0.0,1.4775185464088857e-05
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B2_GLOBAL_REFOLD,605,121,0,7488,862,892,7305,2160,1075,6975,330,2035,125,513,737,7100,2365,1250,2548,1067,3615,925,0.8967664670658683,0.8935560859188544,0.8951583980872684,0.9548254620123203,0.9421296296296297,0.7048409405255879,2.2,0.07644167071265362,0.06277462415837143,8.263964401367959e-05
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,1665,0.7717908082408875,0.8717183770883055,0.8187167273746148,1.0,0.0,,0.0,0.0,-0.02442731694671485,0.0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B1_LOCAL_HARD,605,121,0,7305,1643,1075,7305,2160,1075,7305,0,517,1643,0,0,8948,517,0,517,0,517,1665,0.8163835493965131,0.8717183770883055,0.8431440443213296,1.0,0.23935185185185184,1.0,0.3105105105105105,0.02442731694671485,0.0,1.4671061229258169e-05
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B2_GLOBAL_REFOLD,605,121,0,7513,736,867,7305,2160,1075,6985,320,2061,99,528,637,7084,2381,1165,2589,957,3546,1665,0.9107770638865317,0.8965393794749403,0.9036021408382946,0.9561943874058864,0.9541666666666667,0.7301184433164128,1.2378378378378379,0.08488541346367984,0.06045809651696499,5.098223030851642e-05
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,4365,0.7717908082408875,0.8717183770883055,0.8187167273746148,1.0,0.0,,0.0,0.0,-0.055243911495995945,0.0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B1_LOCAL_HARD,605,121,0,7305,1032,1075,7305,2160,1075,7305,0,1128,1032,0,0,8337,1128,0,1128,0,1128,4365,0.8762144656351205,0.8717183770883055,0.8739606388706107,1.0,0.5222222222222223,1.0,0.2584192439862543,0.055243911495995945,0.0,1.2656108017410297e-05
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B2_GLOBAL_REFOLD,605,121,0,7611,367,769,7305,2160,1075,7031,274,2109,51,580,316,7082,2383,896,2689,590,3279,4365,0.953998495863625,0.9082338902147972,0.9305538574397848,0.9624914442162902,0.9763888888888889,0.8200670936261055,0.4831615120274914,0.11183713006517004,0.0565932185691741,2.5621335639214214e-05
