source_model,channel,density_percent,scope,scope_domain,eligible_realization_count,eligible_rna_count,missing_rna_count,sum_tp,sum_fp,sum_fn,sum_original_tp,sum_original_fp,sum_original_fn,sum_preserved_tp,sum_lost_tp,sum_removed_fp,sum_preserved_original_fp,sum_new_tp,sum_new_fp,sum_unchanged_pairs,sum_deleted_pairs,sum_added_pairs,sum_beneficial_changes,sum_harmful_changes,sum_modified_pair_count,sum_evidence_item_count,micro_precision,macro_precision,macro_precision_defined_rna_count,micro_recall,macro_recall,macro_recall_defined_rna_count,micro_f1,macro_f1,macro_f1_defined_rna_count,micro_tp_preservation,macro_tp_preservation,macro_tp_preservation_defined_rna_count,micro_fp_removal,macro_fp_removal,macro_fp_removal_defined_rna_count,micro_modification_precision,macro_modification_precision,macro_modification_precision_defined_rna_count,micro_fp_removed_per_evidence_item,macro_fp_removed_per_evidence_item,macro_fp_removed_per_evidence_item_defined_rna_count
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,LOCAL_CONFLICT_EFFECT,pair,605,121,0,0,0,0,0,535,0,0,0,535,0,0,0,0,535,0,535,0,535,4365,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,1.0,1.0,51,1.0,1.0,51,0.12256586483390607,0.08684564702230117,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,NON_EVIDENCED_EFFECT,pair,605,121,0,7611,367,769,7365,565,1015,7309,56,345,220,302,147,7529,401,449,647,203,850,4365,0.953998495863625,0.9685547874515171,121,0.9082338902147972,0.9332581672909575,121,0.9305538574397848,0.9465994712184265,121,0.9923964697895451,0.9946835986768521,120,0.6106194690265486,0.27325581459792897,49,0.7611764705882353,0.6948475619570741,26,0.07903780068728522,0.035034266499947675,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,DIRECT_EVIDENCE_EFFECT,pair,605,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,,,0,,,0,,,0
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,LOCAL_CONFLICT_EFFECT,pair,605,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,,,0,,,0,,,0
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,NON_EVIDENCED_EFFECT,pair,605,121,0,7365,1100,1015,7305,2160,1075,6895,410,1995,165,470,935,7060,2405,1405,2465,1345,3810,0,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,0.9438740588637919,0.9499250254853704,116,0.9236111111111112,0.9122450280469149,106,0.6469816272965879,0.7586128643627736,110,,,0
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,DIRECT_EVIDENCE_EFFECT,pair,605,121,0,605,0,0,556,0,49,556,0,0,0,49,0,556,0,49,49,0,49,605,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,1.0,1.0,116,,,0,1.0,1.0,18,0.0,0.0,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,LOCAL_CONFLICT_EFFECT,pair,605,121,0,0,0,0,0,87,0,0,0,87,0,0,0,0,87,0,87,0,87,605,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,1.0,1.0,16,1.0,1.0,16,0.14380165289256197,0.14380165289256197,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,NON_EVIDENCED_EFFECT,pair,605,121,0,6859,990,916,6749,2073,1026,6408,341,1908,165,451,825,6573,2249,1276,2359,1166,3525,605,0.8738692827111734,0.9130296437252537,121,0.8821864951768489,0.9217919370970618,121,0.8780081925243216,0.9122107489210262,121,0.9494739961475774,0.9595559391559149,116,0.9204052098408104,0.9096685986236374,106,0.6692198581560284,0.7646820970531728,110,3.1537190082644626,3.153719008264463,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,DIRECT_EVIDENCE_EFFECT,pair,603,121,0,648,0,0,585,0,63,585,0,0,0,63,0,585,0,63,63,0,63,648,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,1.0,1.0,116,,,0,1.0,1.0,17,0.0,0.0,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,LOCAL_CONFLICT_EFFECT,pair,603,121,0,0,0,0,0,83,0,0,0,83,0,0,0,0,83,0,83,0,83,648,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,1.0,1.0,12,1.0,1.0,12,0.12808641975308643,0.12561983471074378,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,NON_EVIDENCED_EFFECT,pair,603,121,0,6919,887,793,6700,2077,1012,6415,285,1911,166,504,721,6581,2196,1225,2415,1006,3421,648,0.8863694593902126,0.9199327928633605,121,0.8971732365145229,0.9273316678494317,121,0.8917386261116124,0.9181994607939653,121,0.9574626865671642,0.9645999862487984,116,0.9200770341839191,0.9114952569574183,106,0.7059339374451915,0.772185433166502,110,2.949074074074074,2.812121212121212,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,DIRECT_EVIDENCE_EFFECT,pair,595,121,0,879,0,0,789,0,90,789,0,0,0,90,0,789,0,90,90,0,90,879,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,1.0,1.0,115,,,0,1.0,1.0,18,0.0,0.0,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,LOCAL_CONFLICT_EFFECT,pair,595,121,0,0,0,0,0,121,0,0,0,121,0,0,0,0,121,0,121,0,121,879,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,1.0,1.0,14,1.0,1.0,14,0.13765642775881684,0.14176308539944904,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,NON_EVIDENCED_EFFECT,pair,595,121,0,6697,741,611,6461,1893,847,6250,211,1714,179,447,562,6429,1925,1009,2161,773,2934,879,0.9003764452809895,0.9206241729655243,121,0.9163929939792008,0.9321283462740816,121,0.9083141190831412,0.9215560683268464,121,0.9673425166382913,0.9704356492278621,116,0.9054410987849973,0.9060195719225369,106,0.7365371506475801,0.7752174219692938,110,1.9499431171786121,2.0511570247933886,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,DIRECT_EVIDENCE_EFFECT,pair,570,118,3,1514,0,0,1437,0,77,1437,0,0,0,77,0,1437,0,77,77,0,77,1514,1.0,1.0,118,1.0,1.0,118,1.0,1.0,118,1.0,1.0,114,,,0,1.0,1.0,19,0.0,0.0,118
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,LOCAL_CONFLICT_EFFECT,pair,570,118,3,0,0,0,0,104,0,0,0,104,0,0,0,0,104,0,104,0,104,1514,1.0,1.0,118,1.0,1.0,118,1.0,1.0,118,,,0,1.0,1.0,15,1.0,1.0,15,0.06869220607661823,0.09499871597329224,118
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,NON_EVIDENCED_EFFECT,pair,570,118,3,5690,470,298,5609,1543,379,5454,155,1381,162,236,308,5616,1536,544,1617,463,2080,1514,0.9237012987012987,0.9294864609284136,118,0.9502338009352037,0.9427540283908679,118,0.936779716825815,0.9306652141910062,118,0.9723658406133,0.9749786075676169,114,0.8950097213220998,0.9071669551890603,103,0.7774038461538462,0.7863164947789273,107,0.9121532364597094,1.038599982879644,118
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,DIRECT_EVIDENCE_EFFECT,pair,545,113,8,3714,0,0,3588,0,126,3588,0,0,0,126,0,3588,0,126,126,0,126,3714,1.0,1.0,113,1.0,1.0,113,1.0,1.0,113,1.0,1.0,113,,,0,1.0,1.0,18,0.0,0.0,113
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,LOCAL_CONFLICT_EFFECT,pair,545,113,8,0,0,0,0,114,0,0,0,114,0,0,0,0,114,0,114,0,114,3714,1.0,1.0,113,1.0,1.0,113,1.0,1.0,113,,,0,1.0,1.0,13,1.0,1.0,13,0.030694668820678513,0.039503120858449835,113
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,NON_EVIDENCED_EFFECT,pair,545,113,8,3289,333,78,3267,1258,100,3215,52,1124,134,74,199,3349,1176,273,1198,251,1449,3714,0.9080618442849254,0.9198552039178834,113,0.9768339768339769,0.9712059954922595,113,0.9411933037630562,0.9386561634844116,113,0.9840832568105295,0.9826957519680608,113,0.8934817170111288,0.8939535377560588,98,0.8267770876466529,0.8042138110987191,102,0.3026386645126548,0.3187632541863242,113
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,DIRECT_EVIDENCE_EFFECT,nucleotide,605,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,121,,,121,,,121,,,0,,,0,,,0,,,0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,LOCAL_CONFLICT_EFFECT,pair,605,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,,,0,,,0,,,0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,NON_EVIDENCED_EFFECT,pair,605,121,0,7365,1100,1015,7305,2160,1075,6895,410,1995,165,470,935,7060,2405,1405,2465,1345,3810,0,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,0.9438740588637919,0.9499250254853704,116,0.9236111111111112,0.9122450280469149,106,0.6469816272965879,0.7586128643627736,110,,,0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,DIRECT_EVIDENCE_EFFECT,nucleotide,605,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,,,121,,,121,,,121,,,0,,,0,,,0,0.0,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,LOCAL_CONFLICT_EFFECT,pair,605,121,0,0,0,0,0,201,0,0,0,201,0,0,0,0,201,0,201,0,201,605,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,1.0,1.0,88,1.0,1.0,88,0.3322314049586777,0.3322314049586777,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,NON_EVIDENCED_EFFECT,pair,605,121,0,7408,979,972,7305,1959,1075,6932,373,1808,151,476,828,7083,2181,1304,2284,1201,3485,605,0.8832717300584237,0.9238364411583446,121,0.8840095465393795,0.9222045957087484,121,0.8836404842846066,0.9185587340830326,121,0.9489390828199863,0.9570494719201615,116,0.9229198570699336,0.9068419631595703,106,0.6553802008608322,0.7574818612754203,110,2.9884297520661156,2.988429752066116,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,DIRECT_EVIDENCE_EFFECT,nucleotide,605,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,,,121,,,121,,,121,,,0,,,0,,,0,0.0,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,LOCAL_CONFLICT_EFFECT,pair,605,121,0,0,0,0,0,215,0,0,0,215,0,0,0,0,215,0,215,0,215,670,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,1.0,1.0,85,1.0,1.0,85,0.3208955223880597,0.32573002754820934,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,NON_EVIDENCED_EFFECT,pair,605,121,0,7407,970,973,7305,1945,1075,6922,383,1798,147,485,823,7069,2181,1308,2283,1206,3489,670,0.8842067565954399,0.9240578978741076,121,0.883890214797136,0.9217023122828926,121,0.8840484573611028,0.9188053962364519,121,0.9475701574264203,0.9564371265776813,116,0.9244215938303342,0.9125605054183806,106,0.6543422184006878,0.7581793450785733,110,2.683582089552239,2.518567493112948,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,DIRECT_EVIDENCE_EFFECT,nucleotide,605,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,,,121,,,121,,,121,,,0,,,0,,,0,0.0,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,LOCAL_CONFLICT_EFFECT,pair,605,121,0,0,0,0,0,293,0,0,0,293,0,0,0,0,293,0,293,0,293,925,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,1.0,1.0,88,1.0,1.0,88,0.31675675675675674,0.32,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,NON_EVIDENCED_EFFECT,pair,605,121,0,7488,862,892,7305,1867,1075,6975,330,1742,125,513,737,7100,2072,1250,2255,1067,3322,925,0.8967664670658683,0.9304317153672138,121,0.8935560859188544,0.9275756721510047,121,0.8951583980872684,0.924845033184596,121,0.9548254620123203,0.9629917767417768,116,0.9330476700589181,0.9132582184586903,106,0.6788079470198676,0.7589016091912659,110,1.8832432432432433,1.8447382920110194,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,DIRECT_EVIDENCE_EFFECT,nucleotide,605,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665,,,121,,,121,,,121,,,0,,,0,,,0,0.0,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,LOCAL_CONFLICT_EFFECT,pair,605,121,0,0,0,0,0,517,0,0,0,517,0,0,0,0,517,0,517,0,517,1665,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,1.0,1.0,98,1.0,1.0,98,0.3105105105105105,0.31415977961432506,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,NON_EVIDENCED_EFFECT,pair,605,121,0,7513,736,867,7305,1643,1075,6985,320,1544,99,528,637,7084,1864,1165,2072,957,3029,1665,0.9107770638865317,0.9355892875296238,121,0.8965393794749403,0.9265178397858981,121,0.9036021408382946,0.9271913569328215,121,0.9561943874058864,0.9621241694198965,116,0.9397443700547778,0.9148745338053514,106,0.6840541432816111,0.7430364113294987,110,0.9273273273273274,0.8713537977174342,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,DIRECT_EVIDENCE_EFFECT,nucleotide,605,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4365,,,121,,,121,,,121,,,0,,,0,,,0,0.0,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,LOCAL_CONFLICT_EFFECT,pair,605,121,0,0,0,0,0,1128,0,0,0,1128,0,0,0,0,1128,0,1128,0,1128,4365,1.0,1.0,121,1.0,1.0,121,1.0,1.0,121,,,0,1.0,1.0,102,1.0,1.0,102,0.2584192439862543,0.2628616897460624,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,NON_EVIDENCED_EFFECT,pair,605,121,0,7611,367,769,7305,1032,1075,7031,274,981,51,580,316,7082,1255,896,1561,590,2151,4365,0.953998495863625,0.9685547874515171,121,0.9082338902147972,0.9332581672909575,121,0.9305538574397848,0.9465994712184265,121,0.9624914442162902,0.9692484319639492,116,0.9505813953488372,0.890404880697921,91,0.7257089725708973,0.7115612300066814,100,0.22474226804123712,0.1861563775220903,121
