source_model,channel,density_percent,method,eligible_realization_count,eligible_rna_count,missing_rna_count,sum_tp,sum_fp,sum_fn,sum_original_tp,sum_original_fp,sum_original_fn,sum_preserved_tp,sum_lost_tp,sum_removed_fp,sum_preserved_original_fp,sum_new_tp,sum_new_fp,sum_unchanged_pairs,sum_deleted_pairs,sum_added_pairs,sum_beneficial_changes,sum_harmful_changes,sum_modified_pair_count,sum_evidence_item_count,micro_precision,macro_precision,macro_precision_defined_rna_count,micro_recall,macro_recall,macro_recall_defined_rna_count,micro_f1,macro_f1,macro_f1_defined_rna_count,micro_tp_preservation,macro_tp_preservation,macro_tp_preservation_defined_rna_count,micro_fp_removal,macro_fp_removal,macro_fp_removal_defined_rna_count,micro_modification_precision,macro_modification_precision,macro_modification_precision_defined_rna_count,micro_fp_removed_per_evidence_item,macro_fp_removed_per_evidence_item,macro_fp_removed_per_evidence_item_defined_rna_count,macro_delta_f1_vs_b0,micro_delta_f1_vs_b0,macro_delta_f1_vs_b1,micro_delta_f1_vs_b1,micro_delta_f1_per_evidence_item,macro_delta_f1_per_evidence_item,macro_delta_f1_per_evidence_item_defined_rna_count
rnafold,POSITIVE_PAIR_EVIDENCE,5,B1_LOCAL_HARD,603,121,0,7412,1052,948,7347,1100,1013,7347,0,48,1052,65,0,8399,48,65,113,0,113,648,0.8757088846880907,0.911933313405964,121,0.8866028708133972,0.9217598423841158,121,0.8811222063718498,0.9128090852669362,121,1.0,1.0,120,0.04363636363636364,0.024783621093998908,51,1.0,1.0,22,0.07407407407407407,0.051515151515151514,121,0.006991473358980094,0.00684363196832749,0.0,0.0,1.0561160444949831e-05,0.0013037069316830733,121
rnafold,POSITIVE_PAIR_EVIDENCE,5,B2_GLOBAL_REFOLD,603,121,0,7567,887,793,7347,1100,1013,7219,128,402,698,348,189,7917,530,537,750,317,1067,648,0.8950792524248876,0.9270915357733726,121,0.9051435406698565,0.933676038689374,121,0.9000832639467111,0.9260494117362392,121,0.9825779229617531,0.9722866161616162,120,0.3654545454545455,0.16868357920486088,51,0.7029053420805998,0.7412290506969069,22,0.6203703703703703,0.4118457300275482,121,0.02023179982828316,0.02580468954318882,0.013240326469303065,0.01896105757486133,3.9822051764180276e-05,0.003575614175345353,121
rnafold,POSITIVE_PAIR_EVIDENCE,10,B0_ORIGINAL,595,121,0,7270,1021,917,7270,1021,917,7270,0,0,1021,0,0,8291,0,0,0,0,0,879,0.8768544204559161,0.9069374161618192,121,0.8879931598876267,0.9138670306547281,121,0.8823886393979852,0.9058176119079561,121,1.0,1.0,120,0.0,0.0,51,,,0,0.0,0.0,121,0.0,0.0,-0.007661787257090991,-0.009504891190749487,0.0,0.0,121
rnafold,POSITIVE_PAIR_EVIDENCE,10,B1_LOCAL_HARD,595,121,0,7355,951,832,7270,1021,917,7270,0,70,951,85,0,8221,70,85,155,0,155,879,0.8855044546111245,0.9124811244607698,121,0.8983754733113473,0.9225034781437604,121,0.8918935305887347,0.9134793991650471,121,1.0,1.0,120,0.06856023506366307,0.030335704054817714,51,1.0,1.0,24,0.07963594994311718,0.042451790633608814,121,0.007661787257090991,0.009504891190749487,0.0,0.0,1.0813300558304308e-05,0.0011202501028999001,121
rnafold,POSITIVE_PAIR_EVIDENCE,10,B2_GLOBAL_REFOLD,595,121,0,7576,741,611,7270,1021,917,7190,80,450,571,386,170,7761,530,556,836,250,1086,879,0.9109053745340868,0.9295059180648642,121,0.9253694882130207,0.9396936381018245,121,0.9180804653417354,0.9307761211834313,121,0.9889958734525447,0.980868961352657,120,0.4407443682664055,0.1660251354528415,51,0.7697974217311234,0.832464885629685,24,0.5119453924914675,0.27741046831955923,121,0.02495850927547527,0.0356918259437502,0.01729672201838428,0.026186934753000712,4.060503520335631e-05,0.0032316677193580997,121
rnafold,POSITIVE_PAIR_EVIDENCE,20,B0_ORIGINAL,570,118,3,6966,698,536,6966,698,536,6966,0,0,698,0,0,7664,0,0,0,0,0,1514,0.9089248434237995,0.9180569737469392,118,0.9285523860303919,0.9255611390067164,118,0.918633786100488,0.9171275709772743,118,1.0,1.0,117,0.0,0.0,48,,,0,0.0,0.0,118,0.0,0.0,-0.013534001825258213,-0.01278462090919652,0.0,0.0,118
rnafold,POSITIVE_PAIR_EVIDENCE,20,B1_LOCAL_HARD,570,118,3,7069,608,433,6966,698,536,6966,0,90,608,103,0,7574,90,103,193,0,193,1514,0.9208023967695714,0.9278607283608412,118,0.9422820581178353,0.940397608527256,118,0.9314184070096845,0.9306615728025325,118,1.0,1.0,117,0.12893982808022922,0.0640777972027972,48,1.0,1.0,25,0.059445178335535004,0.03951524934575782,118,0.013534001825258213,0.01278462090919652,0.0,0.0,8.444267443326632e-06,0.0018264626972211587,118
rnafold,POSITIVE_PAIR_EVIDENCE,20,B2_GLOBAL_REFOLD,570,118,3,7204,470,298,6966,698,536,6902,64,281,417,302,53,7319,345,355,583,117,700,1514,0.9387542350794892,0.9428924707714758,118,0.960277259397494,0.954210203688136,118,0.9493937796520823,0.9448497930311658,118,0.9908125179443009,0.9698453881062578,117,0.40257879656160456,0.2103669941169941,48,0.8328571428571429,0.8012602641306494,25,0.1856010568031704,0.16584054834054834,118,0.02772222205389152,0.03075999355159431,0.014188220228633308,0.01797537264239779,2.031703669193812e-05,0.0033782935739934215,118
rnafold,POSITIVE_PAIR_EVIDENCE,50,B0_ORIGINAL,545,113,8,6664,638,417,6664,638,417,6664,0,0,638,0,0,7302,0,0,0,0,0,3714,0.9126266776225691,0.9202782052022399,113,0.9411100127100692,0.9424125781345085,113,0.9266495167906557,0.928292849758065,113,1.0,1.0,112,0.0,0.0,45,,,0,0.0,0.0,113,0.0,0.0,-0.027162269600795486,-0.02758706620754159,0.0,0.0,113
rnafold,POSITIVE_PAIR_EVIDENCE,50,B1_LOCAL_HARD,545,113,8,6881,460,200,6664,638,417,6664,0,178,460,217,0,7124,178,217,395,0,395,3714,0.937338237297371,0.9419176856094394,113,0.9717554017794097,0.9733819206701102,113,0.9542365829981972,0.9554551193588605,113,1.0,1.0,112,0.27899686520376177,0.19580837680837682,45,1.0,1.0,26,0.04792676359719979,0.04121829962498319,113,0.027162269600795486,0.02758706620754159,0.0,0.0,7.427858429601936e-06,0.0018815390073526777,113
rnafold,POSITIVE_PAIR_EVIDENCE,50,B2_GLOBAL_REFOLD,545,113,8,7003,333,78,6664,638,417,6657,7,340,298,346,35,6955,347,381,686,42,728,3714,0.954607415485278,0.956383244125066,113,0.9889846066939698,0.985979407296024,113,0.9714919886245404,0.9692075663494077,113,0.9989495798319328,0.9953687888198758,112,0.5329153605015674,0.2933794353794354,45,0.9423076923076923,0.9489817717449759,26,0.09154550350026926,0.09078809021139782,113,0.040914716591342715,0.04484247183388479,0.013752446990547229,0.0172554056263432,1.2073901947734191e-05,0.002855404868850719,113
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B0_ORIGINAL,605,121,0,7365,1100,1015,7365,1100,1015,7365,0,0,1100,0,0,8465,0,0,0,0,0,0,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,1.0,1.0,120,0.0,0.0,51,,,0,,,0,0.0,0.0,0.0,0.0,,,0
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B1_LOCAL_HARD,605,121,0,7365,1100,1015,7365,1100,1015,7365,0,0,1100,0,0,8465,0,0,0,0,0,0,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,1.0,1.0,120,0.0,0.0,51,,,0,,,0,0.0,0.0,0.0,0.0,,,0
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B2_GLOBAL_REFOLD,605,121,0,7365,1100,1015,7365,1100,1015,7365,0,0,1100,0,0,8465,0,0,0,0,0,0,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,1.0,1.0,120,0.0,0.0,51,,,0,,,0,0.0,0.0,0.0,0.0,,,0
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B0_ORIGINAL,605,121,0,7365,1100,1015,7365,1100,1015,7365,0,0,1100,0,0,8465,0,0,0,0,0,605,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,1.0,1.0,120,0.0,0.0,51,,,0,0.0,0.0,121,0.0,0.0,-0.0038434650497474188,-0.003806008360200064,0.0,0.0,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B1_LOCAL_HARD,605,121,0,7365,1027,1015,7365,1100,1015,7365,0,73,1027,0,0,8392,73,0,73,0,73,605,0.8776215443279314,0.9142310182857848,121,0.8788782816229117,0.9138670306547281,121,0.8782494633913666,0.9096610769577035,121,1.0,1.0,120,0.06636363636363636,0.1441446273584007,51,1.0,1.0,42,0.1206611570247934,0.12066115702479338,121,0.0038434650497474188,0.003806008360200064,0.0,0.0,6.290922909421593e-06,0.0007686930099494661,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B2_GLOBAL_REFOLD,605,121,0,7408,979,972,7365,1100,1015,7358,7,174,926,50,53,8284,181,103,224,60,284,605,0.8832717300584237,0.9238364411583446,121,0.8840095465393795,0.9222045957087484,121,0.8836404842846066,0.9185587340830326,121,0.9990495587236932,0.9989242424242425,120,0.15818181818181817,0.2081640901033536,51,0.7887323943661971,0.9126225161117079,42,0.28760330578512394,0.28760330578512394,121,0.012741122175076502,0.009197029253440125,0.008897657125329084,0.005391020893240062,1.520170124535558e-05,0.0025482244350152803,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B0_ORIGINAL,605,121,0,7365,1100,1015,7365,1100,1015,7365,0,0,1100,0,0,8465,0,0,0,0,0,670,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,1.0,1.0,120,0.0,0.0,51,,,0,0.0,0.0,121,0.0,0.0,-0.004400559807201332,-0.004329961028969542,0.0,0.0,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B1_LOCAL_HARD,605,121,0,7365,1017,1015,7365,1100,1015,7365,0,83,1017,0,0,8382,83,0,83,0,83,670,0.8786685755189693,0.9148247422706012,121,0.8788782816229117,0.9138670306547281,121,0.878773416060136,0.9102181717151574,121,1.0,1.0,120,0.07545454545454545,0.14551665995233667,51,1.0,1.0,37,0.12388059701492538,0.11504132231404958,121,0.004400559807201332,0.004329961028969542,0.0,0.0,6.462628401447078e-06,0.0008526254073657404,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B2_GLOBAL_REFOLD,605,121,0,7407,970,973,7365,1100,1015,7333,32,261,839,74,131,8172,293,205,335,163,498,670,0.8842067565954399,0.9240578978741076,121,0.883890214797136,0.9217023122828926,121,0.8840484573611028,0.9188053962364519,121,0.9956551255940258,0.9972569718928415,120,0.23727272727272727,0.21888993554225503,51,0.6726907630522089,0.8317789915929612,37,0.3895522388059702,0.28865013774104686,121,0.012987784328495788,0.00960500232993633,0.008587224521294456,0.005275041300966787,1.4335824373039298e-05,0.002613641975814445,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B0_ORIGINAL,605,121,0,7365,1100,1015,7365,1100,1015,7365,0,0,1100,0,0,8465,0,0,0,0,0,925,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,1.0,1.0,120,0.0,0.0,51,,,0,0.0,0.0,121,0.0,0.0,-0.005031029334366277,-0.006906392392994287,0.0,0.0,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B1_LOCAL_HARD,605,121,0,7365,968,1015,7365,1100,1015,7365,0,132,968,0,0,8333,132,0,132,0,132,925,0.8838353534141365,0.9161194886228821,121,0.8788782816229117,0.9138670306547281,121,0.8813498474241608,0.9108486412423223,121,1.0,1.0,120,0.12,0.1653045744485247,51,1.0,1.0,42,0.14270270270270272,0.1065840220385675,121,0.005031029334366277,0.006906392392994287,0.0,0.0,7.466370154588419e-06,0.0007241445351051998,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B2_GLOBAL_REFOLD,605,121,0,7488,862,892,7365,1100,1015,7343,22,396,704,145,158,8047,418,303,541,180,721,925,0.8967664670658683,0.9304317153672138,121,0.8935560859188544,0.9275756721510047,121,0.8951583980872684,0.924845033184596,121,0.9970128988458927,0.998094613407582,120,0.36,0.27126500719996655,51,0.7503467406380028,0.8747421489736611,42,0.4281081081081081,0.2496969696969697,121,0.019027421276639922,0.020714943056101887,0.013996391942273645,0.0138085506631076,2.239453303362366e-05,0.0023132732135931365,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B0_ORIGINAL,605,121,0,7365,1100,1015,7365,1100,1015,7365,0,0,1100,0,0,8465,0,0,0,0,0,1665,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,1.0,1.0,120,0.0,0.0,51,,,0,0.0,0.0,121,0.0,0.0,-0.008429470033906927,-0.012531916799988996,0.0,0.0,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B1_LOCAL_HARD,605,121,0,7365,862,1015,7365,1100,1015,7365,0,238,862,0,0,8227,238,0,238,0,238,1665,0.8952230460678254,0.9224665233334609,121,0.8788782816229117,0.9138670306547281,121,0.8869753718311555,0.914247081941863,121,1.0,1.0,120,0.21636363636363637,0.29535033496535174,51,1.0,1.0,48,0.14294294294294294,0.10657680703135249,121,0.008429470033906927,0.012531916799988996,0.0,0.0,7.526676756750148e-06,0.0007093751285976598,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B2_GLOBAL_REFOLD,605,121,0,7513,736,867,7365,1100,1015,7300,65,560,540,213,196,7840,625,409,773,261,1034,1665,0.9107770638865317,0.9355892875296238,121,0.8965393794749403,0.9265178397858981,121,0.9036021408382946,0.9271913569328215,121,0.991174473862865,0.9944141389802934,120,0.509090909090909,0.40271663632256655,51,0.7475822050290135,0.8643751935752441,48,0.33633633633633636,0.18589859635314182,121,0.021373745024865443,0.029158685807128104,0.012944274990958515,0.01662676900713911,1.7512724208485347e-05,0.001375601205164695,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B0_ORIGINAL,605,121,0,7365,1100,1015,7365,1100,1015,7365,0,0,1100,0,0,8465,0,0,0,0,0,4365,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,1.0,1.0,120,0.0,0.0,51,,,0,0.0,0.0,121,0.0,0.0,-0.019854295131448985,-0.028683460971285935,0.0,0.0,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B1_LOCAL_HARD,605,121,0,7365,565,1015,7365,1100,1015,7365,0,535,565,0,0,7930,535,0,535,0,535,4365,0.9287515762925599,0.9453803662151451,121,0.8788782816229117,0.9138670306547281,121,0.9031269160024524,0.925671907039405,121,1.0,1.0,120,0.4863636363636364,0.6256711620030606,51,1.0,1.0,51,0.12256586483390607,0.08684564702230117,121,0.019854295131448985,0.028683460971285935,0.0,0.0,6.5712396268696295e-06,0.0006068155700950143,121
rnafold,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B2_GLOBAL_REFOLD,605,121,0,7611,367,769,7365,1100,1015,7309,56,880,220,302,147,7529,936,449,1182,203,1385,4365,0.953998495863625,0.9685547874515171,121,0.9082338902147972,0.9332581672909575,121,0.9305538574397848,0.9465994712184265,121,0.9923964697895451,0.9946835986768521,120,0.8,0.7493683584070959,51,0.8534296028880867,0.9213806478106485,51,0.2016036655211913,0.12187991352224885,121,0.0407818593104704,0.05611040240861831,0.02092756417902142,0.027426941437332375,1.2854616817552878e-05,0.001046375213585283,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,0,0.7717908082408875,0.7905636556834104,121,0.8717183770883055,0.9120849106151278,121,0.8187167273746148,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,,,0,0.0,0.0,0.0,0.0,,,0
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,B1_LOCAL_HARD,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,0,0.7717908082408875,0.7905636556834104,121,0.8717183770883055,0.9120849106151278,121,0.8187167273746148,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,,,0,0.0,0.0,0.0,0.0,,,0
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,B2_GLOBAL_REFOLD,605,121,0,7365,1100,1015,7305,2160,1075,6895,410,1995,165,470,935,7060,2405,1405,2465,1345,3810,0,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,0.9438740588637919,0.9499250254853704,116,0.9236111111111112,0.9122450280469149,106,0.6469816272965879,0.7586128643627736,110,,,0,0.06294624769466117,0.05572672765655173,0.06294624769466117,0.05572672765655173,,,0
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,605,0.7717908082408875,0.7905636556834104,121,0.8717183770883055,0.9120849106151278,121,0.8187167273746148,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,0.0,0.0,121,0.0,0.0,-0.005999527856929698,-0.007250588849342154,0.0,0.0,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,B1_LOCAL_HARD,605,121,0,7354,2073,1026,7305,2160,1075,7305,0,87,2073,49,0,9378,87,49,136,0,136,605,0.7800997135886284,0.7968055987202829,121,0.8775656324582339,0.9178083884583954,121,0.8259673162239569,0.8488708920702246,121,1.0,1.0,116,0.04027777777777778,0.01718891248303013,106,1.0,1.0,18,0.14380165289256197,0.14380165289256197,121,0.005999527856929698,0.007250588849342154,0.0,0.0,1.198444437907794e-05,0.001199905571385941,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,B2_GLOBAL_REFOLD,605,121,0,7464,990,916,7305,2160,1075,6964,341,1995,165,500,825,7129,2336,1325,2495,1166,3661,605,0.8828956706884316,0.9201193107832284,121,0.890692124105012,0.9278662542680499,121,0.8867767613163835,0.9198106299727674,121,0.9533196440793976,0.9631961754720375,116,0.9236111111111112,0.9122488526262111,106,0.6815077847582628,0.770398180425363,110,3.2975206611570247,3.2975206611570247,121,0.07693926575947252,0.06806003394176874,0.07093973790254282,0.060809445092426584,0.00011249592387069213,0.015387853151894499,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,B0_ORIGINAL,603,121,0,7285,2160,1075,7285,2160,1075,7285,0,0,2160,0,0,9445,0,0,0,0,0,648,0.7713075701429327,0.7905636556834104,121,0.8714114832535885,0.9120849106151278,121,0.8183094636338107,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,0.0,0.0,121,0.0,0.0,-0.005443775258334949,-0.008004846177828262,0.0,0.0,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,B1_LOCAL_HARD,603,121,0,7348,2077,1012,7285,2160,1075,7285,0,83,2077,63,0,9362,83,63,146,0,146,648,0.7796286472148541,0.7957481155692546,121,0.8789473684210526,0.9175690824210223,121,0.826314309811639,0.8483151394716298,121,1.0,1.0,116,0.038425925925925926,0.011332381060460972,106,1.0,1.0,17,0.12808641975308643,0.12561983471074378,121,0.005443775258334949,0.008004846177828262,0.0,0.0,1.2353157681833738e-05,0.001000124686732574,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,B2_GLOBAL_REFOLD,603,121,0,7567,887,793,7285,2160,1075,7000,285,1994,166,567,721,7166,2279,1288,2561,1006,3567,648,0.8950792524248876,0.9270915357733726,121,0.9051435406698565,0.933676038689374,121,0.9000832639467111,0.9260494117362392,121,0.9608785175017158,0.9682538805383633,116,0.9231481481481482,0.9116670916199218,106,0.7179702831511073,0.7737455802933434,110,3.0771604938271606,2.9377410468319556,121,0.08317804752294433,0.08177380031290038,0.07773427226460938,0.07376895413507212,0.0001261941362853401,0.0162453328465615,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,B0_ORIGINAL,595,121,0,7250,2014,937,7250,2014,937,7250,0,0,2014,0,0,9264,0,0,0,0,0,879,0.7825993091537133,0.7905636556834104,121,0.8855502626114572,0.9120849106151278,121,0.8308979428113002,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,0.0,0.0,121,0.0,0.0,-0.008432413348900547,-0.011811586465393153,0.0,0.0,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,B1_LOCAL_HARD,595,121,0,7340,1893,847,7250,2014,937,7250,0,121,1893,90,0,9143,121,90,211,0,211,879,0.7949745478176108,0.7989837601773061,121,0.8965433003542201,0.9202412840684174,121,0.8427095292766934,0.8513037775621954,121,1.0,1.0,116,0.060079443892750745,0.020438128146230253,106,1.0,1.0,18,0.13765642775881684,0.14176308539944904,121,0.008432413348900547,0.011811586465393153,0.0,0.0,1.3437527264383566e-05,0.0013296980904634304,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,B2_GLOBAL_REFOLD,595,121,0,7576,741,611,7250,2014,937,7039,211,1835,179,537,562,7218,2046,1099,2372,773,3145,879,0.9109053745340868,0.9295059180648642,121,0.9253694882130207,0.9396936381018245,121,0.9180804653417354,0.9307761211834313,121,0.9708965517241379,0.9743792417671728,116,0.9111221449851042,0.9070406255311915,106,0.7542130365659777,0.7774954824541956,110,2.087599544937429,2.192920110192837,121,0.08790475697013644,0.08718252253043512,0.0794723436212359,0.07537093606504197,9.918375714497739e-05,0.015038690073984428,121
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,B0_ORIGINAL,570,118,3,7046,1647,456,7046,1647,456,7046,0,0,1647,0,0,8693,0,0,0,0,0,1514,0.8105372138502244,0.8020799693241174,118,0.9392162090109304,0.929912847838098,118,0.8701451065143563,0.8578972840190943,118,1.0,1.0,114,0.0,0.0,103,,,0,0.0,0.0,118,0.0,0.0,-0.011621028707809455,-0.010978099819141995,0.0,0.0,118
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,B1_LOCAL_HARD,570,118,3,7123,1543,379,7046,1647,456,7046,0,104,1543,77,0,8589,104,77,181,0,181,1514,0.8219478421417032,0.8139161499938575,118,0.9494801386296987,0.9413051310501681,118,0.8811232063334983,0.8695183127269037,118,1.0,1.0,114,0.06314511232544019,0.02821719812011074,103,1.0,1.0,19,0.06869220607661823,0.09499871597329224,118,0.011621028707809455,0.010978099819141995,0.0,0.0,7.251056683713339e-06,0.0016471562321578766,118
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,20,B2_GLOBAL_REFOLD,570,118,3,7204,470,298,7046,1647,456,6891,155,1485,162,313,308,7053,1640,621,1798,463,2261,1514,0.9387542350794892,0.9428924707714758,118,0.960277259397494,0.954210203688136,118,0.9493937796520823,0.9448497930311658,118,0.9780017030939541,0.9803177592388119,114,0.9016393442622951,0.9081229773462782,103,0.7952233524988943,0.789812375106767,107,0.9808454425363277,1.133598698852936,118,0.08695250901207152,0.07924867313772599,0.07533148030426207,0.068270573318584,5.234390563918493e-05,0.010900861110354237,118
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,B0_ORIGINAL,545,113,8,6855,1372,226,6855,1372,226,6855,0,0,1372,0,0,8227,0,0,0,0,0,3714,0.8332320408411329,0.8346203809461284,113,0.9680836040107329,0.9678988777677232,113,0.8956101384896786,0.8928057692747454,113,1.0,1.0,113,0.0,0.0,98,,,0,0.0,0.0,113,0.0,0.0,-0.016904254881444536,-0.015747563860190827,0.0,0.0,113
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,B1_LOCAL_HARD,545,113,8,6981,1258,100,6855,1372,226,6855,0,114,1258,126,0,8113,114,126,240,0,240,3714,0.8473115669377351,0.8507307826205658,113,0.9858777008897048,0.9853139473788722,113,0.9113577023498695,0.90971002415619,113,1.0,1.0,113,0.08309037900874636,0.053235217163788595,98,1.0,1.0,18,0.030694668820678513,0.039503120858449835,113,0.016904254881444536,0.015747563860190827,0.0,0.0,4.240054889658274e-06,0.0011610454797827236,113
trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,50,B2_GLOBAL_REFOLD,545,113,8,7003,333,78,6855,1372,226,6803,52,1238,134,200,199,6937,1290,399,1438,251,1689,3714,0.954607415485278,0.956383244125066,113,0.9889846066939698,0.985979407296024,113,0.9714919886245404,0.9692075663494077,113,0.9924142961342086,0.9917054197850659,113,0.902332361516035,0.9114795918367348,98,0.8513913558318532,0.8230581273162947,102,0.3333333333333333,0.358266375044774,113,0.07640179707466233,0.07588185013486182,0.05949754219321779,0.06013428627467099,2.043130052096441e-05,0.003789348002827973,113
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,0,0.7717908082408875,0.7905636556834104,121,0.8717183770883055,0.9120849106151278,121,0.8187167273746148,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,,,0,0.0,0.0,0.0,0.0,,,0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B1_LOCAL_HARD,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,0,0.7717908082408875,0.7905636556834104,121,0.8717183770883055,0.9120849106151278,121,0.8187167273746148,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,,,0,0.0,0.0,0.0,0.0,,,0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,B2_GLOBAL_REFOLD,605,121,0,7365,1100,1015,7305,2160,1075,6895,410,1995,165,470,935,7060,2405,1405,2465,1345,3810,0,0.8700531600708801,0.9069374161618192,121,0.8788782816229117,0.9138670306547281,121,0.8744434550311665,0.9058176119079561,121,0.9438740588637919,0.9499250254853704,116,0.9236111111111112,0.9122450280469149,106,0.6469816272965879,0.7586128643627736,110,,,0,0.06294624769466117,0.05572672765655173,0.06294624769466117,0.05572672765655173,,,0
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,605,0.7717908082408875,0.7905636556834104,121,0.8717183770883055,0.9120849106151278,121,0.8187167273746148,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,0.0,0.0,121,0.0,0.0,-0.012505230395818412,-0.009326800170159633,0.0,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B1_LOCAL_HARD,605,121,0,7305,1959,1075,7305,2160,1075,7305,0,201,1959,0,0,9264,201,0,201,0,201,605,0.7885362694300518,0.8115995049342605,121,0.8717183770883055,0.9120849106151278,121,0.8280435275447744,0.8553765946091133,121,1.0,1.0,116,0.09305555555555556,0.17976423188687338,106,1.0,1.0,88,0.3322314049586777,0.3322314049586777,121,0.012505230395818412,0.009326800170159633,0.0,0.0,1.5416198628363028e-05,0.002501046079163677,121
