epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.3078941906903352,0.37934754764570416,0.7999548917242609
1,0.11047485027672435,0.58867691833169,0.7930433810749276
2,0.0558432468574266,0.714160470007391,0.7788486639721197
3,0.03171314308885671,0.8644352536451034,0.7753045093555
4,0.024655614885799332,1.0300981671169085,0.7672307462897598
5,0.025356740864361224,1.1154478989507401,0.7680111387871568
6,0.02150978670865834,1.1266451019213444,0.7652945951902357
7,0.01960124919126157,1.2128753903127607,0.7621173494687524
8,0.018597516152939173,1.3209694399494707,0.7602001961410146
9,0.018446626900817317,1.4276127921233677,0.7589699003601125
10,0.012680059657204689,1.5624055854404406,0.7581749918527724
11,0.018509125238002723,1.432142872634188,0.7649585928530693
12,0.01318038195656284,1.495761303614081,0.763686197785626
