epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.30406104726749555,0.4068800460802357,0.8365578120583081
1,0.09598631105663484,0.559218118818391,0.831775967356714
2,0.05986478375368997,0.6698859465300526,0.8324758191458536
3,0.04332350150665693,0.8694138845852944,0.8253944527361693
4,0.03274344777361604,1.0140491211942368,0.823199415451466
5,0.03011386351137046,1.1160119797702408,0.8201350087293573
6,0.0275102918216011,1.1070718710081988,0.8280949757874222
7,0.022065285910819576,1.3168061962752091,0.8084923805896316
8,0.021912584012137366,1.3204832149066352,0.8193578507124464
9,0.0196686811676543,1.3899546056918428,0.8218820469132614
10,0.019011575081916688,1.6242495694112555,0.8042951861269251
11,0.017637964179167492,1.6957300563906483,0.8030160315845841
12,0.018069598037185833,1.5105900120503728,0.816570898145909
