epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.29946139604739874,0.40784683783200887,0.7660225690047948
1,0.06656699134985516,0.6685602853352641,0.7304167991743573
2,0.029348137553860953,0.9022873770725917,0.7368350681902117
3,0.017063079279073724,1.0397250667909705,0.7257109866117009
4,0.008450280818529388,1.151894652043117,0.7130972633996243
5,0.0047249964627455055,1.3206660556202505,0.7015136818533729
6,0.007044906671397865,1.536521137296681,0.7107968229407515
7,0.0021596399841915955,1.6026515175255192,0.7104684234030613
8,0.014300600109235057,1.4782446547932815,0.7028739904403221
9,0.0015272979659262677,1.6181746558004524,0.7045348078155286
10,0.0008973684105355385,1.7029925194185724,0.7020941395219713
11,0.0020796321922835937,1.6979677338795949,0.6967734077187965
12,0.001017706842199075,1.858958242169649,0.7031970296703323
