epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.27185364508091664,0.40572532107047043,0.769815007264072
1,0.058304882908792606,0.7102592818582608,0.7305430232671717
2,0.02004480687392538,0.9301218494242167,0.7297336257209311
3,0.013560590811460693,1.1100038089788566,0.7385857232850022
4,0.011723041968265655,1.220051245268824,0.7362868269182756
5,0.006528253637276094,1.2946381736897645,0.7230131361081136
6,0.007277163065907332,1.3735327767874765,0.728096502858464
7,0.005110901352729525,1.4335933227521,0.7383737769177725
8,0.005856470264585792,1.5052674359427511,0.7308552022767483
9,0.001149382646812341,1.6438875659916499,0.7258071949385461
10,0.008621488371238816,1.52936577114453,0.7184316877363898
11,0.0026356755638687,1.5844946342756943,0.7225054835113973
12,0.005851598469395452,1.6183497590078397,0.7176282934525161
