epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.3302883722117635,0.513857254983801,0.766637925109607
1,0.12207184008905152,0.7858905411875259,0.7515298572574167
2,0.06757488835747598,1.1180647515476752,0.7365054740212583
3,0.04283536392785445,1.3760061313185614,0.7099688203552407
4,0.031832770455036824,1.5460792869188698,0.7311686840979664
5,0.033080587489959026,1.6630850823665215,0.7206348711946599
6,0.02420584964213752,1.812110588081021,0.7196370533857385
7,0.02529543811524687,1.9129476387636821,0.7274049635405357
8,0.02335746565993194,1.983273953906431,0.719706165936092
9,0.01979479970546121,2.221424869041323,0.7330636700122236
10,0.021918804538907672,2.178747337548583,0.715785631957106
11,0.015955711479838035,2.34545372043286,0.7218917976913383
12,0.02089628959234868,2.2724981891605283,0.720118726878381
