epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.33152225211070485,0.43595702329400116,0.774078271102817
1,0.11334915315747593,0.6478812166430926,0.7489776553373347
2,0.053038167739980345,0.872183307599196,0.749485654926418
3,0.03762655300801578,1.0633113236430538,0.7428203969436711
4,0.027769365954329762,1.1982648879440279,0.7394718985880092
5,0.023523213035202783,1.3830060772212887,0.7446600652510535
6,0.021757342538337575,1.3966139218614506,0.735389111788385
7,0.02019417919400706,1.5295311741631283,0.7333145087310982
8,0.027514422104380105,1.5060357957603197,0.7203281376593417
9,0.017747545957969842,1.706948896361264,0.7218004342040365
10,0.015942903845442013,1.8124387301928508,0.7268298912047978
11,0.01520220530739373,1.8389901990962907,0.7214269225343468
12,0.019579627500179095,1.836161090646423,0.7102638965526873
