epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.3529556548722295,0.28923490506831445,0.8465272008697402
1,0.12190348464560893,0.4099920569456267,0.8106106552515133
2,0.07428433216932914,0.4830045076028735,0.8166675805018109
3,0.052231940283957654,0.5190753368694746,0.8134449239582303
4,0.040919085988378075,0.5340130071620323,0.8225109727109676
5,0.03529883950345995,0.6052641877226616,0.8107965905069239
6,0.03501174710421658,0.6795664341567315,0.8270919797637735
7,0.033510609360687504,0.7066431857907293,0.8102497594067264
8,0.02737546878159562,0.7371808752383612,0.8100257995247346
9,0.02737321192039471,0.7962777749683999,0.7974531120513864
10,0.024173422761283026,0.8569101448631915,0.8022078977085322
11,0.022030166667090487,0.8997724974205175,0.8047857502732599
12,0.022430076548667806,0.986388731216365,0.803650645366414
