epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.36080545492548527,0.2656404445145736,0.8320631871832066
1,0.1330384482581178,0.4234283537270242,0.8045469494041865
2,0.07727646582280204,0.5527480221431565,0.8030881846603454
3,0.05311060510058185,0.6265030621084793,0.7760925019211276
4,0.04907844692188932,0.6895467561153261,0.798745021166776
5,0.040148701757035575,0.7737271106388022,0.7940313749369504
6,0.036639369004322866,0.7960720027434411,0.7868112893780584
7,0.03258019296757607,0.93852012931172,0.783228300198268
8,0.03392530913587152,0.8974367171297531,0.7904007192924944
9,0.035445233731649255,0.930769936039697,0.7966819858265121
10,0.028082581843780197,1.0410960142589385,0.7938775685303777
11,0.02753430131658872,1.0106660186966925,0.8009176067602375
12,0.02643777400610942,1.1046772515837344,0.7916542676663373
