epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.3020549827515043,0.3273302865436016,0.8241407599903633
1,0.08473768455364547,0.4956625974848839,0.8245560918886471
2,0.03960489364710562,0.6057671253799308,0.8368155692380962
3,0.024310305669884787,0.706212099861952,0.8316171278033836
4,0.01897619381606194,0.7533129052608539,0.8346265945236563
5,0.014603537087616966,0.8839816551109767,0.8165296524025784
6,0.01259144816504374,1.0096147729498883,0.7977410465802897
7,0.011541059795402497,1.1490967745097225,0.8116048323400262
8,0.012807622657185703,1.1160551611974157,0.8167714335065471
9,0.009140547204372218,1.1799145722285884,0.8228011218646463
10,0.009944328206239084,1.2355157257681457,0.822135764677217
11,0.007303819734005418,1.2905223404524404,0.8054518716742585
12,0.009008824645999173,1.3191054670783422,0.8276834925526299
