epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.33041790313688946,0.45739235255050514,0.7830423411716553
1,0.11963974950250451,0.6976267493035818,0.7528194162621313
2,0.061550504175982075,0.8579445795861841,0.7548483927957852
3,0.03576235862236965,1.0827260499133813,0.7427769618460617
4,0.03043919490306694,1.1822419786146874,0.7356809237048285
5,0.024970119225043275,1.3142509394302526,0.7320337932096527
6,0.0206920949750207,1.3387743402925416,0.7290626570228351
7,0.018467695687773206,1.5173348800422315,0.7327784994142882
8,0.023537734479562294,1.6319147385161843,0.7262845331536149
9,0.016341388205611408,1.7341677281930883,0.7296801977215488
10,0.024533705704160955,1.5480516220465899,0.7298500250634647
11,0.016590126068863273,1.7086507895197431,0.7239514609561438
12,0.01482873349549856,1.8319997448728305,0.718000052261202
