epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.304922579727761,0.38207236876219236,0.8005265711044868
1,0.10354924985278206,0.5344578431965966,0.7832367729435686
2,0.06026544922741516,0.6523559975928924,0.7741962688481546
3,0.04283640572254578,0.8043266074808316,0.7628412115630862
4,0.032456711449885475,0.9521464597871822,0.7787383304696394
5,0.029549803424555293,1.0838908277624817,0.7611942470758389
6,0.02303361893980067,1.1218524248636264,0.7642518148564186
7,0.02359272956209936,1.187535492028065,0.7495413167553892
8,0.022030674495872704,1.3605965850892576,0.756027745397456
9,0.01690556309569491,1.5082087458868996,0.7480685526930166
10,0.01757300749738575,1.5584785016608493,0.7580361179523321
11,0.018596801512812084,1.5561554224681597,0.7429365146460957
12,0.012904290726527556,1.6212610385961719,0.7493952805873798
