variant,mode,source_model,metric,n_runs,mean,std_population,median,fold_mean_min,fold_mean_max,n_folds_with_deployable_runs
MODEL_SPECIFIC_PETFOLD,LEARNED_SELECTIVE,pooled,modified_rna_count,14,4.857142857142857,1.9219462924391015,5.0,3.0,7.0,3
MODEL_SPECIFIC_PETFOLD,LEARNED_SELECTIVE,petfold,modification_precision,14,0.4835919162986832,0.2320404277908452,0.4365079365079365,0.37555555555555553,0.75,3
MODEL_SPECIFIC_PETFOLD,LEARNED_SELECTIVE,petfold,delete_recall,14,0.12930191331988508,0.06061995954214962,0.13240418118466898,0.07317073170731707,0.16666666666666666,3
MODEL_SPECIFIC_PETFOLD,LEARNED_SELECTIVE,petfold,correct_pair_preservation,14,0.9795130839573654,0.01643143168391163,0.9848408633619901,0.9616883116883116,0.9955516014234875,3
MODEL_SPECIFIC_PETFOLD,LEARNED_SELECTIVE,petfold,macro_delta_f1,14,-0.0016503602371587608,0.002890075563358357,-0.001512939483868605,-0.00282616798616331,0.001023114869314325,3
MODEL_SPECIFIC_PETFOLD,LEARNED_SELECTIVE,petfold,micro_delta_f1,14,-0.004336837212280541,0.0060342679348147936,-0.003396103571887743,-0.0100120512645125,0.0021015670216399107,3
MODEL_SPECIFIC_PETFOLD,LEARNED_SELECTIVE,petfold,modified_rna_count,14,4.857142857142857,1.9219462924391015,5.0,3.0,7.0,3
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,pooled,modification_precision,25,0.26603641230481717,0.08874880405093068,0.2894736842105263,0.15759332287091501,0.3983717046354064,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,pooled,delete_recall,25,0.5707577168028296,0.13208304025296363,0.5263157894736842,0.4444444444444445,0.8061224489795918,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,pooled,correct_pair_preservation,25,0.78206776120735,0.08123289678188723,0.8085106382978723,0.6602272727272727,0.8829268292682926,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,pooled,macro_delta_f1,25,-0.07653987512689463,0.028223397726971067,-0.06498233428035988,-0.12493849452627448,-0.048233886462601315,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,pooled,micro_delta_f1,25,-0.08755537485555834,0.03526383416450695,-0.07179890710382508,-0.13594933561104777,-0.0503300288400488,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,pooled,modified_rna_count,25,19.2,3.3105890714493698,19.0,15.8,23.6,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,rnafold,modification_precision,25,0.26603641230481717,0.08874880405093068,0.2894736842105263,0.15759332287091501,0.3983717046354064,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,rnafold,delete_recall,25,0.5707577168028296,0.13208304025296363,0.5263157894736842,0.4444444444444445,0.8061224489795918,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,rnafold,correct_pair_preservation,25,0.78206776120735,0.08123289678188723,0.8085106382978723,0.6602272727272727,0.8829268292682926,5
