epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.29089939657386765,0.3943621492466248,0.836509985771971
1,0.09501994243752074,0.5184232474493427,0.8295925098561965
2,0.05976030398206445,0.6688513994360838,0.8340348898719169
3,0.04377305742834262,0.7546288966458976,0.8270124791697817
4,0.03320941247862662,0.925747862497344,0.8284523778927498
5,0.02819649609577452,1.042831623523798,0.8275258887625377
6,0.03172201776405669,1.0845432637614532,0.8178498835929587
7,0.019966987580595754,1.1425369112897215,0.8294406284137246
8,0.019479050367122327,1.2108506202843567,0.8189672430788523
9,0.020973423287956677,1.3916325483127203,0.8173641344450255
10,0.015470484173494347,1.4828687645364798,0.820107373138742
11,0.014718599177858512,1.5956691519375876,0.8244150927459566
12,0.017552577770467582,1.5782861739416791,0.8147091602177915
