epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.2865205707886622,0.30138587702471037,0.8183114080763145
1,0.075002010465815,0.3903998083235994,0.8313056493491285
2,0.035353008028711615,0.5236614333685188,0.8329604539681701
3,0.019907742511726178,0.5587226410401108,0.8447139614352156
4,0.014627139336804058,0.6890551638585242,0.8422536986579896
5,0.013494914543103309,0.7030003534213644,0.8467572741873596
6,0.007380004968547793,0.8247238082746605,0.8393411191937595
7,0.014682886793715155,0.8053139012835084,0.8393807836786367
8,0.007896957086295274,0.9215845356117567,0.8303660636194264
9,0.003943753892917987,0.9744495741791788,0.8294557900660943
10,0.005392339349458917,1.0053954418775544,0.8250865584672727
11,0.004418537429786109,1.1552972344096801,0.8206780037940452
12,0.010482664239575725,1.0213137498181688,0.817006425940066
