manifest_id,manifest_payload_sha256,rna_id,channel,density_percent,evidence_seed,item_count,sequence_length,crossing_status,minimum_loop_status,crossing_flag,minimum_loop_flag,minimum_pair_separation,validity_status,eligibility_status,reason
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_01__seed_107__noise_00,15a814ff60876051009c7f530da7b743880dfa132aebf98bad8c3529308e9c81,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,d9ef37672a0115b6d37e13f1980619daa3937e005d3b357f7634127ebd1d32c1,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,ff667816a91d1dacc7c07230dd08980cc1250b1ffcf9e712cbc03158ed164fe0,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,dde5784aab24bdbb831ff21907eabe57a5bdb8b639ee7bda08d4988e515d4145,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,537cdec9f8bb0a4994a979779d18ef48705b73fec7dd1ed04baa61f1878149fe,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,d8d11bde2561690717f82538dfd6e33014d4fa38e8f07e4b63a9eed1de9d267e,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,2b361c8309dd64ae28d785cbb2421a01ca2a213022931f0fc5982df25cce8395,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,8aebff6b1849d16b561eb0595f6e5950bb296388f58f6ab46f579789a5a057e9,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,5d104648ce1601fd6ee8df2c9243605fe59c0ff093c1825af63ba70199ee64c4,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,f203925377a46f8461d283907154ccba5580746f686b65da2b1e67a7d3720bd0,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,56d243da9fec62a2c8db2fef68aef6aea72a90ea541d47d13806a4e7b042d15a,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,d1ba53a6e7292e5d1b732011dcd9153d144eddcb07592ed2dda4fd51f984a03b,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,c41f3980de0ff4ed3f3a699f052e56fbc8dafabfcd143a976bd9a3960d8643f2,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,1,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,931f61518898376bfbed1144259c093e2e75c8f37aef22505796b6f1467ebbe3,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,2,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,e974d3ad865ea1aa3786fd00cbd49a65cdd668515a051584c0e6533051ecac9d,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,2,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,c1aedaa51c86e759bad5cca8c05ea918b06704e0c8380aee3dafe029ad8cb980,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,2,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,332e81f0b19edbaff0ebf5616aac8f530e543635842738f21d6301e47a54b323,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,2,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,4df94adc37269b54182368be01c2967716bc68931f2904fd03632ec4d1563753,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,2,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,57d1856f9ebef729766a734aa2f80d6bbe65d409433891e975dd92b069129054,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,6,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,c6f5b5e235f90ddd35861202c37b4198303ce45551ab4446687bc1e6a05d2115,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,6,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_50__seed_107__noise_00,49b85c712ad3a7de6cf622c3cbba1ef8609fe19b5d4ae042d8b245e2ba59f77a,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,6,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_50__seed_109__noise_00,6f0b691822a25985d5381b7125c6bb462d59a816ca826b0c8f7264179cf80620,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,6,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1E95_36_pseudoknot_nmr_A__unpaired_nucleotide_evidence__density_50__seed_113__noise_00,334d280135e5049976becb815a5bc6c4ff68223d941a4e1f397088a82adfa539,1E95_36_pseudoknot_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,6,36,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_00__seed_101__noise_00,7bb66ea4cdee72871f30966605968f9962102db5d8dd08418776aca2fbebac32,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,0,101,0,22,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_00__seed_103__noise_00,c5b3ba39f5abd9926dc1ce192d23dc0033259803e42019c0db59568e3ac34f01,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,0,103,0,22,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_00__seed_107__noise_00,27e4df87c10c53c40f17b1fabaa3ec536421065a1d2d9110423ae92038dbf171,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,0,107,0,22,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_00__seed_109__noise_00,3b2fafa9b2d04652281ee33f69968f50bc339b87d179e1d7d2f3544d66b088b3,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,0,109,0,22,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,b8fa57e824a8d7bbd0fa60d3921e2de28fce1f94882344dcaa3daaa31e58dc91,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,0,113,0,22,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,b255bf899eac38204efaa32d80c73c10fd09f348ef64a7cb91e93c0a3faf7b9f,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,1,101,1,22,PASS,PASS,False,False,21,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,f00f7b3733fa70a0037ccaf170746af19857b721acbe81c6d7e5b55f94762faf,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,1,103,1,22,PASS,PASS,False,False,17,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,b83c6f8f80bc49947f69c2baaa2ef26e707193e21fc51a94b97ceae31d768fb4,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,1,107,1,22,PASS,PASS,False,False,7,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,805aba73259415cc78355525bc4f336fd5699083675eb7f45c9948db59f3ac26,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,1,109,1,22,PASS,PASS,False,False,21,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,c28d8070edecd3a5997a6db333b42169122413426979fdea36fe94c021afcec8,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,1,113,1,22,PASS,PASS,False,False,21,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,c303ae59130b4e84f18f92ca31eb2477f9b308d5f303c831f64e73d5314cc958,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,101,1,22,PASS,PASS,False,False,15,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,81661ecf5b3ed982f442d4b497afd1fd4763b59a385f43272ac50a4dd0293757,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,103,1,22,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_05__seed_107__noise_00,b06e6437422f2eb925a2fe04eb716c2e0487d0c3cd7c39317714e92715eb514d,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,107,1,22,PASS,PASS,False,False,19,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_05__seed_109__noise_00,f8ac69fae35ad80cd366cf009b1fbaaf84ed8b4ab77a1543d593e9e4c4d11d48,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,109,1,22,PASS,PASS,False,False,9,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_05__seed_113__noise_00,d5bd7f27730068267f872f49a96422040ed9524137351e9677c47cf23551928f,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,113,1,22,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,539a3c5dd3ede2e3da966816614c4b3fa91a9130d2a42eec7dbe14fced3321ca,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,101,1,22,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_10__seed_103__noise_00,6f29432b8ad00f02171db4ad9a73f04d6bba5e643f8eea65257c1b20e4756f64,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,103,1,22,PASS,PASS,False,False,15,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_10__seed_107__noise_00,18aa30d762977695d74644a4434ef249e28ef88df24ff6e0fc99421f0e71b54f,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,107,1,22,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,22b00336a3e7d3e7b39c9c9014775c791fa3ecd856c049d1289ac83cdac2cc3b,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,109,1,22,PASS,PASS,False,False,19,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_10__seed_113__noise_00,0fcd563c0fea8e1ccb2a5bb3357a5d0956097141ef547631669ba38fb943ad3f,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,113,1,22,PASS,PASS,False,False,15,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_20__seed_101__noise_00,2d7e3ad03d4b6c7f40dcf9aac805513a14c51697d930eddf386b6f47c6f77735,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,20,101,1,22,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_20__seed_103__noise_00,95483b789a983f665e88ec294b85c3427bc9bd48d688a62067fc0e6438ad8cc7,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,20,103,1,22,PASS,PASS,False,False,7,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_20__seed_107__noise_00,98f9b04d17de77d2b6a654b8e5226e0dfed6ee7f3a192565b454df8aff937bff,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,20,107,1,22,PASS,PASS,False,False,7,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_20__seed_109__noise_00,bc477ac063366dcee12b43c6da3641742a4152af93fa4b0459652fe1e0bf1876,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,20,109,1,22,PASS,PASS,False,False,21,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_20__seed_113__noise_00,34e7dbaf5fe008bbf12acae222feee95aa6aaf684fbcde33fcac47dde45c3534,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,20,113,1,22,PASS,PASS,False,False,21,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,c461371e6f77f35e0e6a300c3d9c7e2964808419c19c2e301cf553ed935fa3d0,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,50,101,4,22,PASS,PASS,False,False,9,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,17db3e8fd5ddbec7f93d1f3fd89bcf526128746f7fc3cb3c90f3901377e05771,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,50,103,4,22,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,f12c7c98d8a44d60f52d31d10babde76f8518faae1f2762135b8a8605b270811,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,50,107,4,22,PASS,PASS,False,False,9,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,8f07f3d8c905a3c5702481161e39edab654a4098377b0f136a28a97ebf471461,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,50,109,4,22,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,ec37cca15e6e5e55b84d00d36b20507576b02c026067750e0ac502234842b58d,1F9L_22_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,50,113,4,22,PASS,PASS,False,False,7,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,c890f81c48f8cdea8edc24c36ca8d6f783a6af75411b8634217ed48dc7330a99,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,79e8a2dda524953037f75530e5abbf9b513053d3fef66c90a0f3ce0779aa2376,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,b649fb0208a985f6d678bc0b9705f8aa7fc415e1c15e0110194da97f03ad87c1,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,dab62447ed6a5b9b9103d563f3f240c91678c5166b31ea0979043b723ab54269,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_113__noise_00,054966a15370d260e597c919161080702c9587838af1f6b51e64e05893ad414f,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,0,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_101__noise_00,decf6b3e2dcd78fea842a95a7477a45ce156e87451588ca167750ee673141680,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,1,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_103__noise_00,829704a266e2fb72f94f82d3ac8fc79441fbec92930685352fd2d21cd01c5f4f,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,1,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_107__noise_00,da14874213f4e80760430b711fc42c92d130c504d1686c3486c6459888405113,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,1,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,a4981ed71f257e3bccf6a320e4fdb76b9bddd581c6d0f45b90d63f2b98c93b30,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,7e64f9daaad0e6c3fc6a530606d1035ae895589cc5148b7a06efbb06a9f88902,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,3c54d40e794a1e946219ce3decd10edbc586b6e605fad14307c471a4aeb18305,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,ce6e92bbdf95dc3753a9490f057be5a39901a4c9b3d79f3ba31e97f11a2c8c7d,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,cb5566a47b181a7150f2ce5f13acbdcf5f08d27379165ba7c87cb48125b2fee2,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__1F9L_22_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,4062ff90dbce26023472b5b7c8302bf4e5a00ec80f1a724f5e02020db30d88ff,1F9L_22_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,22,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
