manifest_id,manifest_payload_sha256,rna_id,channel,density_percent,evidence_seed,item_count,sequence_length,crossing_status,minimum_loop_status,crossing_flag,minimum_loop_flag,minimum_pair_separation,validity_status,eligibility_status,reason
simulated_evidence_v1__2LQZ_27_hpbulge_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,ee9cb76587b3a32eba11e1f5ae0679d8c281cfdfad49869b15ac43e8f2770b8a,2LQZ_27_hpbulge_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,1,27,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LQZ_27_hpbulge_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,3a13c40a521c8a8550e77921b78263d149503f80933b51b4c333858fe30cdc12,2LQZ_27_hpbulge_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,2,27,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LQZ_27_hpbulge_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,41ea32379cfa9292d5869e135246b44286941c95bd1d1d06d31b207603c212f7,2LQZ_27_hpbulge_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,2,27,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LQZ_27_hpbulge_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,0eab0c5239fcc67a3518a2e2b79cd94321b61ccec5207c146d94deececcead2e,2LQZ_27_hpbulge_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,2,27,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LQZ_27_hpbulge_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,4e6d08ddb0522f29aae40b2644404be337cba65308f41bc0917b7d244735a84e,2LQZ_27_hpbulge_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,2,27,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LQZ_27_hpbulge_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,77b7ace3d464df1e88bde1930ac32b16bcd7190faa2be628c9731699920e8a1a,2LQZ_27_hpbulge_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,2,27,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LQZ_27_hpbulge_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,33c36ab1ade7c03c4e0102e566fe9af8f82780ee1ce743a9b796b39928e2b89e,2LQZ_27_hpbulge_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,6,27,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LQZ_27_hpbulge_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,6c7921028b05dbf69635c91afa1e01dc332629a38861b92d600b95b962ffe4db,2LQZ_27_hpbulge_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,6,27,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LQZ_27_hpbulge_nmr_A__unpaired_nucleotide_evidence__density_50__seed_107__noise_00,69edb134d60d4bae272109449838e35b93eb80c520e30f07e2094cecccc65a07,2LQZ_27_hpbulge_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,6,27,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LQZ_27_hpbulge_nmr_A__unpaired_nucleotide_evidence__density_50__seed_109__noise_00,4bdbb793f3638f82ed5b889c325505e7710821dcabb3440942835a8a2a0b8a48,2LQZ_27_hpbulge_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,6,27,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LQZ_27_hpbulge_nmr_A__unpaired_nucleotide_evidence__density_50__seed_113__noise_00,1e5c8446069a50bbbf44d25b8b48c803346e62172f82e8d60fe646a02a5c9e30,2LQZ_27_hpbulge_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,6,27,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_00__seed_101__noise_00,bba7f3817fb68bdf1896ca94b776c7ffc5e60772e32d86716b87471d8fdcc512,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,0,101,0,49,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_00__seed_103__noise_00,771ba5d5e6d76c1d9335bdffaecf6d4e1165007805848c3fd56a25cd8d6b9f2e,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,0,103,0,49,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_00__seed_107__noise_00,46a1fa8784c39a3c9f1c9f36efd7bd9c5bb64acfb1fe263f45417f689de2e79c,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,0,107,0,49,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_00__seed_109__noise_00,5449014e2818112178e9a6d0e4923409584aee98eaff91bc510c36634e9a57fb,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,0,109,0,49,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,f4de28c3351af88a508bd1789b17956628e4be56c67cd358dfea6e08039aa71a,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,0,113,0,49,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,3e2ad47fc608ab02aee205467d29c00bd7709b4e385ca61d295042e2039da976,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,1,101,1,49,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,e4aa75b4ec82f1985b770e9cf4848fbb5483da5c097b6b9ea697e44da1abbe23,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,1,103,1,49,PASS,PASS,False,False,29,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,43edfff2bd0ed8ce006e882e5f602fef31fe591115e3b586e94938bc59fbae5e,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,1,107,1,49,PASS,PASS,False,False,11,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,6a69af305318f84086ce552add9a6d3146c57fed0041fd7095a0a71a5ecc3357,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,1,109,1,49,PASS,PASS,False,False,11,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,70cf53b39a3033b5c0faff3584ae5710ded9b45282fcb7da6697b00cb3110dba,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,1,113,1,49,PASS,PASS,False,False,7,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,b0aa06429c98ed23d41e7d8d89a7f7c2c88f7a6eeb86276aec7dab4f25bd8f7f,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,5,101,1,49,PASS,PASS,False,False,31,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,a80aff99699b23cdadbe88cfb3c05bc43c6aba0982745ee67177c9414a5c8d3a,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,5,103,1,49,PASS,PASS,False,False,42,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_05__seed_107__noise_00,88969a884f567fa8adffa718d7570fb832118877bb3971e7a78074483cf41d4d,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,5,107,1,49,PASS,PASS,False,False,11,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_05__seed_109__noise_00,8bfaaab0a9fc4b5b7f2dedd1c8910bd249b08cfe5e14441f43f23717f0837bbf,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,5,109,1,49,PASS,PASS,False,False,7,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_05__seed_113__noise_00,3ee88c82da7c7acdb4dd06800f3508fe2a526e377c2aa466c43f36cfcc7d0720,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,5,113,1,49,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,b592f70e929d0f1d7a6a83f90d7c7323b57ffaeead1287b2d91cb6979c4aeb09,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,10,101,2,49,PASS,PASS,False,False,7,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_10__seed_103__noise_00,92a48b2ed68be3cea07341307c5e71d706ce2b29ebc2e0d7eafecfeb524b4af1,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,10,103,2,49,PASS,PASS,False,False,13,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_10__seed_107__noise_00,7ef3329728166b147d1529ad9cfd623fbd2f8c2d94b458d2baf41f2b2bdfb9a8,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,10,107,2,49,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,17adea32a58725b95da752e8503e12df94f61cfa6dc9152f0f0a5e05b96fe2b9,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,10,109,2,49,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_10__seed_113__noise_00,873d417e55ef1714665c788988e1d39c6889501b80492c44e3bae2932dfa83c9,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,10,113,2,49,PASS,PASS,False,False,9,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_20__seed_101__noise_00,05c21a1081050b9779452790678bff25ada0122e4304bcd23bb1bd778d3df669,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,20,101,3,49,PASS,PASS,False,False,7,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_20__seed_103__noise_00,e266ce61ff2b435766e7e5e333585377ff432898fa3c180bcc1f50301279ae40,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,20,103,3,49,PASS,PASS,False,False,13,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_20__seed_107__noise_00,187f0b5f989f11c0ec0b03417ccfd298995c5aeca36e559b60865e65289358b4,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,20,107,3,49,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_20__seed_109__noise_00,5601f8bc0f717052d90400e54a825769a14dfc5f3ac0bcadb8802a8a302e29f9,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,20,109,3,49,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_20__seed_113__noise_00,edd85d2cfd09fec7a1170c14b03306eac96cb3ff51442225f172ad87fdf7cbcb,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,20,113,3,49,PASS,PASS,False,False,31,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,f2df5c9a18b7d0871c18838bec718a238a20903ccf6321f0a7e3c449a867f411,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,50,101,8,49,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,092c00221fa1c99277760b1598a58a0cb7e07de1ec2e25f1e9ca5bbd6392dd28,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,50,103,8,49,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,dc6b769fe21f7e2e6c4d02e630fcd2086fb8a4ac15dd4c661847bde7d4023a69,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,50,107,8,49,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,7ae16ca7e0a755cb2c297e1bdc7daefe45e4543839351d2711090992f0760409,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,50,109,8,49,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,6d65c0dbed53556bd78e4350cb78710af85b54d2185716b8fc57d54cfc303d78,2LU0_49_3wj_nmr_A,POSITIVE_PAIR_EVIDENCE,50,113,8,49,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,194fff023ac42227ebef793e7a222a3cf359d1872836cd64eae8921dad52d201,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,60edff1641dd1f325e16fd2203ac1157df7d91ce64abb99bbd6f968de10c71cc,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,bb518e3d2060e63d05cdfd42677c2b52b660a157e23342acfded417b15ea8006,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,21ecdbfb7073ebcad20b3a227f2bafab6b13fdfcea2c21a90a4072f175bfbcef,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_00__seed_113__noise_00,813548283f36b860b762c8a38a9e7ecd4c3f8d0c0c97d89511eb0e3a9b6d034e,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,0,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_01__seed_101__noise_00,2ff247c9661c50e3a0e8378defcc55993d65838f74abbc96960eb70db423da6c,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,1,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_01__seed_103__noise_00,69508a5b51dd8a86943681f14da6d962f29d457d4a030fc012c562708a228a5e,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,1,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_01__seed_107__noise_00,6817f0bee9fd517e0af9d968e00cfa02e13b4197e4216e280f789c71af66c1fc,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,1,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,99b49179e9224e24b40827cee846a75dcd038a92a2738fc6b4d942c2df68068f,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,ee420d4fa07dc7c4921dbce1a88021a3963d8d2984d862dc6ae2feaa2f22e86d,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,6fa39797490e9cb70cdeb03ddfa504ead5df5af2702608b820e76891c1036da6,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,4d8c5e54b25e92e31531226aa214b88edddf048349e899227e417abb290b9c0f,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,12a244e0dc0cbc6a8fd3fed52acc9128032c2d58e38201bb81bdff8f5f77d88e,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,95f250d47b46aa6029f59c8d97b21b0e4d383f82a24cd418a9cc6837a9ef3b3f,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,3bbe5e02a485fbd0176ef08b4df44b30394fef062d4f40a6a5bc1eede5e188d3,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,60866bb173ef705e6732bffc7b1a144eaaa74dcd48aa7f6803a99356a6a36f27,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,2,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,fe3e8a6b7375c8ad7d442fa0280d12d4149f64b87841ba260c1bd6217ac1a051,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,2,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,6da5ec308cc7e3148d7e96e5f58c143c38c53778a6412aaf8bfc1bdfd0c74e74,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,2,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,e7547ae9c21e177453a28db91691ebfc200bfdfbb98baaf1405c3c241fe65c3e,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,2,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,afa1da801869ca7ee506be0dd37e1a208e1d793561d0fccf4d65dddca10bd568,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,2,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,2acfff324cbb574b0a683d16d0e086235b018059a24f5c2ae5d6e668532a06c9,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,3,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,1be21584a2b884ee175b1007d3a1491ffe61fd2aba783eea79080d43c6cb8597,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,3,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,9864f5f9b4d4b92cd2340acdcf56d28a5d2ee204253d93cdf29e2ae65ee452fa,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,3,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,b4e601737265e0f68c3e9bdd9d1ee4d92b9b3844768b63abfd08b2ec74b70080,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,3,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__2LU0_49_3wj_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,ab8ef98b4fdaf11a38a90a259bb5ce658523cda46d6a3884b09b14399382789e,2LU0_49_3wj_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,3,49,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
