condition,scope,source_model,fold,seed,deployable,macro_delta_f1,micro_delta_f1,modification_precision,delete_recall,correct_pair_preservation,modified_pair_count,modified_rna_count,eligible_rna_count,beneficial_edit_count,harmful_edit_count,original_tp_count,original_fp_count,original_fn_count,tp_after_count,fp_after_count,fn_after_count
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,3,67,True,0.0025320257700945834,0.005670259273687361,0.75,0.3157894736842105,0.9929577464788732,8,3,24,6,2,284,19,25,282,13,27
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,3,67,True,0.05207068239833098,0.08263990295837875,0.9696969696969697,0.7529411764705882,0.9923954372623575,66,21,24,64,2,263,85,46,261,21,48
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,4,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,4,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,4,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,4,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,4,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,4,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,4,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,4,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,4,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,0,17,True,0.0,0.0,,0.0,1.0,0,0,25,0,0,309,36,23,309,36,23
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,0,17,True,0.0026204262470399487,0.0026565464895635937,1.0,0.047619047619047616,1.0,2,2,25,2,0,308,42,24,308,40,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,17,True,0.05698860619962627,0.0650255965694495,0.9310344827586207,0.7605633802816901,0.9873417721518988,58,19,25,54,4,316,71,16,312,17,20
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,0,29,True,-0.005067241454197977,-0.01165320761726174,0.1111111111111111,0.027777777777777776,0.9741100323624595,9,4,25,1,8,309,36,23,301,35,31
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,0,29,True,-0.001159458885318947,-0.007703418391911354,0.3333333333333333,0.09523809523809523,0.974025974025974,12,6,25,4,8,308,42,24,300,38,32
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,29,True,0.048930417136149186,0.059715890073199995,0.96,0.676056338028169,0.9936708860759493,50,18,25,48,2,316,71,16,314,23,18
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,0,41,True,-0.001028292562391897,-0.003221182778051279,0.0,0.0,0.9935275080906149,2,2,25,0,2,309,36,23,307,36,25
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,0,41,True,0.002879490006487133,0.000762376709391499,0.6,0.07142857142857142,0.9935064935064936,5,5,25,3,2,308,42,24,306,39,26
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,41,True,0.05030138487808467,0.06129989828327076,0.9795918367346939,0.676056338028169,0.9968354430379747,49,18,25,48,1,316,71,16,315,23,17
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,0,53,True,-0.007948477409646824,-0.015260450961897876,0.15384615384615385,0.05555555555555555,0.9644012944983819,13,5,25,2,11,309,36,23,298,34,34
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,0,53,True,-0.005328051162606875,-0.012671083812932249,0.26666666666666666,0.09523809523809523,0.9642857142857143,15,6,25,4,11,308,42,24,297,38,35
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,53,True,0.04993163697892501,0.05989855922594922,0.9791666666666666,0.6619718309859155,0.9968354430379747,48,18,25,47,1,316,71,16,315,24,17
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,0,67,True,-0.00631631515482447,-0.01390661934584081,0.21428571428571427,0.08333333333333333,0.9644012944983819,14,4,25,3,11,309,36,23,298,33,34
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,0,67,True,-0.0019982761756890313,-0.008647493198600809,0.3888888888888889,0.16666666666666666,0.9642857142857143,18,7,25,7,11,308,42,24,297,35,35
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,67,True,0.048930417136149186,0.059715890073199995,0.96,0.676056338028169,0.9936708860759493,50,18,25,48,2,316,71,16,314,23,18
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,3,17,True,-0.0008768746976294169,-0.0017386171554291119,0.0,0.0,0.9965156794425087,1,1,24,0,1,287,15,22,286,15,23
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,3,17,True,-0.005720452660475249,-0.006048190420446797,0.3333333333333333,0.15789473684210525,0.9788732394366197,9,5,24,3,6,284,19,25,278,16,31
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,17,True,0.03760416694803124,0.06895638938521609,0.9491525423728814,0.6588235294117647,0.9885931558935361,59,18,24,56,3,263,85,46,260,29,49
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,3,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,3,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,284,19,25,284,19,25
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,263,85,46,263,85,46
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,3,41,True,-0.0008768746976294169,-0.0017386171554291119,0.0,0.0,0.9965156794425087,1,1,24,0,1,287,15,22,286,15,23
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,3,41,True,-0.005583367523390115,-0.006307570171718235,0.36363636363636365,0.21052631578947367,0.9753521126760564,11,7,24,4,7,284,19,25,277,15,32
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,41,True,0.040256858459418406,0.0748120474147872,0.9523809523809523,0.7058823529411765,0.9885931558935361,63,18,24,60,3,263,85,46,260,25,49
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,284,19,25,284,19,25
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,263,85,46,263,85,46
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,3,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,3,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,284,19,25,284,19,25
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,263,85,46,263,85,46
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,4,17,True,0.00047274387063119444,0.0014461538461538748,1.0,0.02631578947368421,1.0,1,1,24,1,0,282,38,23,282,37,23
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,4,17,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,41,24,281,37,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,17,True,0.06426734785077091,0.06121839921443284,0.9782608695652174,0.625,0.9965635738831615,46,22,24,45,1,291,72,14,290,27,15
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,4,29,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,4,29,True,0.003160225442834142,0.004309287204024015,1.0,0.07317073170731707,1.0,3,2,24,3,0,281,41,24,281,38,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,29,True,0.06693595437077121,0.06271997068664603,0.9787234042553191,0.6388888888888888,0.9965635738831615,47,21,24,46,1,291,72,14,290,26,15
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,4,41,True,0.00047274387063119444,0.0014461538461538748,1.0,0.02631578947368421,1.0,1,1,24,1,0,282,38,23,282,37,23
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,4,41,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,41,24,281,37,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,41,True,0.062318030111979485,0.059721648196384036,0.9777777777777777,0.6111111111111112,0.9965635738831615,45,22,24,44,1,291,72,14,290,28,15
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,4,53,True,-0.0012299229387189674,-0.0020784565916398545,0.3333333333333333,0.02631578947368421,0.9929078014184397,3,2,24,1,2,282,38,23,280,37,25
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,4,53,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,41,24,281,37,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,53,True,0.06736877520198988,0.061000579486188866,0.9583333333333334,0.6388888888888888,0.993127147766323,48,21,24,46,2,291,72,14,289,26,16
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,4,67,True,-0.00023148148148148065,-0.0003133226324237848,0.5,0.02631578947368421,0.9964539007092199,2,1,24,1,1,282,38,23,281,37,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,4,67,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,41,24,281,37,24
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,67,True,0.06573800275219836,0.06293192106957834,1.0,0.625,1.0,45,21,24,45,0,291,72,14,291,27,14
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,0,17,True,0.0036005521187009435,0.005082318291407151,0.631578947368421,0.3333333333333333,0.9773462783171522,19,8,25,12,7,309,36,23,302,24,30
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,0,17,True,0.007778288852270974,0.010279504625777092,0.6956521739130435,0.38095238095238093,0.9772727272727273,23,9,25,16,7,308,42,24,301,26,31
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,17,True,0.05965745839599899,0.06995033976953313,1.0,0.7464788732394366,1.0,53,20,25,53,0,316,71,16,316,18,16
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,0,29,True,0.0021055904879434275,0.003316852262977732,0.6666666666666666,0.16666666666666666,0.9902912621359223,9,5,25,6,3,309,36,23,306,30,26
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,0,29,True,0.007031009987345045,0.008582863204590452,0.7692307692307693,0.23809523809523808,0.9902597402597403,13,8,25,10,3,308,42,24,305,32,27
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,29,True,0.0659265636648115,0.0741027523939578,0.9827586206896551,0.8028169014084507,0.9968354430379747,58,21,25,57,1,316,71,16,315,14,17
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,0,41,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,309,36,23,309,36,23
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,0,41,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,308,42,24,308,42,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,41,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,316,71,16,316,71,16
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,0,53,True,-0.0021940476697069043,6.210050523192123e-05,0.5454545454545454,0.16666666666666666,0.9838187702265372,11,6,25,6,5,309,36,23,304,30,28
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,0,53,True,0.0023276835639374836,0.003959822290902082,0.6428571428571429,0.21428571428571427,0.9837662337662337,14,8,25,9,5,308,42,24,303,33,29
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,53,True,0.06585281574680495,0.07280861973624675,1.0,0.7746478873239436,1.0,55,20,25,55,0,316,71,16,316,16,16
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,0,67,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,309,36,23,309,36,23
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,0,67,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,308,42,24,308,42,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,67,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,316,71,16,316,71,16
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,3,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,3,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,284,19,25,284,19,25
