condition,scope,source_model,fold,seed,deployable,macro_delta_f1,micro_delta_f1,modification_precision,delete_recall,correct_pair_preservation,modified_pair_count,modified_rna_count,eligible_rna_count,beneficial_edit_count,harmful_edit_count,original_tp_count,original_fp_count,original_fn_count,tp_after_count,fp_after_count,fn_after_count
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,rnafold,3,67,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,petfold,3,67,True,0.001992394179894182,0.003042965820207799,1.0,0.10526315789473684,1.0,2,2,24,2,0,284,19,25,284,17,25
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,trrosettarna2_native_ss,3,67,True,0.03942148828075113,0.07459915868276368,1.0,0.6588235294117647,1.0,56,16,24,56,0,263,85,46,263,29,46
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,rnafold,4,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,petfold,4,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,trrosettarna2_native_ss,4,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,rnafold,4,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,petfold,4,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,trrosettarna2_native_ss,4,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,rnafold,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,petfold,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,trrosettarna2_native_ss,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,rnafold,4,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,petfold,4,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,trrosettarna2_native_ss,4,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,rnafold,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,petfold,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2A_CROSS_SOURCE_AGNOSTIC_GLOBAL,source,trrosettarna2_native_ss,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,0,17,True,-0.007109165628347216,-0.016610210903921563,0.08333333333333333,0.027777777777777776,0.9644012944983819,12,4,25,1,11,309,36,23,298,35,34
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,0,17,True,-0.003035424723117206,-0.011987135756748812,0.35,0.16666666666666666,0.9577922077922078,20,8,25,7,13,308,42,24,295,35,37
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,0,17,True,0.0553512465316299,0.06325063094216465,0.9016393442622951,0.7746478873239436,0.9810126582278481,61,20,25,55,6,316,71,16,310,16,22
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,0,29,True,-0.0004649122807017569,-0.0016082088573851072,0.0,0.0,0.9967637540453075,1,1,25,0,1,309,36,23,308,36,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,0,29,True,0.0017559450447010817,-0.0008589425462874889,0.5,0.07142857142857142,0.9902597402597403,6,5,25,3,3,308,42,24,305,39,27
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,0,29,True,0.05395002497928644,0.06253062620289296,0.9615384615384616,0.704225352112676,0.9936708860759493,52,19,25,50,2,316,71,16,314,21,18
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,0,41,True,-0.0004649122807017569,-0.0016082088573851072,0.0,0.0,0.9967637540453075,1,1,25,0,1,309,36,23,308,36,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,0,41,True,0.0005378527921260679,-0.0038175224279441977,0.3333333333333333,0.047619047619047616,0.987012987012987,6,4,25,2,4,308,42,24,304,40,28
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,0,41,True,0.05146064969428872,0.06253062620289296,0.9615384615384616,0.704225352112676,0.9936708860759493,52,18,25,50,2,316,71,16,314,21,18
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,0,53,True,-0.003619749815401989,-0.008659195641213868,0.2222222222222222,0.05555555555555555,0.9773462783171522,9,3,25,2,7,309,36,23,302,34,30
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,0,53,True,-0.0006167292613312414,-0.008647493198600809,0.3888888888888889,0.16666666666666666,0.9642857142857143,18,8,25,7,11,308,42,24,297,35,35
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,0,53,True,0.05951536457751848,0.06964187420426993,0.9649122807017544,0.7746478873239436,0.9936708860759493,57,19,25,55,2,316,71,16,314,16,18
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,0,67,True,-0.0027152178058680886,-0.006461510773208445,0.0,0.0,0.9870550161812298,4,3,25,0,4,309,36,23,305,36,27
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,0,67,True,-9.479155882814006e-05,-0.0038175224279441977,0.3333333333333333,0.047619047619047616,0.987012987012987,6,5,25,2,4,308,42,24,304,40,28
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,0,67,True,0.05606971267431945,0.06710917525172189,1.0,0.7183098591549296,1.0,51,19,25,51,0,316,71,16,316,20,16
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,2,29,True,-0.004822024928044309,-0.004051429554785324,0.5,0.08163265306122448,0.9772727272727273,16,5,24,8,8,352,98,108,344,90,116
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,2,29,True,-0.0014220471391466506,0.0009087777309944034,0.6363636363636364,0.13592233009708737,0.9770114942528736,22,7,24,14,8,348,103,112,340,89,120
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,2,29,True,0.07227739878771859,0.09653389322739658,0.96,0.7947019867549668,0.9855072463768116,125,21,24,120,5,345,151,115,340,31,120
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,2,41,True,0.0012313526701824538,0.005507921601151322,0.8888888888888888,0.08163265306122448,0.9971590909090909,9,2,24,8,1,352,98,108,351,90,109
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,2,41,True,0.0027118748096103588,0.006441120902543562,0.7777777777777778,0.13592233009708737,0.9885057471264368,18,6,24,14,4,348,103,112,344,89,116
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,2,41,True,0.06129425717025092,0.08584362794303269,0.956140350877193,0.7218543046357616,0.9855072463768116,114,20,24,109,5,345,151,115,340,42,120
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,3,17,True,-0.008917014324778849,-0.010517915353505214,0.0,0.0,0.9790940766550522,6,6,24,0,6,287,15,22,281,15,28
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,3,17,True,-0.003916700856723447,-0.004516535296289037,0.4,0.21052631578947367,0.9788732394366197,10,6,24,4,6,284,19,25,278,15,31
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,3,17,True,0.0510405636644079,0.0848612574639972,0.9444444444444444,0.8,0.9847908745247148,72,20,24,68,4,263,85,46,259,17,50
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,3,29,True,-0.006855191950456478,-0.006988839965810678,0.0,0.0,0.9860627177700348,4,4,24,0,4,287,15,22,283,15,26
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,3,29,True,-0.007704579644602236,-0.007838794432501683,0.3,0.15789473684210525,0.9753521126760564,10,6,24,3,7,284,19,25,277,16,32
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,3,29,True,0.05098920978952461,0.08637747336377477,0.9452054794520548,0.8117647058823529,0.9847908745247148,73,21,24,69,4,263,85,46,259,16,50
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,3,41,True,-0.0008768746976294169,-0.0017386171554291119,0.0,0.0,0.9965156794425087,1,1,24,0,1,287,15,22,286,15,23
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,3,41,True,-0.003269472268318386,-0.004263515560749664,0.375,0.15789473684210525,0.9823943661971831,8,4,24,3,5,284,19,25,279,16,30
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,3,41,True,0.05072310334694758,0.08525147863786409,0.9571428571428572,0.788235294117647,0.9885931558935361,70,20,24,67,3,263,85,46,260,18,49
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,3,53,True,-0.0038568661833680296,-0.005233008872426503,0.0,0.0,0.9895470383275261,3,3,24,0,3,287,15,22,284,15,25
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,3,53,True,-0.004706253877513787,-0.006048190420446797,0.3333333333333333,0.15789473684210525,0.9788732394366197,9,5,24,3,6,284,19,25,278,16,31
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,3,53,True,0.04917989347040438,0.0833502163625125,0.9436619718309859,0.788235294117647,0.9847908745247148,71,20,24,67,4,263,85,46,259,18,50
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,3,67,True,-0.0040772815438696,-0.005233008872426503,0.0,0.0,0.9895470383275261,3,3,24,0,3,287,15,22,284,15,25
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,3,67,True,-0.002902502073761984,-0.004516535296289037,0.4,0.21052631578947367,0.9788732394366197,10,6,24,4,6,284,19,25,278,15,31
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,3,67,True,0.05171516683901108,0.08525147863786409,0.9571428571428572,0.788235294117647,0.9885931558935361,70,20,24,67,3,263,85,46,260,18,49
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,4,17,True,-0.0012299229387189674,-0.0020784565916398545,0.3333333333333333,0.02631578947368421,0.9929078014184397,3,2,24,1,2,282,38,23,280,37,25
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,4,17,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,41,24,281,37,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,4,17,True,0.06581055772731413,0.06271997068664603,0.9787234042553191,0.6388888888888888,0.9965635738831615,47,22,24,46,1,291,72,14,290,26,15
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,4,29,True,0.00047274387063119444,0.0014461538461538748,1.0,0.02631578947368421,1.0,1,1,24,1,0,282,38,23,282,37,23
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,4,29,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,41,24,281,37,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,4,29,True,0.06483023223658473,0.06271997068664603,0.9787234042553191,0.6388888888888888,0.9965635738831615,47,22,24,46,1,291,72,14,290,26,15
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,4,53,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,4,53,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,41,24,281,37,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,4,53,True,0.0674149893363057,0.06422638593780172,0.9791666666666666,0.6527777777777778,0.9965635738831615,48,22,24,47,1,291,72,14,290,25,15
V2A_BASE_SOURCE_AWARE_GLOBAL,source,rnafold,4,67,True,0.00047274387063119444,0.0014461538461538748,1.0,0.02631578947368421,1.0,1,1,24,1,0,282,38,23,282,37,23
V2A_BASE_SOURCE_AWARE_GLOBAL,source,petfold,4,67,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,41,24,281,37,24
V2A_BASE_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,4,67,True,0.06736565398219625,0.0657376684434039,0.9795918367346939,0.6666666666666666,0.9965635738831615,49,22,24,48,1,291,72,14,290,24,15
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,0,17,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,309,36,23,309,36,23
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,0,17,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,308,42,24,308,42,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,0,17,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,316,71,16,316,71,16
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,0,29,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,309,36,23,309,36,23
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,0,29,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,308,42,24,308,42,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,0,29,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,316,71,16,316,71,16
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,0,41,True,-0.0006391328194397294,0.0005820234132145607,0.5714285714285714,0.1111111111111111,0.9902912621359223,7,4,25,4,3,309,36,23,306,32,26
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,0,41,True,0.00423079678465506,0.005593326582766789,0.6923076923076923,0.21428571428571427,0.987012987012987,13,7,25,9,4,308,42,24,304,33,28
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,0,41,True,0.057897534914411235,0.06694733676653009,0.9811320754716981,0.7323943661971831,0.9968354430379747,53,20,25,52,1,316,71,16,315,19,17
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,0,53,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,309,36,23,309,36,23
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,0,53,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,308,42,24,308,42,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,0,53,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,316,71,16,316,71,16
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,0,67,True,0.005472950457807099,0.00907110951424095,0.8181818181818182,0.25,0.9935275080906149,11,6,25,9,2,309,36,23,307,27,25
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,0,67,True,0.007098536663567372,0.010207029369282639,0.8333333333333334,0.23809523809523808,0.9935064935064936,12,7,25,10,2,308,42,24,306,32,26
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,0,67,True,0.06508732264939265,0.07280861973624675,1.0,0.7746478873239436,1.0,55,20,25,55,0,316,71,16,316,16,16
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,2,67,True,0.002216595929701357,0.006752667622232811,0.8461538461538461,0.11224489795918367,0.9943181818181818,13,6,24,11,2,352,98,108,350,87,110
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,2,67,True,0.006707483192449147,0.008325819350791908,0.8666666666666667,0.1262135922330097,0.9942528735632183,15,7,24,13,2,348,103,112,346,90,114
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,2,67,True,0.053797339610824474,0.08321162192364673,0.8609271523178808,0.8609271523178808,0.9391304347826087,151,21,24,130,21,345,151,115,324,21,136
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,3,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,3,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,284,19,25,284,19,25
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,3,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,263,85,46,263,85,46
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,3,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,3,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,284,19,25,284,19,25
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,3,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,263,85,46,263,85,46
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,3,41,True,0.004027447170978166,0.007751184283731227,1.0,0.3333333333333333,1.0,5,2,24,5,0,287,15,22,287,10,22
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,3,41,True,0.006916699124170214,0.01033136493643494,0.8181818181818182,0.47368421052631576,0.9929577464788732,11,5,24,9,2,284,19,25,282,10,27
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,3,41,True,0.059941026627370865,0.09206578868897142,0.9857142857142858,0.8117647058823529,0.9961977186311787,70,21,24,69,1,263,85,46,262,16,47
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,petfold,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,284,19,25,284,19,25
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,trrosettarna2_native_ss,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,263,85,46,263,85,46
V2A_CROSS_SOURCE_AWARE_GLOBAL,source,rnafold,3,67,True,0.002426806914875725,0.004635412180205023,1.0,0.2,1.0,3,2,24,3,0,287,15,22,287,12,22
