condition,scope,source_model,fold,seed,deployable,deployment_status,global_or_source_thresholds,macro_delta_f1,micro_delta_f1,modification_precision,delete_recall,correct_pair_preservation,modified_pair_count,modified_rna_count,eligible_rna_count,beneficial_edit_count,harmful_edit_count,original_tp_count,original_fp_count,original_fn_count,tp_after_count,fp_after_count,fn_after_count
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,2,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,2,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,3,17,True,APPLY_THRESHOLD,"{""petfold"": 0.8, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.95}",0.01033561319664219,0.02276043563565444,0.855072463768116,0.4957983193277311,0.988009592326139,69,24,72,59,10,834,119,93,824,60,103
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,3,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,3,41,True,APPLY_THRESHOLD,"{""petfold"": 0.8, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.95}",0.011265538746132958,0.02467731478752877,0.8533333333333334,0.5378151260504201,0.986810551558753,75,26,72,64,11,834,119,93,823,55,104
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,3,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,3,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,4,17,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.02280597183597385,0.02320425361155698,0.9803921568627451,0.33112582781456956,0.9988290398126464,51,26,72,50,1,854,151,61,853,101,62
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,4,29,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.02336539327120178,0.02271613190730848,0.98,0.32450331125827814,0.9988290398126464,50,23,72,49,1,854,151,61,853,102,62
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,4,41,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.02215619925637671,0.02271613190730848,0.98,0.32450331125827814,0.9988290398126464,50,26,72,49,1,854,151,61,853,102,62
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,4,53,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.023272225349930113,0.021944816800715028,0.9272727272727272,0.33774834437086093,0.9953161592505855,55,26,72,51,4,854,151,61,850,100,65
V2B_BASE_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,4,67,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.023061448352412108,0.02320425361155698,0.9803921568627451,0.33112582781456956,0.9988290398126464,51,25,72,50,1,854,151,61,853,101,62
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,0,17,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.95}",0.02367876645565697,0.028899641175205715,0.8526315789473684,0.5436241610738255,0.984994640943194,95,37,75,81,14,933,149,63,919,68,77
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,0,29,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.02502105471336666,0.028948101132894144,0.9125,0.4899328859060403,0.992497320471597,80,34,75,73,7,933,149,63,926,76,70
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,0,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,75,0,0,933,149,63,933,149,63
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,0,53,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.021995483880345175,0.02594509812989121,0.875,0.4697986577181208,0.9892818863879957,80,34,75,70,10,933,149,63,923,79,73
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,0,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,75,0,0,933,149,63,933,149,63
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,1,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,1,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,1,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,1,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,1,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,2,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,2,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,2,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,2,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,2,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,3,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,3,29,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.015300564218273804,0.028973234183302443,0.9545454545454546,0.5294117647058824,0.9964028776978417,66,22,72,63,3,834,119,93,831,56,96
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,3,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,3,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,3,67,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.015254547513760371,0.030672293534962813,0.9846153846153847,0.5378151260504201,0.9988009592326139,65,20,72,64,1,834,119,93,833,55,94
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,4,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,4,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,4,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,4,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,pooled,ALL,4,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,0,17,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.9}",0.01712536849881865,0.016306888491681493,0.7469879518072289,0.4161073825503356,0.977491961414791,83,29,75,62,21,933,149,63,912,87,84
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,0,29,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.01841368591442859,0.020297548648760655,0.8983050847457628,0.35570469798657717,0.9935691318327974,59,25,75,53,6,933,149,63,927,96,69
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,0,41,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.95}",0.014455491929379581,0.014213848566228093,0.7176470588235294,0.40939597315436244,0.9742765273311897,85,29,75,61,24,933,149,63,909,88,87
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,0,53,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.9}",0.0193196396680435,0.01956240359127459,0.8051948051948052,0.4161073825503356,0.9839228295819936,77,28,75,62,15,933,149,63,918,87,78
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,0,67,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.017753234436541074,0.019224942178203253,0.8688524590163934,0.35570469798657717,0.9914255091103966,61,27,75,53,8,933,149,63,925,96,71
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,1,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,1,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,1,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,1,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,1,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,2,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,2,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,2,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,2,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,2,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,3,17,True,APPLY_THRESHOLD,"{""petfold"": 0.85, ""rnafold"": 0.85, ""trrosettarna2_native_ss"": 0.95}",0.00881035992861754,0.02175596854558759,0.8076923076923077,0.5294117647058824,0.9820143884892086,78,30,72,63,15,834,119,93,819,56,108
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,3,29,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.85, ""trrosettarna2_native_ss"": 0.9}",0.012397783692433533,0.025182808888050245,0.8552631578947368,0.5462184873949579,0.986810551558753,76,26,72,65,11,834,119,93,823,54,104
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,3,41,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.95}",0.011959301518752023,0.024563090853644276,0.8939393939393939,0.4957983193277311,0.9916067146282974,66,21,72,59,7,834,119,93,827,60,100
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,3,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,3,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,4,17,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.9}",0.02243622658549444,0.02184983896940429,0.9122807017543859,0.3443708609271523,0.9941451990632318,57,27,72,52,5,854,151,61,849,99,66
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,4,29,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.9}",0.023624363607934098,0.024487558181167213,0.9482758620689655,0.36423841059602646,0.9964871194379391,58,26,72,55,3,854,151,61,851,96,64
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,4,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,4,53,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.9}",0.024603919018184088,0.024487558181167213,0.9482758620689655,0.36423841059602646,0.9964871194379391,58,25,72,55,3,854,151,61,851,96,64
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,4,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,0,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,75,0,0,933,149,63,933,149,63
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,0,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,75,0,0,933,149,63,933,149,63
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,0,41,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.020496399626542188,0.024714441038884982,0.8904109589041096,0.436241610738255,0.9914255091103966,73,31,75,65,8,933,149,63,925,84,71
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,0,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,75,0,0,933,149,63,933,149,63
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,0,67,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.025886269923589042,0.031021174205967283,0.9487179487179487,0.4966442953020134,0.9957127545551983,78,33,75,74,4,933,149,63,929,75,67
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,1,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,1,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,1,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,1,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,1,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,2,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,2,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,2,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,2,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,1045,352,335,1045,352,335
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,2,67,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.020907139577658326,0.03260866853342492,0.8603351955307262,0.4375,0.9760765550239234,179,34,72,154,25,1045,352,335,1020,198,360
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,3,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,3,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,3,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,3,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,834,119,93,834,119,93
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,3,67,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.01900983836110043,0.03345370009794546,0.948051948051948,0.6134453781512605,0.9952038369304557,77,26,72,73,4,834,119,93,830,46,97
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,4,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,4,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,4,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,4,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,pooled,ALL,4,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,854,151,61,854,151,61
