epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.35631645591215755,0.2953378343637326,0.8353335213413181
1,0.12137136387041096,0.3999938601452115,0.8270783555597268
2,0.07259472972715522,0.5218749481433888,0.8133863208706559
3,0.05260005065947433,0.5675815377763797,0.8161893409106167
4,0.04432285738640091,0.6297494603553649,0.8074039064110821
5,0.037652360107960886,0.6846998373556176,0.8031299588269981
6,0.036626643371217106,0.7452670477346038,0.7989264343827899
7,0.03410178093902783,0.7229470742860051,0.7996130566863349
8,0.032147478941076196,0.7279741488227405,0.7852346264738782
9,0.02711295198716747,0.7961620736043635,0.7789861725137753
10,0.027657229170676263,0.8108103676695723,0.7729778475961944
11,0.027396152205934193,0.9187978535312591,0.8088239354801713
12,0.024842207943703853,0.9168828992619332,0.8051479056435976
