epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.27629743734356565,0.291147488020746,0.8203789102074819
1,0.07126075739504306,0.45921525478818864,0.8231513094257782
2,0.03743447432328698,0.5495243447140215,0.8372547147647862
3,0.022148585615959237,0.6699600737993697,0.8316259572736984
4,0.01749315707892039,0.740373509929332,0.8340510127696031
5,0.014302345902676006,0.8177245729903084,0.8201051776571792
6,0.014353838071037439,0.8197193413678069,0.8394991209158194
7,0.011136198502435895,0.9773761536538927,0.8279274189710563
8,0.008407656862955042,1.0310111573598166,0.8328635609127805
9,0.008104443837694958,0.9608501153788158,0.8418220749168241
10,0.013343800374154417,0.983422394686632,0.833220549632981
11,0.005493936337173545,1.1208417593763298,0.8295810822102819
12,0.005667970076080154,1.1303764648352688,0.8272335643476716
