epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.2981990890149388,0.31871334480535735,0.8091565517335708
1,0.07587228090407477,0.47913763930277653,0.8070569258556185
2,0.031864070938283626,0.6724881603253384,0.8025935394425904
3,0.01919126170153012,0.7824368256469767,0.7875728975557614
4,0.013746005776760162,0.8880459751122618,0.7884304867941635
5,0.013008742299877134,0.9973793535731822,0.7920127571129256
6,0.009772628786082121,1.0849647961046849,0.787450859807784
7,0.012598447985094692,1.125133922225266,0.78061416777167
8,0.012798743921840865,1.2032389173938822,0.7788902707343475
9,0.007488430428759351,1.2772715285883907,0.7871214017946968
10,0.006977948227971593,1.3683506200174127,0.7981553801065969
11,0.0053739227595014085,1.4625178072275278,0.7904555857309188
12,0.014320286759365048,1.3461873019717012,0.7813963619001295
