epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.3182076252320138,0.31138975506654776,0.8170004201095725
1,0.1062135425703723,0.4966366016349152,0.793206377759052
2,0.051300026743817013,0.6194237264892996,0.7694324133342421
3,0.034009056808050574,0.782297277080171,0.7617715806990493
4,0.024039536683547014,0.8955964037518402,0.7567949578838457
5,0.026275443853516014,0.9039684827872125,0.753219538804227
6,0.019937594462724244,0.9681878052881331,0.7396801664357479
7,0.016363457677399173,1.0791306418933,0.7559311751950962
8,0.01463404369121995,1.1591172389390523,0.748714327264145
9,0.020331156022903345,1.1416161574289587,0.7377145868884218
10,0.013208268038375454,1.3167292003188162,0.7471462968016163
11,0.01994857555046594,1.0803329440712306,0.7573276503141124
12,0.014478044277930981,1.2168874235596474,0.7501805616587762
