epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.3047254919862613,0.32274763930643113,0.801493407049895
1,0.09296780631956134,0.4286111646156474,0.8286245245560195
2,0.04536038905422574,0.6015635511870328,0.7968842833275722
3,0.03020144968972397,0.7439966773361055,0.8059529312076784
4,0.018437118595851298,0.8601918363544757,0.8001801325681461
5,0.014022212831822818,0.9360106901016969,0.7965268688581609
6,0.013056021963788566,0.9792477215065787,0.7894523511529009
7,0.01530782512423467,1.0531423090404397,0.7860240922087194
8,0.009227489867951928,1.0583530958069853,0.7868369053664136
9,0.010462203226435792,1.0488502990613746,0.8053618380747248
10,0.007993908760827279,1.1466577888216523,0.7822872592788145
11,0.007833616497048904,1.1685622219579885,0.7810767909685381
12,0.004900129047761618,1.2468535078933036,0.7859785440975826
