condition,evidence_channel,density_percent,evidence_seed,source_model,rna_count,actual_evidence_item_count,sum_tp,sum_fp,sum_fn,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,macro_delta_precision,macro_delta_recall,macro_delta_f1,micro_delta_precision,micro_delta_recall,micro_delta_f1,beneficial_edits,harmful_edits,modified_pair_count,modification_precision,correct_pair_preservation,modified_rna_count,modified_rna_fraction,evidence_compliant_before_count,evidence_compliant_after_count,evidence_compliance_before,evidence_compliance_after,direct_recovery_count,directly_inserted_pair_count,local_conflicting_pairs_before,local_conflicting_pairs_removed,local_conflict_correction_rate,non_evidenced_changed_pair_count
ORIGINAL,POSITIVE_PAIR_EVIDENCE,20,109,trrosettarna2_native_ss,121,338,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,299,299,0.8846153846153846,0.8846153846153846,0,0,57,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,20,113,petfold,121,338,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,292,292,0.863905325443787,0.863905325443787,0,0,38,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,20,113,rnafold,121,338,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,294,294,0.8698224852071006,0.8698224852071006,0,0,34,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,20,113,trrosettarna2_native_ss,121,338,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,294,294,0.8698224852071006,0.8698224852071006,0,0,57,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,petfold,121,875,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,759,759,0.8674285714285714,0.8674285714285714,0,0,95,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,rnafold,121,875,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,762,762,0.8708571428571429,0.8708571428571429,0,0,94,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,trrosettarna2_native_ss,121,875,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,766,766,0.8754285714285714,0.8754285714285714,0,0,121,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,petfold,121,875,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,760,760,0.8685714285714285,0.8685714285714285,0,0,93,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,rnafold,121,875,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,762,762,0.8708571428571429,0.8708571428571429,0,0,93,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,trrosettarna2_native_ss,121,875,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,755,755,0.8628571428571429,0.8628571428571429,0,0,126,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,petfold,121,875,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,764,764,0.8731428571428571,0.8731428571428571,0,0,74,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,rnafold,121,875,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,770,770,0.88,0.88,0,0,72,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,trrosettarna2_native_ss,121,875,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,759,759,0.8674285714285714,0.8674285714285714,0,0,127,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,petfold,121,875,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,768,768,0.8777142857142857,0.8777142857142857,0,0,82,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,rnafold,121,875,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,775,775,0.8857142857142857,0.8857142857142857,0,0,79,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,trrosettarna2_native_ss,121,875,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,766,766,0.8754285714285714,0.8754285714285714,0,0,122,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,petfold,121,875,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,761,761,0.8697142857142857,0.8697142857142857,0,0,87,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,rnafold,121,875,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,767,767,0.8765714285714286,0.8765714285714286,0,0,82,0,0.0,0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,trrosettarna2_native_ss,121,875,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,767,767,0.8765714285714286,0.8765714285714286,0,0,120,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,petfold,121,0,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,rnafold,121,0,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,trrosettarna2_native_ss,121,0,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,petfold,121,0,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,rnafold,121,0,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,trrosettarna2_native_ss,121,0,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,petfold,121,0,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,rnafold,121,0,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,trrosettarna2_native_ss,121,0,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,petfold,121,0,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,rnafold,121,0,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,trrosettarna2_native_ss,121,0,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,petfold,121,0,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,rnafold,121,0,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,trrosettarna2_native_ss,121,0,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,0,0,,,0,0,0,0,,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,petfold,121,121,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,104,104,0.859504132231405,0.859504132231405,0,0,17,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,rnafold,121,121,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,105,105,0.8677685950413223,0.8677685950413223,0,0,16,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,trrosettarna2_native_ss,121,121,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,86,86,0.7107438016528925,0.7107438016528925,0,0,35,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,petfold,121,121,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,105,105,0.8677685950413223,0.8677685950413223,0,0,16,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,rnafold,121,121,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,107,107,0.8842975206611571,0.8842975206611571,0,0,14,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,trrosettarna2_native_ss,121,121,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,87,87,0.71900826446281,0.71900826446281,0,0,34,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,petfold,121,121,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,106,106,0.8760330578512396,0.8760330578512396,0,0,15,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,rnafold,121,121,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,112,112,0.9256198347107438,0.9256198347107438,0,0,9,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,trrosettarna2_native_ss,121,121,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,78,78,0.6446280991735537,0.6446280991735537,0,0,43,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,petfold,121,121,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,100,100,0.8264462809917356,0.8264462809917356,0,0,21,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,rnafold,121,121,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,102,102,0.8429752066115702,0.8429752066115702,0,0,19,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,trrosettarna2_native_ss,121,121,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,76,76,0.628099173553719,0.628099173553719,0,0,45,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,petfold,121,121,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,103,103,0.8512396694214877,0.8512396694214877,0,0,18,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,rnafold,121,121,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,106,106,0.8760330578512396,0.8760330578512396,0,0,15,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,trrosettarna2_native_ss,121,121,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,77,77,0.6363636363636364,0.6363636363636364,0,0,44,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,petfold,121,134,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,112,112,0.835820895522388,0.835820895522388,0,0,21,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,rnafold,121,134,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,116,116,0.8656716417910447,0.8656716417910447,0,0,18,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,trrosettarna2_native_ss,121,134,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,90,90,0.6716417910447762,0.6716417910447762,0,0,43,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,petfold,121,134,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,113,113,0.8432835820895522,0.8432835820895522,0,0,21,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,rnafold,121,134,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,118,118,0.8805970149253731,0.8805970149253731,0,0,16,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,trrosettarna2_native_ss,121,134,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,96,96,0.7164179104477612,0.7164179104477612,0,0,38,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,petfold,121,134,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,111,111,0.8283582089552238,0.8283582089552238,0,0,22,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,rnafold,121,134,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,114,114,0.8507462686567164,0.8507462686567164,0,0,19,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,trrosettarna2_native_ss,121,134,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,84,84,0.6268656716417911,0.6268656716417911,0,0,50,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,petfold,121,134,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,116,116,0.8656716417910447,0.8656716417910447,0,0,18,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,rnafold,121,134,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,121,121,0.9029850746268657,0.9029850746268657,0,0,13,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,trrosettarna2_native_ss,121,134,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,91,91,0.6791044776119403,0.6791044776119403,0,0,43,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,petfold,121,134,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,110,110,0.8208955223880597,0.8208955223880597,0,0,24,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,rnafold,121,134,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,117,117,0.8731343283582089,0.8731343283582089,0,0,17,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,trrosettarna2_native_ss,121,134,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,93,93,0.6940298507462687,0.6940298507462687,0,0,41,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,petfold,121,185,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,157,157,0.8486486486486486,0.8486486486486486,0,0,28,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,rnafold,121,185,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,161,161,0.8702702702702703,0.8702702702702703,0,0,24,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,trrosettarna2_native_ss,121,185,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,117,117,0.6324324324324324,0.6324324324324324,0,0,67,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,petfold,121,185,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,157,157,0.8486486486486486,0.8486486486486486,0,0,27,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,rnafold,121,185,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,159,159,0.8594594594594595,0.8594594594594595,0,0,25,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,trrosettarna2_native_ss,121,185,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,129,129,0.6972972972972973,0.6972972972972973,0,0,54,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,petfold,121,185,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,152,152,0.8216216216216217,0.8216216216216217,0,0,33,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,rnafold,121,185,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,155,155,0.8378378378378378,0.8378378378378378,0,0,30,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,trrosettarna2_native_ss,121,185,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,122,122,0.6594594594594595,0.6594594594594595,0,0,63,0,0.0,0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,petfold,121,185,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1.0,0,0.0,160,160,0.8648648648648649,0.8648648648648649,0,0,25,0,0.0,0
