condition,evidence_channel,density_percent,source_model,actual_evidence_item_count_mean,actual_evidence_item_count_std,actual_evidence_item_count_min,actual_evidence_item_count_max,macro_precision_mean,macro_precision_std,macro_precision_min,macro_precision_max,macro_recall_mean,macro_recall_std,macro_recall_min,macro_recall_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,micro_precision_mean,micro_precision_std,micro_precision_min,micro_precision_max,micro_recall_mean,micro_recall_std,micro_recall_min,micro_recall_max,micro_f1_mean,micro_f1_std,micro_f1_min,micro_f1_max,macro_delta_precision_mean,macro_delta_precision_std,macro_delta_precision_min,macro_delta_precision_max,macro_delta_recall_mean,macro_delta_recall_std,macro_delta_recall_min,macro_delta_recall_max,macro_delta_f1_mean,macro_delta_f1_std,macro_delta_f1_min,macro_delta_f1_max,micro_delta_precision_mean,micro_delta_precision_std,micro_delta_precision_min,micro_delta_precision_max,micro_delta_recall_mean,micro_delta_recall_std,micro_delta_recall_min,micro_delta_recall_max,micro_delta_f1_mean,micro_delta_f1_std,micro_delta_f1_min,micro_delta_f1_max,beneficial_edits_mean,beneficial_edits_std,beneficial_edits_min,beneficial_edits_max,harmful_edits_mean,harmful_edits_std,harmful_edits_min,harmful_edits_max,modified_pair_count_mean,modified_pair_count_std,modified_pair_count_min,modified_pair_count_max,modification_precision_mean,modification_precision_std,modification_precision_min,modification_precision_max,correct_pair_preservation_mean,correct_pair_preservation_std,correct_pair_preservation_min,correct_pair_preservation_max,modified_rna_fraction_mean,modified_rna_fraction_std,modified_rna_fraction_min,modified_rna_fraction_max,evidence_compliance_before_mean,evidence_compliance_before_std,evidence_compliance_before_min,evidence_compliance_before_max,evidence_compliance_after_mean,evidence_compliance_after_std,evidence_compliance_after_min,evidence_compliance_after_max,direct_recovery_count_mean,direct_recovery_count_std,direct_recovery_count_min,direct_recovery_count_max,directly_inserted_pair_count_mean,directly_inserted_pair_count_std,directly_inserted_pair_count_min,directly_inserted_pair_count_max,local_conflicting_pairs_before_mean,local_conflicting_pairs_before_std,local_conflicting_pairs_before_min,local_conflicting_pairs_before_max,local_conflicting_pairs_removed_mean,local_conflicting_pairs_removed_std,local_conflicting_pairs_removed_min,local_conflicting_pairs_removed_max,local_conflict_correction_rate_mean,local_conflict_correction_rate_std,local_conflict_correction_rate_min,local_conflict_correction_rate_max,non_evidenced_changed_pair_count_mean,non_evidenced_changed_pair_count_std,non_evidenced_changed_pair_count_min,non_evidenced_changed_pair_count_max
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,trrosettarna2_native_ss,0.0,0.0,0.0,0.0,0.7905636556834104,0.0,0.7905636556834104,0.7905636556834104,0.9120849106151278,0.0,0.9120849106151278,0.9120849106151278,0.842871364213295,0.0,0.8428713642132949,0.8428713642132949,0.7717908082408875,0.0,0.7717908082408875,0.7717908082408875,0.8717183770883054,0.0,0.8717183770883055,0.8717183770883055,0.8187167273746148,0.0,0.8187167273746148,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,petfold,121.0,0.0,121.0,121.0,0.8952556023530504,0.0,0.8952556023530504,0.8952556023530504,0.9077787598919441,0.0,0.9077787598919441,0.9077787598919441,0.8968492212485739,0.0,0.8968492212485739,0.8968492212485739,0.8585680751173708,0.0,0.8585680751173709,0.8585680751173709,0.87291169451074,0.0,0.8729116945107399,0.8729116945107399,0.865680473372781,0.0,0.8656804733727811,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8561983471074381,0.01701757048097023,0.8264462809917356,0.8760330578512396,0.8561983471074381,0.01701757048097023,0.8264462809917356,0.8760330578512396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,2.0591260281974,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,rnafold,121.0,0.0,121.0,121.0,0.9069374161618192,0.0,0.9069374161618192,0.9069374161618192,0.9138670306547281,0.0,0.9138670306547281,0.9138670306547281,0.905817611907956,0.0,0.9058176119079561,0.9058176119079561,0.87005316007088,0.0,0.8700531600708801,0.8700531600708801,0.8788782816229117,0.0,0.8788782816229117,0.8788782816229117,0.8744434550311665,0.0,0.8744434550311665,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8793388429752067,0.026957861868264633,0.8429752066115702,0.9256198347107438,0.8793388429752067,0.026957861868264633,0.8429752066115702,0.9256198347107438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,3.2619012860600183,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,trrosettarna2_native_ss,121.0,0.0,121.0,121.0,0.7905636556834104,0.0,0.7905636556834104,0.7905636556834104,0.9120849106151278,0.0,0.9120849106151278,0.9120849106151278,0.842871364213295,0.0,0.8428713642132949,0.8428713642132949,0.7717908082408875,0.0,0.7717908082408875,0.7717908082408875,0.8717183770883054,0.0,0.8717183770883055,0.8717183770883055,0.8187167273746148,0.0,0.8187167273746148,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6677685950413224,0.038904470399801064,0.628099173553719,0.71900826446281,0.6677685950413224,0.038904470399801064,0.628099173553719,0.71900826446281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2,4.707440918375928,34.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,petfold,134.0,0.0,134.0,134.0,0.8952556023530504,0.0,0.8952556023530504,0.8952556023530504,0.9077787598919441,0.0,0.9077787598919441,0.9077787598919441,0.8968492212485739,0.0,0.8968492212485739,0.8968492212485739,0.8585680751173708,0.0,0.8585680751173709,0.8585680751173709,0.87291169451074,0.0,0.8729116945107399,0.8729116945107399,0.865680473372781,0.0,0.8656804733727811,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8388059701492537,0.015366612150726846,0.8208955223880597,0.8656716417910447,0.8388059701492537,0.015366612150726846,0.8208955223880597,0.8656716417910447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,1.9390719429665315,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,rnafold,134.0,0.0,134.0,134.0,0.9069374161618192,0.0,0.9069374161618192,0.9069374161618192,0.9138670306547281,0.0,0.9138670306547281,0.9138670306547281,0.905817611907956,0.0,0.9058176119079561,0.9058176119079561,0.87005316007088,0.0,0.8700531600708801,0.8700531600708801,0.8788782816229117,0.0,0.8788782816229117,0.8788782816229117,0.8744434550311665,0.0,0.8744434550311665,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8746268656716417,0.01727736851162722,0.8507462686567164,0.9029850746268657,0.8746268656716417,0.01727736851162722,0.8507462686567164,0.9029850746268657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,2.0591260281974,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,trrosettarna2_native_ss,134.0,0.0,134.0,134.0,0.7905636556834104,0.0,0.7905636556834104,0.7905636556834104,0.9120849106151278,0.0,0.9120849106151278,0.9120849106151278,0.842871364213295,0.0,0.8428713642132949,0.8428713642132949,0.7717908082408875,0.0,0.7717908082408875,0.7717908082408875,0.8717183770883054,0.0,0.8717183770883055,0.8717183770883055,0.8187167273746148,0.0,0.8187167273746148,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6776119402985075,0.02962601976310327,0.6268656716417911,0.7164179104477612,0.6776119402985075,0.02962601976310327,0.6268656716417911,0.7164179104477612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.9496835316262997,38.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,petfold,185.0,0.0,185.0,185.0,0.8952556023530504,0.0,0.8952556023530504,0.8952556023530504,0.9077787598919441,0.0,0.9077787598919441,0.9077787598919441,0.8968492212485739,0.0,0.8968492212485739,0.8968492212485739,0.8585680751173708,0.0,0.8585680751173709,0.8585680751173709,0.87291169451074,0.0,0.8729116945107399,0.8729116945107399,0.865680473372781,0.0,0.8656804733727811,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8454054054054054,0.013928755380243374,0.8216216216216217,0.8648648648648649,0.8454054054054054,0.013928755380243374,0.8216216216216217,0.8648648648648649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,2.6532998322843198,25.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,rnafold,185.0,0.0,185.0,185.0,0.9069374161618192,0.0,0.9069374161618192,0.9069374161618192,0.9138670306547281,0.0,0.9138670306547281,0.9138670306547281,0.905817611907956,0.0,0.9058176119079561,0.9058176119079561,0.87005316007088,0.0,0.8700531600708801,0.8700531600708801,0.8788782816229117,0.0,0.8788782816229117,0.8788782816229117,0.8744434550311665,0.0,0.8744434550311665,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8562162162162161,0.011643599582993531,0.8378378378378378,0.8702702702702703,0.8562162162162161,0.011643599582993531,0.8378378378378378,0.8702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,2.244994432064365,24.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,trrosettarna2_native_ss,185.0,0.0,185.0,185.0,0.7905636556834104,0.0,0.7905636556834104,0.7905636556834104,0.9120849106151278,0.0,0.9120849106151278,0.9120849106151278,0.842871364213295,0.0,0.8428713642132949,0.8428713642132949,0.7717908082408875,0.0,0.7717908082408875,0.7717908082408875,0.8717183770883054,0.0,0.8717183770883055,0.8717183770883055,0.8187167273746148,0.0,0.8187167273746148,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.029289118235987174,0.6324324324324324,0.7081081081081081,0.6799999999999999,0.029289118235987174,0.6324324324324324,0.7081081081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6,5.388877434122992,54.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,petfold,333.0,0.0,333.0,333.0,0.8952556023530504,0.0,0.8952556023530504,0.8952556023530504,0.9077787598919441,0.0,0.9077787598919441,0.9077787598919441,0.8968492212485739,0.0,0.8968492212485739,0.8968492212485739,0.8585680751173708,0.0,0.8585680751173709,0.8585680751173709,0.87291169451074,0.0,0.8729116945107399,0.8729116945107399,0.865680473372781,0.0,0.8656804733727811,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8324324324324325,0.020578788827641827,0.8018018018018018,0.8648648648648649,0.8324324324324325,0.020578788827641827,0.8018018018018018,0.8648648648648649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6,5.083306010855534,44.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,rnafold,333.0,0.0,333.0,333.0,0.9069374161618192,0.0,0.9069374161618192,0.9069374161618192,0.9138670306547281,0.0,0.9138670306547281,0.9138670306547281,0.905817611907956,0.0,0.9058176119079561,0.9058176119079561,0.87005316007088,0.0,0.8700531600708801,0.8700531600708801,0.8788782816229117,0.0,0.8788782816229117,0.8788782816229117,0.8744434550311665,0.0,0.8744434550311665,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8492492492492492,0.011921581526293842,0.8348348348348348,0.8708708708708709,0.8492492492492492,0.011921581526293842,0.8348348348348348,0.8708708708708709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.6,3.8262252939417984,42.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,trrosettarna2_native_ss,333.0,0.0,333.0,333.0,0.7905636556834104,0.0,0.7905636556834104,0.7905636556834104,0.9120849106151278,0.0,0.9120849106151278,0.9120849106151278,0.842871364213295,0.0,0.8428713642132949,0.8428713642132949,0.7717908082408875,0.0,0.7717908082408875,0.7717908082408875,0.8717183770883054,0.0,0.8717183770883055,0.8717183770883055,0.8187167273746148,0.0,0.8187167273746148,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6672672672672673,0.011921581526293816,0.6516516516516516,0.6846846846846847,0.6672672672672673,0.011921581526293816,0.6516516516516516,0.6846846846846847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.4,1.3564659966250536,102.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,petfold,873.0,0.0,873.0,873.0,0.8952556023530504,0.0,0.8952556023530504,0.8952556023530504,0.9077787598919441,0.0,0.9077787598919441,0.9077787598919441,0.8968492212485739,0.0,0.8968492212485739,0.8968492212485739,0.8585680751173708,0.0,0.8585680751173709,0.8585680751173709,0.87291169451074,0.0,0.8729116945107399,0.8729116945107399,0.865680473372781,0.0,0.8656804733727811,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8357388316151203,0.008771679138179464,0.8258877434135166,0.8465063001145475,0.8357388316151203,0.008771679138179464,0.8258877434135166,0.8465063001145475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.6,3.7202150475476548,117.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,rnafold,873.0,0.0,873.0,873.0,0.9069374161618192,0.0,0.9069374161618192,0.9069374161618192,0.9138670306547281,0.0,0.9138670306547281,0.9138670306547281,0.905817611907956,0.0,0.9058176119079561,0.9058176119079561,0.87005316007088,0.0,0.8700531600708801,0.8700531600708801,0.8788782816229117,0.0,0.8788782816229117,0.8788782816229117,0.8744434550311665,0.0,0.8744434550311665,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8561282932416953,0.009123623253947265,0.8442153493699885,0.865979381443299,0.8561282932416953,0.009123623253947265,0.8442153493699885,0.865979381443299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,4.147288270665544,103.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,trrosettarna2_native_ss,873.0,0.0,873.0,873.0,0.7905636556834104,0.0,0.7905636556834104,0.7905636556834104,0.9120849106151278,0.0,0.9120849106151278,0.9120849106151278,0.842871364213295,0.0,0.8428713642132949,0.8428713642132949,0.7717908082408875,0.0,0.7717908082408875,0.7717908082408875,0.8717183770883054,0.0,0.8717183770883055,0.8717183770883055,0.8187167273746148,0.0,0.8187167273746148,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6737686139747996,0.006373620959103592,0.6655211912943871,0.6849942726231386,0.6737686139747996,0.006373620959103592,0.6655211912943871,0.6849942726231386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.6,4.6303347611160905,218.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,petfold,0.0,0.0,0.0,0.0,0.8952556023530504,0.0,0.8952556023530504,0.8952556023530504,0.9077787598919441,0.0,0.9077787598919441,0.9077787598919441,0.8968492212485739,0.0,0.8968492212485739,0.8968492212485739,0.8585680751173708,0.0,0.8585680751173709,0.8585680751173709,0.87291169451074,0.0,0.8729116945107399,0.8729116945107399,0.865680473372781,0.0,0.8656804733727811,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,rnafold,0.0,0.0,0.0,0.0,0.9069374161618192,0.0,0.9069374161618192,0.9069374161618192,0.9138670306547281,0.0,0.9138670306547281,0.9138670306547281,0.905817611907956,0.0,0.9058176119079561,0.9058176119079561,0.87005316007088,0.0,0.8700531600708801,0.8700531600708801,0.8788782816229117,0.0,0.8788782816229117,0.8788782816229117,0.8744434550311665,0.0,0.8744434550311665,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,trrosettarna2_native_ss,0.0,0.0,0.0,0.0,0.7905636556834104,0.0,0.7905636556834104,0.7905636556834104,0.9120849106151278,0.0,0.9120849106151278,0.9120849106151278,0.842871364213295,0.0,0.8428713642132949,0.8428713642132949,0.7717908082408875,0.0,0.7717908082408875,0.7717908082408875,0.8717183770883054,0.0,0.8717183770883055,0.8717183770883055,0.8187167273746148,0.0,0.8187167273746148,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,petfold,121.0,0.0,121.0,121.0,0.8999881308944335,0.0005390134537587485,0.8992996643516578,0.9009108273650432,0.9150240818450598,0.0014190479307012904,0.9132400929354727,0.9171408248741406,0.9030892426112903,0.0011223894559853579,0.9017623547755784,0.9049286208180869,0.8628856817534288,0.0009155435367393433,0.8612412177985949,0.8640093786635404,0.8786396181384248,0.0007159904534606021,0.8776849642004774,0.8794749403341289,0.8706912868615536,0.0007657651804936728,0.8693853427895981,0.8716735659373152,0.004732528541383273,0.0005390134537587736,0.0040440619986074535,0.005655225011993031,0.007245321953115583,0.0014190479307013009,0.0054613330435285155,0.009362064982196468,0.006240021362716436,0.0011223894559853752,0.004913133527004616,0.008079399569513084,0.004317606636057958,0.0009155435367393433,0.0026731426812239834,0.0054413035461695625,0.005727923627684928,0.0007159904534606021,0.004773269689737458,0.0065632458233889635,0.005010813488772437,0.0007657651804936728,0.003704869416817025,0.005993092564534064,16.6,2.6532998322843198,12.0,20.0,0.0,0.0,0.0,0.0,16.6,2.6532998322843198,12.0,20.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.07933884297520662,0.009917355371900827,0.06611570247933884,0.09090909090909091,0.9206611570247933,0.009917355371900844,0.9090909090909091,0.9338842975206612,1.0,0.0,1.0,1.0,9.6,1.2,8.0,11.0,9.6,1.2,8.0,11.0,7.0,1.6733200530681511,4.0,9.0,7.0,1.6733200530681511,4.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,rnafold,121.0,0.0,121.0,121.0,0.9110887887054213,0.0009072568616291653,0.9094239156062789,0.9120788709716988,0.9207140014316607,0.0011846844497934302,0.9193283636982564,0.922742950765753,0.9115968057251308,0.0009831103314437623,0.9107399307228851,0.9133999632357214,0.873703385954896,0.0008608429480743748,0.8727165586328816,0.8748524203069658,0.8841288782816228,0.00044649849484174764,0.8836515513126492,0.8848448687350835,0.8788850936432955,0.0006062150009666538,0.8781500148235992,0.8795252225519288,0.004151372543602138,0.0009072568616291292,0.0024864994444597777,0.005141454809879588,0.006846970776932612,0.0011846844497933823,0.0054613330435285155,0.008875920111024858,0.005779193817174668,0.0009831103314437463,0.0049223188149289466,0.007582351327765229,0.0036502258840159117,0.0008608429480743748,0.0026633985620014844,0.004799260236085678,0.005250596658711193,0.00044649849484174764,0.004773269689737458,0.005966587112171795,0.004441638612128873,0.0006062150009666538,0.0037065597924327287,0.0050817675207622814,14.6,2.1540659228538015,12.0,17.0,0.0,0.0,0.0,0.0,14.6,2.1540659228538015,12.0,17.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.07272727272727272,0.00618455766408916,0.06611570247933884,0.08264462809917356,0.9272727272727274,0.006184557664089139,0.9173553719008265,0.9338842975206612,1.0,0.0,1.0,1.0,8.8,0.7483314773547883,8.0,10.0,8.8,0.7483314773547883,8.0,10.0,5.8,1.6,4.0,8.0,5.8,1.6,4.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
