condition,evidence_channel,density_percent,evidence_seed,source_model,scope,rna_count,scope_domain,scope_universe_pair_count,direct_evidence_item_count,direct_compliant_before_count,direct_compliant_after_count,sum_tp,sum_fp,sum_fn,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,macro_delta_f1,micro_delta_f1,beneficial_edits,harmful_edits,modified_pair_count,correct_pair_preservation
ORIGINAL,POSITIVE_PAIR_EVIDENCE,20,113,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,57,0,0,0,0,57,0,0.9008264462809917,0.9008264462809917,0.9008264462809917,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,20,113,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,1713,0,0,0,1167,375,171,0.768038606762999,0.9126180741457844,0.8289020515569401,0.7568093385214008,0.8721973094170403,0.8104166666666667,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,petfold,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,759,759,759,0,116,0.9917355371900827,0.8999222206018722,0.9281403526066452,1.0,0.8674285714285714,0.9290085679314566,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,petfold,LOCAL_CONFLICT_EFFECT,121,pair,95,0,0,0,0,95,0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,petfold,NON_EVIDENCED_EFFECT,121,pair,947,0,0,0,704,146,97,0.8729304044143616,0.9157187050782092,0.885362985750688,0.8282352941176471,0.8789013732833958,0.8528164748637189,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,rnafold,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,762,762,762,0,113,0.9917355371900827,0.9029533186742926,0.929826414779293,1.0,0.8708571428571429,0.9309712889431888,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,rnafold,LOCAL_CONFLICT_EFFECT,121,pair,94,0,0,0,0,94,0,0.8264462809917356,0.8264462809917356,0.8264462809917356,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,rnafold,NON_EVIDENCED_EFFECT,121,pair,927,0,0,0,711,126,90,0.8911353797717434,0.9256607029334302,0.900814147738111,0.8494623655913979,0.8876404494382022,0.8681318681318682,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,766,766,766,0,109,0.9586776859504132,0.9098727996095944,0.9271536526157329,1.0,0.8754285714285714,0.9335770871419866,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,121,0,0,0,0,121,0,0.8429752066115702,0.8429752066115702,0.8429752066115702,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,101,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,1112,0,0,0,695,311,106,0.6991880711570357,0.9144130902036041,0.782795119669833,0.6908548707753479,0.867665418227216,0.7692307692307693,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,petfold,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,760,760,760,0,115,0.9917355371900827,0.9071044784808497,0.9356168248584185,1.0,0.8685714285714285,0.9296636085626911,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,petfold,LOCAL_CONFLICT_EFFECT,121,pair,93,0,0,0,0,93,0,0.8429752066115702,0.8429752066115702,0.8429752066115702,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,petfold,NON_EVIDENCED_EFFECT,121,pair,949,0,0,0,703,148,98,0.8675837859059464,0.9077472957234006,0.8775643406866641,0.8260869565217391,0.8776529338327091,0.851089588377724,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,rnafold,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,762,762,762,0,113,0.9917355371900827,0.9090110128618615,0.9366379137896998,1.0,0.8708571428571429,0.9309712889431888,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,rnafold,LOCAL_CONFLICT_EFFECT,121,pair,93,0,0,0,0,93,0,0.8429752066115702,0.8429752066115702,0.8429752066115702,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,rnafold,NON_EVIDENCED_EFFECT,121,pair,928,0,0,0,711,127,90,0.8891107469206643,0.9186258570151851,0.8946662703286775,0.8484486873508353,0.8876404494382022,0.8676021964612569,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,755,755,755,0,120,0.9586776859504132,0.9065455181022913,0.9240340074009533,1.0,0.8628571428571429,0.9263803680981595,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,126,0,0,0,0,126,0,0.8512396694214877,0.8512396694214877,0.8512396694214877,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,103,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,1107,0,0,0,706,306,95,0.7028380921576312,0.9180535647926953,0.7860649197443391,0.6976284584980237,0.8813982521847691,0.7788196359624932,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,petfold,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,764,764,764,0,111,0.9917355371900827,0.9002674481973693,0.9325929842617946,1.0,0.8731428571428571,0.9322757779133618,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,petfold,LOCAL_CONFLICT_EFFECT,121,pair,74,0,0,0,0,74,0,0.8264462809917356,0.8264462809917356,0.8264462809917356,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,petfold,NON_EVIDENCED_EFFECT,121,pair,968,0,0,0,699,167,102,0.8633191546475455,0.9165925751894131,0.8813646626943784,0.8071593533487298,0.8726591760299626,0.8386322735452909,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,rnafold,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,770,770,770,0,105,0.9917355371900827,0.9072704013111635,0.937127686158251,1.0,0.88,0.9361702127659575,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,rnafold,LOCAL_CONFLICT_EFFECT,121,pair,72,0,0,0,0,72,0,0.8264462809917356,0.8264462809917356,0.8264462809917356,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,rnafold,NON_EVIDENCED_EFFECT,121,pair,949,0,0,0,703,148,98,0.8813930712691043,0.9213479208538496,0.8935265065611584,0.8260869565217391,0.8776529338327091,0.851089588377724,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,759,759,759,0,116,0.9586776859504132,0.9042326520048403,0.9212483305349426,1.0,0.8674285714285714,0.9290085679314566,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,127,0,0,0,0,127,0,0.8429752066115702,0.8429752066115702,0.8429752066115702,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,107,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,1106,0,0,0,702,305,99,0.7041895116336189,0.9203073990129327,0.7881908074880118,0.6971201588877854,0.8764044943820225,0.7765486725663717,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,petfold,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,768,768,768,0,107,0.9917355371900827,0.9052878718897193,0.9330049184592288,1.0,0.8777142857142857,0.9348752282410225,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,petfold,LOCAL_CONFLICT_EFFECT,121,pair,82,0,0,0,0,82,0,0.8512396694214877,0.8512396694214877,0.8512396694214877,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,petfold,NON_EVIDENCED_EFFECT,121,pair,960,0,0,0,695,159,106,0.8643912912921178,0.9098351034121784,0.8769992969785922,0.8138173302107728,0.867665418227216,0.8398791540785498,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,rnafold,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,775,775,775,0,100,0.9917355371900827,0.9130516803098232,0.9374931215895496,1.0,0.8857142857142857,0.9393939393939394,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,rnafold,LOCAL_CONFLICT_EFFECT,121,pair,79,0,0,0,0,79,0,0.8512396694214877,0.8512396694214877,0.8512396694214877,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,rnafold,NON_EVIDENCED_EFFECT,121,pair,942,0,0,0,698,141,103,0.8839186768865914,0.9140591621816919,0.8895677421374925,0.831942789034565,0.8714107365792759,0.8512195121951219,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,766,766,766,0,109,0.9586776859504132,0.9081664707113863,0.9252128768365857,1.0,0.8754285714285714,0.9335770871419866,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,122,0,0,0,0,122,0,0.859504132231405,0.859504132231405,0.859504132231405,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,109,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,1111,0,0,0,695,310,106,0.6995510470584542,0.9162825097607706,0.7836510744798563,0.6915422885572139,0.867665418227216,0.769656699889258,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,petfold,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,761,761,761,0,114,0.9834710743801653,0.8958421292688165,0.9251134125515296,1.0,0.8697142857142857,0.9303178484107579,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,petfold,LOCAL_CONFLICT_EFFECT,121,pair,87,0,0,0,0,87,0,0.8429752066115702,0.8429752066115702,0.8429752066115702,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,petfold,NON_EVIDENCED_EFFECT,121,pair,955,0,0,0,702,154,99,0.8669803028225488,0.9206790609278931,0.8849347293099951,0.8200934579439252,0.8764044943820225,0.8473144236572119,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,rnafold,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,767,767,767,0,108,0.9834710743801653,0.9033654140648286,0.9294884836041175,1.0,0.8765714285714286,0.9342265529841657,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,rnafold,LOCAL_CONFLICT_EFFECT,121,pair,82,0,0,0,0,82,0,0.859504132231405,0.859504132231405,0.859504132231405,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,rnafold,NON_EVIDENCED_EFFECT,121,pair,939,0,0,0,706,138,95,0.8837663330565616,0.9251994143118829,0.8966825735612945,0.8364928909952607,0.8813982521847691,0.8583586626139817,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,121,pair,875,875,767,767,767,0,108,0.9586776859504132,0.9118006924870022,0.9274208517178981,1.0,0.8765714285714286,0.9342265529841657,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,120,0,0,0,0,120,0,0.8512396694214877,0.8512396694214877,0.8512396694214877,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,POSITIVE_PAIR_EVIDENCE,50,113,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,1113,0,0,0,694,312,107,0.6970459462812622,0.9126749677639006,0.7810049529155113,0.6898608349900597,0.8664169787765293,0.7681239623685667,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,petfold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,petfold,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,petfold,NON_EVIDENCED_EFFECT,121,pair,1917,0,0,0,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,rnafold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,rnafold,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,rnafold,NON_EVIDENCED_EFFECT,121,pair,1896,0,0,0,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,2108,0,0,0,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,petfold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,petfold,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,petfold,NON_EVIDENCED_EFFECT,121,pair,1917,0,0,0,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,rnafold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,rnafold,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,rnafold,NON_EVIDENCED_EFFECT,121,pair,1896,0,0,0,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,2108,0,0,0,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,petfold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,petfold,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,petfold,NON_EVIDENCED_EFFECT,121,pair,1917,0,0,0,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,rnafold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,rnafold,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,rnafold,NON_EVIDENCED_EFFECT,121,pair,1896,0,0,0,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,2108,0,0,0,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,petfold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,petfold,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,petfold,NON_EVIDENCED_EFFECT,121,pair,1917,0,0,0,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,rnafold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,rnafold,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,rnafold,NON_EVIDENCED_EFFECT,121,pair,1896,0,0,0,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,2108,0,0,0,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,petfold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,petfold,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,petfold,NON_EVIDENCED_EFFECT,121,pair,1917,0,0,0,1463,241,213,0.8952556023530504,0.9077787598919441,0.8968492212485739,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,rnafold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,rnafold,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,rnafold,NON_EVIDENCED_EFFECT,121,pair,1896,0,0,0,1473,220,203,0.9069374161618192,0.9138670306547281,0.9058176119079561,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,0,0,0,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,2108,0,0,0,1461,432,215,0.7905636556834104,0.9120849106151278,0.8428713642132949,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,petfold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,121,104,104,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,petfold,LOCAL_CONFLICT_EFFECT,121,pair,17,0,0,0,0,17,0,0.859504132231405,0.859504132231405,0.859504132231405,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,petfold,NON_EVIDENCED_EFFECT,121,pair,1900,0,0,0,1463,224,213,0.9059541488994135,0.9077787598919441,0.9020326598094781,0.8672199170124482,0.8729116945107399,0.8700564971751412,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,rnafold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,121,105,105,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,rnafold,LOCAL_CONFLICT_EFFECT,121,pair,16,0,0,0,0,16,0,0.8677685950413223,0.8677685950413223,0.8677685950413223,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,rnafold,NON_EVIDENCED_EFFECT,121,pair,1880,0,0,0,1473,204,203,0.9171879247220843,0.9138670306547281,0.9107428567565491,0.8783542039355993,0.8788782816229117,0.8786161646286907,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,121,86,86,,,,,,,,,,,,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,121,pair,35,0,0,0,0,35,0,0.7107438016528925,0.7107438016528925,0.7107438016528925,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,121,pair,2073,0,0,0,1461,397,215,0.8102918708017104,0.9120849106151278,0.8545136056606705,0.7863293864370291,0.8717183770883055,0.8268251273344652,0.0,0.0,0,0,0,1.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,petfold,DIRECT_EVIDENCE_EFFECT,121,nucleotide,0,121,105,105,,,,,,,,,,,,0,0,0,1.0
