condition,evidence_channel,density_percent,evidence_seed,source_model,actual_evidence_item_count,evidence_compliant_before_count,evidence_compliant_after_count,evidence_compliance_before,evidence_compliance_after,direct_recovery_count,directly_inserted_pair_count,local_conflicting_pairs_before,local_conflicting_pairs_removed,local_conflict_correction_rate
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,109,petfold,875,768,768,0.8777142857142857,0.8777142857142857,0,0,82,82,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,109,rnafold,875,775,775,0.8857142857142857,0.8857142857142857,0,0,79,79,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,109,trrosettarna2_native_ss,875,766,766,0.8754285714285714,0.8754285714285714,0,0,122,122,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,113,petfold,875,761,761,0.8697142857142857,0.8697142857142857,0,0,87,87,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,113,rnafold,875,767,767,0.8765714285714286,0.8765714285714286,0,0,82,82,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,113,trrosettarna2_native_ss,875,767,767,0.8765714285714286,0.8765714285714286,0,0,120,120,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,petfold,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,rnafold,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,petfold,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,rnafold,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,petfold,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,rnafold,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,petfold,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,rnafold,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,petfold,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,rnafold,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,petfold,121,104,121,0.859504132231405,1.0,0,0,17,17,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,rnafold,121,105,121,0.8677685950413223,1.0,0,0,16,16,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,trrosettarna2_native_ss,121,86,121,0.7107438016528925,1.0,0,0,35,35,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,petfold,121,105,121,0.8677685950413223,1.0,0,0,16,16,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,rnafold,121,107,121,0.8842975206611571,1.0,0,0,14,14,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,trrosettarna2_native_ss,121,87,121,0.71900826446281,1.0,0,0,34,34,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,petfold,121,106,121,0.8760330578512396,1.0,0,0,15,15,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,rnafold,121,112,121,0.9256198347107438,1.0,0,0,9,9,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,trrosettarna2_native_ss,121,78,121,0.6446280991735537,1.0,0,0,43,43,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,petfold,121,100,121,0.8264462809917356,1.0,0,0,21,21,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,rnafold,121,102,121,0.8429752066115702,1.0,0,0,19,19,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,trrosettarna2_native_ss,121,76,121,0.628099173553719,1.0,0,0,45,45,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,petfold,121,103,121,0.8512396694214877,1.0,0,0,18,18,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,rnafold,121,106,121,0.8760330578512396,1.0,0,0,15,15,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,trrosettarna2_native_ss,121,77,121,0.6363636363636364,1.0,0,0,44,44,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,petfold,134,112,134,0.835820895522388,1.0,0,0,21,21,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,rnafold,134,116,134,0.8656716417910447,1.0,0,0,18,18,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,trrosettarna2_native_ss,134,90,134,0.6716417910447762,1.0,0,0,43,43,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,petfold,134,113,134,0.8432835820895522,1.0,0,0,21,21,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,rnafold,134,118,134,0.8805970149253731,1.0,0,0,16,16,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,trrosettarna2_native_ss,134,96,134,0.7164179104477612,1.0,0,0,38,38,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,petfold,134,111,134,0.8283582089552238,1.0,0,0,22,22,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,rnafold,134,114,134,0.8507462686567164,1.0,0,0,19,19,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,trrosettarna2_native_ss,134,84,134,0.6268656716417911,1.0,0,0,50,50,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,petfold,134,116,134,0.8656716417910447,1.0,0,0,18,18,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,rnafold,134,121,134,0.9029850746268657,1.0,0,0,13,13,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,trrosettarna2_native_ss,134,91,134,0.6791044776119403,1.0,0,0,43,43,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,petfold,134,110,134,0.8208955223880597,1.0,0,0,24,24,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,rnafold,134,117,134,0.8731343283582089,1.0,0,0,17,17,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,trrosettarna2_native_ss,134,93,134,0.6940298507462687,1.0,0,0,41,41,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,petfold,185,157,185,0.8486486486486486,1.0,0,0,28,28,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,rnafold,185,161,185,0.8702702702702703,1.0,0,0,24,24,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,trrosettarna2_native_ss,185,117,185,0.6324324324324324,1.0,0,0,67,67,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,petfold,185,157,185,0.8486486486486486,1.0,0,0,27,27,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,rnafold,185,159,185,0.8594594594594595,1.0,0,0,25,25,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,trrosettarna2_native_ss,185,129,185,0.6972972972972973,1.0,0,0,54,54,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,petfold,185,152,185,0.8216216216216217,1.0,0,0,33,33,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,rnafold,185,155,185,0.8378378378378378,1.0,0,0,30,30,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,trrosettarna2_native_ss,185,122,185,0.6594594594594595,1.0,0,0,63,63,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,petfold,185,160,185,0.8648648648648649,1.0,0,0,25,25,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,rnafold,185,160,185,0.8648648648648649,1.0,0,0,25,25,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,trrosettarna2_native_ss,185,130,185,0.7027027027027027,1.0,0,0,55,55,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,petfold,185,156,185,0.8432432432432433,1.0,0,0,29,29,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,rnafold,185,157,185,0.8486486486486486,1.0,0,0,28,28,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,trrosettarna2_native_ss,185,131,185,0.7081081081081081,1.0,0,0,54,54,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,petfold,333,267,333,0.8018018018018018,1.0,0,0,59,59,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,rnafold,333,281,333,0.8438438438438438,1.0,0,0,47,47,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,trrosettarna2_native_ss,333,217,333,0.6516516516516516,1.0,0,0,103,103,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,petfold,333,280,333,0.8408408408408409,1.0,0,0,51,51,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,rnafold,333,283,333,0.8498498498498499,1.0,0,0,48,48,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,trrosettarna2_native_ss,333,228,333,0.6846846846846847,1.0,0,0,102,102,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,petfold,333,288,333,0.8648648648648649,1.0,0,0,44,44,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,rnafold,333,290,333,0.8708708708708709,1.0,0,0,42,42,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,trrosettarna2_native_ss,333,222,333,0.6666666666666666,1.0,0,0,103,103,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,petfold,333,275,333,0.8258258258258259,1.0,0,0,53,53,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,rnafold,333,282,333,0.8468468468468469,1.0,0,0,47,47,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,trrosettarna2_native_ss,333,219,333,0.6576576576576577,1.0,0,0,106,106,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,petfold,333,276,333,0.8288288288288288,1.0,0,0,56,56,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,rnafold,333,278,333,0.8348348348348348,1.0,0,0,54,54,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,trrosettarna2_native_ss,333,225,333,0.6756756756756757,1.0,0,0,103,103,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,petfold,873,722,873,0.827033218785796,1.0,0,0,122,122,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,rnafold,873,737,873,0.8442153493699885,1.0,0,0,112,112,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,trrosettarna2_native_ss,873,598,873,0.6849942726231386,1.0,0,0,218,218,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,petfold,873,738,873,0.845360824742268,1.0,0,0,119,119,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,rnafold,873,755,873,0.8648339060710195,1.0,0,0,103,103,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,trrosettarna2_native_ss,873,581,873,0.6655211912943871,1.0,0,0,226,226,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,petfold,873,728,873,0.8339060710194731,1.0,0,0,122,122,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,rnafold,873,750,873,0.8591065292096219,1.0,0,0,105,105,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,trrosettarna2_native_ss,873,589,873,0.6746849942726232,1.0,0,0,224,224,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,petfold,873,739,873,0.8465063001145475,1.0,0,0,117,117,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,rnafold,873,756,873,0.865979381443299,1.0,0,0,103,103,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,trrosettarna2_native_ss,873,586,873,0.6712485681557846,1.0,0,0,228,228,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,petfold,873,721,873,0.8258877434135166,1.0,0,0,128,128,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,rnafold,873,739,873,0.8465063001145475,1.0,0,0,112,112,1.0
UNPAIRED_HARD_DELETE,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,trrosettarna2_native_ss,873,587,873,0.6723940435280642,1.0,0,0,232,232,1.0
