condition,evidence_channel,density_percent,evidence_seed,source_model,actual_evidence_item_count,evidence_compliant_before_count,evidence_compliant_after_count,evidence_compliance_before,evidence_compliance_after,direct_recovery_count,directly_inserted_pair_count,local_conflicting_pairs_before,local_conflicting_pairs_removed,local_conflict_correction_rate
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,trrosettarna2_native_ss,873,586,586,0.6712485681557846,0.6712485681557846,0,0,228,0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,petfold,873,721,721,0.8258877434135166,0.8258877434135166,0,0,128,0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,rnafold,873,739,739,0.8465063001145475,0.8465063001145475,0,0,112,0,0.0
ORIGINAL,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,trrosettarna2_native_ss,873,587,587,0.6723940435280642,0.6723940435280642,0,0,232,0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,101,petfold,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,101,rnafold,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,101,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,103,petfold,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,103,rnafold,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,103,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,107,petfold,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,107,rnafold,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,107,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,109,petfold,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,109,rnafold,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,109,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,113,petfold,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,113,rnafold,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,0,113,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,101,petfold,121,110,121,0.9090909090909091,1.0,11,11,9,9,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,101,rnafold,121,113,121,0.9338842975206612,1.0,8,8,4,4,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,101,trrosettarna2_native_ss,121,111,121,0.9173553719008265,1.0,10,10,18,18,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,103,petfold,121,112,121,0.9256198347107438,1.0,9,9,7,7,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,103,rnafold,121,112,121,0.9256198347107438,1.0,9,9,7,7,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,103,trrosettarna2_native_ss,121,110,121,0.9090909090909091,1.0,11,11,18,18,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,107,petfold,121,113,121,0.9338842975206612,1.0,8,8,4,4,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,107,rnafold,121,113,121,0.9338842975206612,1.0,8,8,4,4,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,107,trrosettarna2_native_ss,121,113,121,0.9338842975206612,1.0,8,8,15,15,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,109,petfold,121,112,121,0.9256198347107438,1.0,9,9,8,8,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,109,rnafold,121,112,121,0.9256198347107438,1.0,9,9,8,8,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,109,trrosettarna2_native_ss,121,113,121,0.9338842975206612,1.0,8,8,16,16,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,113,petfold,121,110,121,0.9090909090909091,1.0,11,11,7,7,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,113,rnafold,121,111,121,0.9173553719008265,1.0,10,10,6,6,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,113,trrosettarna2_native_ss,121,109,121,0.9008264462809917,1.0,12,12,20,20,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,101,petfold,130,116,130,0.8923076923076924,1.0,14,14,10,10,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,101,rnafold,130,116,130,0.8923076923076924,1.0,14,14,11,11,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,101,trrosettarna2_native_ss,130,114,130,0.8769230769230769,1.0,16,16,20,20,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,103,petfold,130,120,130,0.9230769230769231,1.0,10,10,8,8,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,103,rnafold,130,120,130,0.9230769230769231,1.0,10,10,6,6,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,103,trrosettarna2_native_ss,130,117,130,0.9,1.0,13,13,15,15,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,107,petfold,130,119,130,0.9153846153846154,1.0,11,11,10,10,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,107,rnafold,130,119,130,0.9153846153846154,1.0,11,11,9,9,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,107,trrosettarna2_native_ss,130,119,130,0.9153846153846154,1.0,11,11,16,16,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,109,petfold,130,117,130,0.9,1.0,13,13,8,8,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,109,rnafold,130,118,130,0.9076923076923077,1.0,12,12,8,8,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,109,trrosettarna2_native_ss,130,120,130,0.9230769230769231,1.0,10,10,14,14,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,113,petfold,130,111,130,0.8538461538461538,1.0,19,19,16,16,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,113,rnafold,130,110,130,0.8461538461538461,1.0,20,20,14,14,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,113,trrosettarna2_native_ss,130,117,130,0.9,1.0,13,13,18,18,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,101,petfold,180,165,180,0.9166666666666666,1.0,15,15,15,15,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,101,rnafold,180,165,180,0.9166666666666666,1.0,15,15,14,14,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,101,trrosettarna2_native_ss,180,161,180,0.8944444444444445,1.0,19,19,29,29,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,103,petfold,180,160,180,0.8888888888888888,1.0,20,20,14,14,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,103,rnafold,180,162,180,0.9,1.0,18,18,13,13,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,103,trrosettarna2_native_ss,180,157,180,0.8722222222222222,1.0,23,23,29,29,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,107,petfold,180,158,180,0.8777777777777778,1.0,22,22,17,17,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,107,rnafold,180,159,180,0.8833333333333333,1.0,21,21,15,15,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,107,trrosettarna2_native_ss,180,157,180,0.8722222222222222,1.0,23,23,29,29,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,109,petfold,180,153,180,0.85,1.0,27,27,20,20,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,109,rnafold,180,154,180,0.8555555555555555,1.0,26,26,19,19,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,109,trrosettarna2_native_ss,180,156,180,0.8666666666666667,1.0,24,24,31,31,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,113,petfold,180,161,180,0.8944444444444445,1.0,19,19,16,16,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,113,rnafold,180,161,180,0.8944444444444445,1.0,19,19,15,15,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,113,trrosettarna2_native_ss,180,161,180,0.8944444444444445,1.0,19,19,30,30,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,101,petfold,338,295,338,0.8727810650887574,1.0,43,43,38,38,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,101,rnafold,338,298,338,0.8816568047337278,1.0,40,40,34,34,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,101,trrosettarna2_native_ss,338,299,338,0.8846153846153846,1.0,39,39,45,45,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,103,petfold,338,295,338,0.8727810650887574,1.0,43,43,31,31,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,103,rnafold,338,296,338,0.8757396449704142,1.0,42,42,33,33,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,103,trrosettarna2_native_ss,338,294,338,0.8698224852071006,1.0,44,44,60,60,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,107,petfold,338,290,338,0.8579881656804734,1.0,48,48,50,50,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,107,rnafold,338,293,338,0.8668639053254438,1.0,45,45,49,49,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,107,trrosettarna2_native_ss,338,293,338,0.8668639053254438,1.0,45,45,55,55,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,109,petfold,338,296,338,0.8757396449704142,1.0,42,42,39,39,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,109,rnafold,338,296,338,0.8757396449704142,1.0,42,42,39,39,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,109,trrosettarna2_native_ss,338,299,338,0.8846153846153846,1.0,39,39,57,57,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,113,petfold,338,292,338,0.863905325443787,1.0,46,46,38,38,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,113,rnafold,338,294,338,0.8698224852071006,1.0,44,44,34,34,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,113,trrosettarna2_native_ss,338,294,338,0.8698224852071006,1.0,44,44,57,57,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,101,petfold,875,759,875,0.8674285714285714,1.0,116,116,95,95,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,101,rnafold,875,762,875,0.8708571428571429,1.0,113,113,94,94,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,101,trrosettarna2_native_ss,875,766,875,0.8754285714285714,1.0,109,109,121,121,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,103,petfold,875,760,875,0.8685714285714285,1.0,115,115,93,93,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,103,rnafold,875,762,875,0.8708571428571429,1.0,113,113,93,93,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,103,trrosettarna2_native_ss,875,755,875,0.8628571428571429,1.0,120,120,126,126,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,107,petfold,875,764,875,0.8731428571428571,1.0,111,111,74,74,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,107,rnafold,875,770,875,0.88,1.0,105,105,72,72,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,107,trrosettarna2_native_ss,875,759,875,0.8674285714285714,1.0,116,116,127,127,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,109,petfold,875,768,875,0.8777142857142857,1.0,107,107,82,82,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,109,rnafold,875,775,875,0.8857142857142857,1.0,100,100,79,79,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,109,trrosettarna2_native_ss,875,766,875,0.8754285714285714,1.0,109,109,122,122,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,113,petfold,875,761,875,0.8697142857142857,1.0,114,114,87,87,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,113,rnafold,875,767,875,0.8765714285714286,1.0,108,108,82,82,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,113,trrosettarna2_native_ss,875,767,875,0.8765714285714286,1.0,108,108,120,120,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,101,petfold,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,101,rnafold,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,101,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,103,petfold,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,103,rnafold,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,103,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,107,petfold,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,107,rnafold,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,107,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,109,petfold,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,109,rnafold,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,109,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,113,petfold,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,113,rnafold,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,113,trrosettarna2_native_ss,0,0,0,,,0,0,0,0,
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,101,petfold,121,110,110,0.9090909090909091,0.9090909090909091,0,0,9,9,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,101,rnafold,121,113,113,0.9338842975206612,0.9338842975206612,0,0,4,4,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,101,trrosettarna2_native_ss,121,111,111,0.9173553719008265,0.9173553719008265,0,0,18,18,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,103,petfold,121,112,112,0.9256198347107438,0.9256198347107438,0,0,7,7,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,103,rnafold,121,112,112,0.9256198347107438,0.9256198347107438,0,0,7,7,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,103,trrosettarna2_native_ss,121,110,110,0.9090909090909091,0.9090909090909091,0,0,18,18,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,107,petfold,121,113,113,0.9338842975206612,0.9338842975206612,0,0,4,4,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,107,rnafold,121,113,113,0.9338842975206612,0.9338842975206612,0,0,4,4,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,107,trrosettarna2_native_ss,121,113,113,0.9338842975206612,0.9338842975206612,0,0,15,15,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,109,petfold,121,112,112,0.9256198347107438,0.9256198347107438,0,0,8,8,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,109,rnafold,121,112,112,0.9256198347107438,0.9256198347107438,0,0,8,8,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,109,trrosettarna2_native_ss,121,113,113,0.9338842975206612,0.9338842975206612,0,0,16,16,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,113,petfold,121,110,110,0.9090909090909091,0.9090909090909091,0,0,7,7,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,113,rnafold,121,111,111,0.9173553719008265,0.9173553719008265,0,0,6,6,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,113,trrosettarna2_native_ss,121,109,109,0.9008264462809917,0.9008264462809917,0,0,20,20,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,101,petfold,130,116,116,0.8923076923076924,0.8923076923076924,0,0,10,10,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,101,rnafold,130,116,116,0.8923076923076924,0.8923076923076924,0,0,11,11,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,101,trrosettarna2_native_ss,130,114,114,0.8769230769230769,0.8769230769230769,0,0,20,20,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,103,petfold,130,120,120,0.9230769230769231,0.9230769230769231,0,0,8,8,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,103,rnafold,130,120,120,0.9230769230769231,0.9230769230769231,0,0,6,6,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,103,trrosettarna2_native_ss,130,117,117,0.9,0.9,0,0,15,15,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,107,petfold,130,119,119,0.9153846153846154,0.9153846153846154,0,0,10,10,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,107,rnafold,130,119,119,0.9153846153846154,0.9153846153846154,0,0,9,9,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,107,trrosettarna2_native_ss,130,119,119,0.9153846153846154,0.9153846153846154,0,0,16,16,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,109,petfold,130,117,117,0.9,0.9,0,0,8,8,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,109,rnafold,130,118,118,0.9076923076923077,0.9076923076923077,0,0,8,8,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,109,trrosettarna2_native_ss,130,120,120,0.9230769230769231,0.9230769230769231,0,0,14,14,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,113,petfold,130,111,111,0.8538461538461538,0.8538461538461538,0,0,16,16,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,113,rnafold,130,110,110,0.8461538461538461,0.8461538461538461,0,0,14,14,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,113,trrosettarna2_native_ss,130,117,117,0.9,0.9,0,0,18,18,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,101,petfold,180,165,165,0.9166666666666666,0.9166666666666666,0,0,15,15,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,101,rnafold,180,165,165,0.9166666666666666,0.9166666666666666,0,0,14,14,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,101,trrosettarna2_native_ss,180,161,161,0.8944444444444445,0.8944444444444445,0,0,29,29,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,103,petfold,180,160,160,0.8888888888888888,0.8888888888888888,0,0,14,14,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,103,rnafold,180,162,162,0.9,0.9,0,0,13,13,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,103,trrosettarna2_native_ss,180,157,157,0.8722222222222222,0.8722222222222222,0,0,29,29,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,107,petfold,180,158,158,0.8777777777777778,0.8777777777777778,0,0,17,17,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,107,rnafold,180,159,159,0.8833333333333333,0.8833333333333333,0,0,15,15,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,107,trrosettarna2_native_ss,180,157,157,0.8722222222222222,0.8722222222222222,0,0,29,29,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,109,petfold,180,153,153,0.85,0.85,0,0,20,20,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,109,rnafold,180,154,154,0.8555555555555555,0.8555555555555555,0,0,19,19,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,109,trrosettarna2_native_ss,180,156,156,0.8666666666666667,0.8666666666666667,0,0,31,31,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,113,petfold,180,161,161,0.8944444444444445,0.8944444444444445,0,0,16,16,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,113,rnafold,180,161,161,0.8944444444444445,0.8944444444444445,0,0,15,15,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,10,113,trrosettarna2_native_ss,180,161,161,0.8944444444444445,0.8944444444444445,0,0,30,30,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,101,petfold,338,295,295,0.8727810650887574,0.8727810650887574,0,0,38,38,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,101,rnafold,338,298,298,0.8816568047337278,0.8816568047337278,0,0,34,34,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,101,trrosettarna2_native_ss,338,299,299,0.8846153846153846,0.8846153846153846,0,0,45,45,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,103,petfold,338,295,295,0.8727810650887574,0.8727810650887574,0,0,31,31,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,103,rnafold,338,296,296,0.8757396449704142,0.8757396449704142,0,0,33,33,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,103,trrosettarna2_native_ss,338,294,294,0.8698224852071006,0.8698224852071006,0,0,60,60,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,107,petfold,338,290,290,0.8579881656804734,0.8579881656804734,0,0,50,50,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,107,rnafold,338,293,293,0.8668639053254438,0.8668639053254438,0,0,49,49,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,107,trrosettarna2_native_ss,338,293,293,0.8668639053254438,0.8668639053254438,0,0,55,55,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,109,petfold,338,296,296,0.8757396449704142,0.8757396449704142,0,0,39,39,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,109,rnafold,338,296,296,0.8757396449704142,0.8757396449704142,0,0,39,39,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,109,trrosettarna2_native_ss,338,299,299,0.8846153846153846,0.8846153846153846,0,0,57,57,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,113,petfold,338,292,292,0.863905325443787,0.863905325443787,0,0,38,38,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,113,rnafold,338,294,294,0.8698224852071006,0.8698224852071006,0,0,34,34,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,20,113,trrosettarna2_native_ss,338,294,294,0.8698224852071006,0.8698224852071006,0,0,57,57,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,101,petfold,875,759,759,0.8674285714285714,0.8674285714285714,0,0,95,95,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,101,rnafold,875,762,762,0.8708571428571429,0.8708571428571429,0,0,94,94,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,101,trrosettarna2_native_ss,875,766,766,0.8754285714285714,0.8754285714285714,0,0,121,121,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,103,petfold,875,760,760,0.8685714285714285,0.8685714285714285,0,0,93,93,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,103,rnafold,875,762,762,0.8708571428571429,0.8708571428571429,0,0,93,93,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,103,trrosettarna2_native_ss,875,755,755,0.8628571428571429,0.8628571428571429,0,0,126,126,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,107,petfold,875,764,764,0.8731428571428571,0.8731428571428571,0,0,74,74,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,107,rnafold,875,770,770,0.88,0.88,0,0,72,72,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,50,107,trrosettarna2_native_ss,875,759,759,0.8674285714285714,0.8674285714285714,0,0,127,127,1.0
