condition,evidence_channel,density_percent,source_model,scope,scope_domain,scope_universe_pair_count_mean,scope_universe_pair_count_std,scope_universe_pair_count_min,scope_universe_pair_count_max,direct_evidence_item_count_mean,direct_evidence_item_count_std,direct_evidence_item_count_min,direct_evidence_item_count_max,direct_compliant_before_count_mean,direct_compliant_before_count_std,direct_compliant_before_count_min,direct_compliant_before_count_max,direct_compliant_after_count_mean,direct_compliant_after_count_std,direct_compliant_after_count_min,direct_compliant_after_count_max,macro_precision_mean,macro_precision_std,macro_precision_min,macro_precision_max,macro_recall_mean,macro_recall_std,macro_recall_min,macro_recall_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,micro_precision_mean,micro_precision_std,micro_precision_min,micro_precision_max,micro_recall_mean,micro_recall_std,micro_recall_min,micro_recall_max,micro_f1_mean,micro_f1_std,micro_f1_min,micro_f1_max,macro_delta_f1_mean,macro_delta_f1_std,macro_delta_f1_min,macro_delta_f1_max,micro_delta_f1_mean,micro_delta_f1_std,micro_delta_f1_min,micro_delta_f1_max,beneficial_edits_mean,beneficial_edits_std,beneficial_edits_min,beneficial_edits_max,harmful_edits_mean,harmful_edits_std,harmful_edits_min,harmful_edits_max,modified_pair_count_mean,modified_pair_count_std,modified_pair_count_min,modified_pair_count_max,correct_pair_preservation_mean,correct_pair_preservation_std,correct_pair_preservation_min,correct_pair_preservation_max
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,rnafold,LOCAL_CONFLICT_EFFECT,pair,37.8,5.979966555090421,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.09090909090909091,0.011687715391513183,0.0743801652892562,0.10743801652892562,1.0,0.0,1.0,1.0,37.8,5.979966555090421,33.0,49.0,0.0,0.0,0.0,0.0,37.8,5.979966555090421,33.0,49.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,rnafold,NON_EVIDENCED_EFFECT,pair,1520.2,5.979966555090421,1509.0,1525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9013655491274042,0.0018005507877755672,0.8983746576785807,0.9036573623869868,0.9140828788908516,0.001975635953416082,0.9115786341600635,0.9172940440259351,0.9026691671247626,0.0016864297490657692,0.8999295919096578,0.9047650628405918,0.8660236243135161,0.003936591625033157,0.8629032258064516,0.8734270910436713,0.8801195814648729,0.0013031088022542989,0.8781763826606876,0.8819133034379671,0.873011697468681,0.0024732165546811876,0.8706928492034087,0.8776496838973596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,pair,338.0,0.0,338.0,338.0,338.0,0.0,338.0,338.0,295.8,2.6381811916545836,293.0,299.0,338.0,0.0,338.0,338.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0764996832692506,0.004927851437524828,0.0705010554184108,0.08389878365571123,0.06660097166913466,0.004433301493188472,0.061224489795918324,0.07131537242472263,42.2,2.6381811916545836,39.0,45.0,0.0,0.0,0.0,0.0,42.2,2.6381811916545836,39.0,45.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,pair,54.8,5.1536394906900505,45.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.10413223140495868,0.004048743376501121,0.09917355371900827,0.10743801652892562,1.0,0.0,1.0,1.0,54.8,5.1536394906900505,45.0,60.0,0.0,0.0,0.0,0.0,54.8,5.1536394906900505,45.0,60.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,pair,1715.2,5.1536394906900505,1710.0,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7672538619895611,0.001422893887342213,0.764672463535977,0.7688939296350642,0.9119394339143975,0.0016486990858119038,0.9101874862995427,0.9147618304035416,0.8280826065624203,0.0014882355878095077,0.8260379834084463,0.8303879919793519,0.7554521211363835,0.002773567586050249,0.750161394448031,0.7582846003898636,0.8708520179372197,0.001971734821864408,0.8684603886397608,0.8729446935724963,0.8090562366623489,0.0022465316363948417,0.804987876688604,0.8112617309697602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,petfold,DIRECT_EVIDENCE_EFFECT,pair,875.0,0.0,875.0,875.0,875.0,0.0,875.0,875.0,762.4,3.2619012860600183,759.0,768.0,875.0,0.0,875.0,875.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.06910630145247669,0.0037588658839764325,0.06438317514158157,0.07488658744847045,0.068771793788142,0.002126108528585902,0.06512477175897746,0.07099143206854341,112.6,3.2619012860600183,107.0,116.0,0.0,0.0,0.0,0.0,112.6,3.2619012860600183,107.0,116.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,petfold,LOCAL_CONFLICT_EFFECT,pair,86.2,7.626270385975047,74.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.16363636363636364,0.012146230129503364,0.1487603305785124,0.18181818181818182,1.0,0.0,1.0,1.0,86.2,7.626270385975047,74.0,95.0,0.0,0.0,0.0,0.0,86.2,7.626270385975047,74.0,95.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,petfold,NON_EVIDENCED_EFFECT,pair,955.8,7.626270385975047,947.0,968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8670409878165041,0.00334234869833831,0.8633191546475455,0.8729304044143616,0.914114548066219,0.004704515197076308,0.9077472957234006,0.9206790609278931,0.8812452030840635,0.0035258892525135543,0.8769992969785922,0.885362985750688,0.8190784784285627,0.007794118877734113,0.8071593533487298,0.8282352941176471,0.8746566791510612,0.004072286249762829,0.867665418227216,0.8789013732833958,0.8459463829044991,0.005758988156159318,0.8386322735452909,0.8528164748637189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,rnafold,DIRECT_EVIDENCE_EFFECT,pair,875.0,0.0,875.0,875.0,875.0,0.0,875.0,875.0,767.2,4.955804677345546,762.0,775.0,875.0,0.0,875.0,875.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.06588527601581783,0.003651018874995559,0.06250687841045047,0.07051151639588253,0.06565334339391196,0.0032125086523845897,0.06060606060606055,0.06902871105681119,107.8,4.955804677345546,100.0,113.0,0.0,0.0,0.0,0.0,107.8,4.955804677345546,100.0,113.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,rnafold,LOCAL_CONFLICT_EFFECT,pair,84.0,8.414273587185052,72.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15867768595041323,0.013223140495867768,0.14049586776859505,0.17355371900826447,1.0,0.0,1.0,1.0,84.0,8.414273587185052,72.0,94.0,0.0,0.0,0.0,0.0,84.0,8.414273587185052,72.0,94.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,rnafold,NON_EVIDENCED_EFFECT,pair,937.0,8.414273587185052,927.0,949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885864841580933,0.003646985030443663,0.8813930712691043,0.8911353797717434,0.9209786114592079,0.004319439280765285,0.9140591621816919,0.9256607029334302,0.8950514480653468,0.0036990300643604942,0.8895677421374925,0.900814147738111,0.8384867378987597,0.009167967174273805,0.8260869565217391,0.8494623655913979,0.8811485642946317,0.006187022069095533,0.8714107365792759,0.8876404494382022,0.8592803655559905,0.007490229522108939,0.851089588377724,0.8681318681318682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,pair,875.0,0.0,875.0,875.0,875.0,0.0,875.0,875.0,762.6,4.758150901348127,755.0,767.0,875.0,0.0,875.0,875.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.07498605617877749,0.0022605863178637568,0.07257914828210191,0.07875166946505742,0.06864606734044901,0.003110429532686938,0.06577344701583432,0.07361963190184051,112.4,4.758150901348127,108.0,120.0,0.0,0.0,0.0,0.0,112.4,4.758150901348127,108.0,120.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,pair,123.2,2.7856776554368237,120.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15041322314049588,0.00618455766408916,0.14049586776859505,0.15702479338842976,1.0,0.0,1.0,1.0,123.2,2.7856776554368237,120.0,127.0,0.0,0.0,0.0,0.0,123.2,2.7856776554368237,120.0,127.0,1.0,0.0,1.0,1.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,pair,1109.8,2.7856776554368237,1106.0,1113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7005625336576005,0.0025927504626059813,0.6970459462812622,0.7041895116336189,0.9163463063067807,0.0026767558036458745,0.9126749677639006,0.9203073990129327,0.7843413748595103,0.002521422996862865,0.7810049529155113,0.7881908074880118,0.6934013223416862,0.0032916226460322747,0.6898608349900597,0.6976284584980237,0.8719101123595505,0.00594026329756322,0.8664169787765293,0.8813982521847691,0.7724759480034917,0.004341626111249058,0.7681239623685667,0.7788196359624932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,petfold,DIRECT_EVIDENCE_EFFECT,pair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,petfold,LOCAL_CONFLICT_EFFECT,pair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,petfold,NON_EVIDENCED_EFFECT,pair,1917.0,0.0,1917.0,1917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8952556023530504,0.0,0.8952556023530504,0.8952556023530504,0.9077787598919441,0.0,0.9077787598919441,0.9077787598919441,0.8968492212485739,0.0,0.8968492212485739,0.8968492212485739,0.8585680751173708,0.0,0.8585680751173709,0.8585680751173709,0.87291169451074,0.0,0.8729116945107399,0.8729116945107399,0.865680473372781,0.0,0.8656804733727811,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,rnafold,DIRECT_EVIDENCE_EFFECT,pair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,rnafold,LOCAL_CONFLICT_EFFECT,pair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,rnafold,NON_EVIDENCED_EFFECT,pair,1896.0,0.0,1896.0,1896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069374161618192,0.0,0.9069374161618192,0.9069374161618192,0.9138670306547281,0.0,0.9138670306547281,0.9138670306547281,0.905817611907956,0.0,0.9058176119079561,0.9058176119079561,0.87005316007088,0.0,0.8700531600708801,0.8700531600708801,0.8788782816229117,0.0,0.8788782816229117,0.8788782816229117,0.8744434550311665,0.0,0.8744434550311665,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,pair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,pair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,pair,2108.0,0.0,2108.0,2108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905636556834104,0.0,0.7905636556834104,0.7905636556834104,0.9120849106151278,0.0,0.9120849106151278,0.9120849106151278,0.842871364213295,0.0,0.8428713642132949,0.8428713642132949,0.7717908082408875,0.0,0.7717908082408875,0.7717908082408875,0.8717183770883054,0.0,0.8717183770883055,0.8717183770883055,0.8187167273746148,0.0,0.8187167273746148,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,petfold,DIRECT_EVIDENCE_EFFECT,pair,121.0,0.0,121.0,121.0,121.0,0.0,121.0,121.0,111.4,1.2,110.0,113.0,111.4,1.2,110.0,113.0,0.9206611570247933,0.009917355371900844,0.9090909090909091,0.9338842975206612,0.9206611570247933,0.009917355371900844,0.9090909090909091,0.9338842975206612,0.9206611570247933,0.009917355371900844,0.9090909090909091,0.9338842975206612,1.0,0.0,1.0,1.0,0.9206611570247933,0.009917355371900844,0.9090909090909091,0.9338842975206612,0.9586641303379502,0.005380118666376076,0.9523809523809523,0.9658119658119658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,petfold,LOCAL_CONFLICT_EFFECT,pair,7.0,1.6733200530681511,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.04462809917355372,0.011210462782025237,0.024793388429752067,0.05785123966942149,1.0,0.0,1.0,1.0,7.0,1.6733200530681511,4.0,9.0,0.0,0.0,0.0,0.0,7.0,1.6733200530681511,4.0,9.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,petfold,NON_EVIDENCED_EFFECT,pair,1789.0,1.6733200530681511,1787.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8911562864564058,0.0005974858792400645,0.8904042597109907,0.8921977651647299,0.9065811967180682,0.0016863589091320598,0.9044304982826449,0.9090664385590811,0.8934702723956185,0.001373120781128617,0.8918060853838556,0.895708435032767,0.8524222683683573,0.0009803242186127695,0.8506616257088847,0.853627760252366,0.8691961414790997,0.0007717041800643291,0.8681672025723473,0.8700964630225081,0.8607273670944927,0.0008233286049005887,0.8593252705283259,0.8617834394904459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,rnafold,DIRECT_EVIDENCE_EFFECT,pair,121.0,0.0,121.0,121.0,121.0,0.0,121.0,121.0,112.2,0.7483314773547883,111.0,113.0,112.2,0.7483314773547883,111.0,113.0,0.9272727272727274,0.006184557664089139,0.9173553719008265,0.9338842975206612,0.9272727272727274,0.006184557664089139,0.9173553719008265,0.9338842975206612,0.9272727272727274,0.006184557664089139,0.9173553719008265,0.9338842975206612,1.0,0.0,1.0,1.0,0.9272727272727274,0.006184557664089139,0.9173553719008265,0.9338842975206612,0.9622534528927899,0.0033338097710886947,0.9568965517241379,0.9658119658119658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,rnafold,LOCAL_CONFLICT_EFFECT,pair,5.8,1.6,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.03471074380165289,0.013223140495867768,0.01652892561983471,0.049586776859504134,1.0,0.0,1.0,1.0,5.8,1.6,4.0,8.0,0.0,0.0,0.0,0.0,5.8,1.6,4.0,8.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,rnafold,NON_EVIDENCED_EFFECT,pair,1769.2,1.6,1767.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9031387960927605,0.0009995029225347543,0.90131480501018,0.9042564349791656,0.9128191812843222,0.0014271100127798639,0.9110955251074918,0.9152149364583081,0.9027023660818132,0.001214508408293438,0.9015394551436562,0.9049027958173762,0.864000638200473,0.0009202491466090157,0.8629441624365483,0.8652256834075016,0.8751125401929262,0.00048124210762365565,0.8745980707395499,0.8758842443729904,0.8695209496517993,0.0006504436056839083,0.868732034493772,0.8702046035805626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,trrosettarna2_native_ss,DIRECT_EVIDENCE_EFFECT,pair,121.0,0.0,121.0,121.0,121.0,0.0,121.0,121.0,111.2,1.6,109.0,113.0,111.2,1.6,109.0,113.0,0.9190082644628099,0.013223140495867772,0.9008264462809917,0.9338842975206612,0.9190082644628099,0.013223140495867772,0.9008264462809917,0.9338842975206612,0.9190082644628099,0.013223140495867772,0.9008264462809917,0.9338842975206612,1.0,0.0,1.0,1.0,0.9190082644628099,0.013223140495867772,0.9008264462809917,0.9338842975206612,0.9577455045371087,0.007183725786113645,0.9478260869565217,0.9658119658119658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,trrosettarna2_native_ss,LOCAL_CONFLICT_EFFECT,pair,17.4,1.7435595774162693,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.07603305785123968,0.009637937016273225,0.06611570247933884,0.09090909090909091,1.0,0.0,1.0,1.0,17.4,1.7435595774162693,15.0,20.0,0.0,0.0,0.0,0.0,17.4,1.7435595774162693,15.0,20.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,trrosettarna2_native_ss,NON_EVIDENCED_EFFECT,pair,1969.6,1.7435595774162693,1967.0,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7796972809055178,0.0014449508985769535,0.7778040998959983,0.7814591952970323,0.9117748567400834,0.0012545765704947349,0.9099486932521822,0.9133313646700443,0.8356335905717854,0.0013278558171430385,0.8337729182071006,0.8371391250325969,0.7650193675203794,0.0009625151017539727,0.7637393767705383,0.7664399092970522,0.8680385852090031,0.0010289389067524273,0.8668810289389067,0.8694533762057878,0.8132795478388395,0.0009895466850280748,0.8120481927710843,0.8147032238626092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,petfold,DIRECT_EVIDENCE_EFFECT,pair,130.0,0.0,130.0,130.0,130.0,0.0,130.0,130.0,116.6,3.1368774282716245,111.0,120.0,116.6,3.1368774282716245,111.0,120.0,0.9223140495867769,0.024848423765905632,0.8760330578512396,0.9421487603305785,0.9115702479338843,0.023608027862951575,0.8677685950413223,0.9338842975206612,0.914931129476584,0.02397067828135238,0.8702479338842974,0.9363636363636363,1.0,0.0,1.0,1.0,0.8969230769230769,0.024129826371320204,0.8538461538461538,0.9230769230769231,0.9454885941691545,0.013553363413502908,0.921161825726141,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,5,petfold,LOCAL_CONFLICT_EFFECT,pair,10.4,2.939387691339814,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.05289256198347107,0.01236911532817832,0.04132231404958678,0.0743801652892562,1.0,0.0,1.0,1.0,10.4,2.939387691339814,8.0,16.0,0.0,0.0,0.0,0.0,10.4,2.939387691339814,8.0,16.0,1.0,0.0,1.0,1.0
