epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.3391250831103829,0.42309016716200504,0.7832577461607362
1,0.1273349404263412,0.7286120531755276,0.7385021515689073
2,0.06421976305381684,0.9166647935745488,0.731422165954298
3,0.041550070074703405,1.1062411281003934,0.7252070648933077
4,0.028963413919624415,1.3758133923085225,0.731339879557959
5,0.029397507509328635,1.388780860117714,0.7220458043663892
6,0.023354570627659773,1.4912759539690548,0.7119642963946138
7,0.01991898482868786,1.5720564855827934,0.7069317910855204
8,0.033627391304284014,1.5695449124615284,0.7280327118548079
9,0.017952091230888128,1.7256884170287108,0.7200671779988321
10,0.016332158453410135,1.7854960284276675,0.7215326341740399
11,0.019056321355426994,1.9386779181678402,0.7056197480369936
12,0.02231405881023002,1.8530419962126932,0.7186358136288518
