variant,fold,seed,mode,source_model,macro_delta_f1,micro_delta_f1,modification_precision,correct_pair_preservation,modified_pair_count,modified_rna_count
MODEL_SPECIFIC_PETFOLD,2,67,LEARNED_UNGATED,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,17,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,17,LEARNED_UNGATED,petfold,-0.045401715050434645,-0.04585501453070984,0.23255813953488372,0.8838028169014085,43,16
MODEL_SPECIFIC_PETFOLD,3,17,LEARNED_UNGATED,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,17,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,17,LEARNED_SELECTIVE,petfold,-0.005918005410803141,-0.007838794432501683,0.3,0.9753521126760564,10,5
MODEL_SPECIFIC_PETFOLD,3,17,LEARNED_SELECTIVE,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,29,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,29,LEARNED_UNGATED,petfold,-0.03979425310776143,-0.03649618355500717,0.275,0.897887323943662,40,16
MODEL_SPECIFIC_PETFOLD,3,29,LEARNED_UNGATED,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,29,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,29,LEARNED_SELECTIVE,petfold,0.0011987433862433866,0.001055227143026305,0.6,0.9929577464788732,5,3
MODEL_SPECIFIC_PETFOLD,3,29,LEARNED_SELECTIVE,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,41,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,41,LEARNED_UNGATED,petfold,-0.03398903062446256,-0.03419153168513789,0.2702702702702703,0.9049295774647887,37,16
MODEL_SPECIFIC_PETFOLD,3,41,LEARNED_UNGATED,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,41,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,41,LEARNED_SELECTIVE,petfold,-0.002825877825877824,-0.004012165922474664,0.3333333333333333,0.9859154929577465,6,3
MODEL_SPECIFIC_PETFOLD,3,41,LEARNED_SELECTIVE,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,53,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,53,LEARNED_UNGATED,petfold,-0.035231604864511684,-0.030004402451827006,0.2727272727272727,0.9154929577464789,33,15
MODEL_SPECIFIC_PETFOLD,3,53,LEARNED_UNGATED,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,53,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,53,LEARNED_SELECTIVE,petfold,-0.0037197810462828947,-0.005534558688934155,0.2,0.9859154929577465,5,5
MODEL_SPECIFIC_PETFOLD,3,53,LEARNED_SELECTIVE,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,67,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,67,LEARNED_UNGATED,petfold,-0.036729713605560564,-0.036876504987960135,0.2857142857142857,0.8943661971830986,42,16
MODEL_SPECIFIC_PETFOLD,3,67,LEARNED_UNGATED,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,67,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,3,67,LEARNED_SELECTIVE,petfold,-0.0018017419699429271,-0.0027314408350405106,0.4444444444444444,0.9823943661971831,9,5
MODEL_SPECIFIC_PETFOLD,3,67,LEARNED_SELECTIVE,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,17,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,17,LEARNED_UNGATED,petfold,-0.08706815446959659,-0.08813806990813755,0.28888888888888886,0.7722419928825622,90,18
MODEL_SPECIFIC_PETFOLD,4,17,LEARNED_UNGATED,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,17,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,17,LEARNED_SELECTIVE,petfold,-0.0001340723487462577,-0.0010016257155845976,0.5,0.9893238434163701,6,3
MODEL_SPECIFIC_PETFOLD,4,17,LEARNED_SELECTIVE,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,29,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,29,LEARNED_UNGATED,petfold,-0.05148731087089135,-0.05031403932195744,0.3225806451612903,0.8505338078291815,62,15
MODEL_SPECIFIC_PETFOLD,4,29,LEARNED_UNGATED,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,29,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,29,LEARNED_SELECTIVE,petfold,0.0013630089717046278,0.0028682615629983532,1.0,1.0,2,2
MODEL_SPECIFIC_PETFOLD,4,29,LEARNED_SELECTIVE,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,41,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,41,LEARNED_UNGATED,petfold,-0.0772604621170726,-0.08302305082147488,0.29069767441860467,0.7829181494661922,86,19
MODEL_SPECIFIC_PETFOLD,4,41,LEARNED_UNGATED,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,41,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,41,LEARNED_SELECTIVE,petfold,-0.001224136997794283,-0.0006656068158138462,0.5,0.9928825622775801,4,3
MODEL_SPECIFIC_PETFOLD,4,41,LEARNED_SELECTIVE,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,53,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,53,LEARNED_UNGATED,petfold,-0.07357814576112849,-0.07516385522532276,0.2911392405063291,0.800711743772242,79,17
MODEL_SPECIFIC_PETFOLD,4,53,LEARNED_UNGATED,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,67,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,67,LEARNED_UNGATED,petfold,-0.06148340308041414,-0.06088870046231809,0.32432432432432434,0.8220640569395018,74,17
MODEL_SPECIFIC_PETFOLD,4,67,LEARNED_UNGATED,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,67,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_PETFOLD,4,67,LEARNED_SELECTIVE,petfold,0.004087659852093213,0.007205239054959733,1.0,1.0,5,4
MODEL_SPECIFIC_PETFOLD,4,67,LEARNED_SELECTIVE,trrosettarna2_native_ss,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,17,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,17,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,17,LEARNED_UNGATED,trrosettarna2_native_ss,0.035441292283861336,0.045291611640773444,0.7294117647058823,0.9272151898734177,85,24
MODEL_SPECIFIC_TRROSETTARNA2,0,17,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,17,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,17,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.059966968062418156,0.06662072616801618,0.9473684210526315,0.990506329113924,57,21
MODEL_SPECIFIC_TRROSETTARNA2,0,29,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,29,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,29,LEARNED_UNGATED,trrosettarna2_native_ss,0.038059068525143014,0.04552969270737661,0.7349397590361446,0.930379746835443,83,24
MODEL_SPECIFIC_TRROSETTARNA2,0,29,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,29,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,29,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.06022721112829972,0.06979657154347574,0.9818181818181818,0.9968354430379747,55,20
MODEL_SPECIFIC_TRROSETTARNA2,0,41,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,41,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,41,LEARNED_UNGATED,trrosettarna2_native_ss,0.033088351107390744,0.043592228103364605,0.7209302325581395,0.9240506329113924,86,24
MODEL_SPECIFIC_TRROSETTARNA2,0,41,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,41,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,41,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.054624775371388254,0.06629014461997629,0.9180327868852459,0.9841772151898734,61,22
MODEL_SPECIFIC_TRROSETTARNA2,0,53,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,53,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,53,LEARNED_UNGATED,trrosettarna2_native_ss,0.038787101815628645,0.04675178576529193,0.7325581395348837,0.9272151898734177,86,24
MODEL_SPECIFIC_TRROSETTARNA2,0,53,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,53,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,53,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.055893625662487796,0.06411516327567401,0.9803921568627451,0.9968354430379747,51,19
MODEL_SPECIFIC_TRROSETTARNA2,0,67,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,67,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,67,LEARNED_UNGATED,trrosettarna2_native_ss,0.035833549077368694,0.045291611640773444,0.7294117647058823,0.9272151898734177,85,24
MODEL_SPECIFIC_TRROSETTARNA2,0,67,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,67,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,0,67,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.058629175420277686,0.06662072616801618,0.9473684210526315,0.990506329113924,57,21
MODEL_SPECIFIC_TRROSETTARNA2,1,17,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,17,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,17,LEARNED_UNGATED,trrosettarna2_native_ss,0.027257267699113602,0.04512905337882078,0.7627118644067796,0.943089430894309,59,19
MODEL_SPECIFIC_TRROSETTARNA2,1,17,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,17,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,17,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.05248888085720327,0.06688406717141004,0.9767441860465116,0.9959349593495935,43,14
MODEL_SPECIFIC_TRROSETTARNA2,1,29,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,29,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,29,LEARNED_UNGATED,trrosettarna2_native_ss,0.03261860957361337,0.049387631810193344,0.7894736842105263,0.9512195121951219,57,18
MODEL_SPECIFIC_TRROSETTARNA2,1,41,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,41,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,41,LEARNED_UNGATED,trrosettarna2_native_ss,0.018354993398531385,0.03867818900940434,0.7258064516129032,0.9308943089430894,62,20
MODEL_SPECIFIC_TRROSETTARNA2,1,53,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,53,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,53,LEARNED_UNGATED,trrosettarna2_native_ss,0.02054067954870192,0.04046347173114195,0.7301587301587301,0.9308943089430894,63,19
MODEL_SPECIFIC_TRROSETTARNA2,1,67,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,67,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,1,67,LEARNED_UNGATED,trrosettarna2_native_ss,0.010328032614217659,0.0339334817107898,0.696969696969697,0.9186991869918699,66,21
MODEL_SPECIFIC_TRROSETTARNA2,2,17,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,2,17,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,2,17,LEARNED_UNGATED,trrosettarna2_native_ss,0.05123930283485075,0.06550382432108315,0.7894736842105263,0.8956521739130435,171,21
MODEL_SPECIFIC_TRROSETTARNA2,2,29,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,2,29,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,2,29,LEARNED_UNGATED,trrosettarna2_native_ss,0.052902752410240346,0.06964596480277607,0.806060606060606,0.9072463768115943,165,21
MODEL_SPECIFIC_TRROSETTARNA2,2,41,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,2,41,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,2,41,LEARNED_UNGATED,trrosettarna2_native_ss,0.057129703202232936,0.07624766535543992,0.8376623376623377,0.927536231884058,154,22
MODEL_SPECIFIC_TRROSETTARNA2,2,53,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,2,53,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,2,53,LEARNED_UNGATED,trrosettarna2_native_ss,0.05437624457306648,0.07317938668502733,0.8132530120481928,0.9101449275362319,166,21
MODEL_SPECIFIC_TRROSETTARNA2,2,67,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,2,67,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,2,67,LEARNED_UNGATED,trrosettarna2_native_ss,0.04953308194817677,0.06413688437338616,0.7962962962962963,0.9043478260869565,162,21
MODEL_SPECIFIC_TRROSETTARNA2,3,17,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,17,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,17,LEARNED_UNGATED,trrosettarna2_native_ss,0.03944319167060874,0.07897232382637254,0.8690476190476191,0.9581749049429658,84,23
MODEL_SPECIFIC_TRROSETTARNA2,3,17,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,17,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,17,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.04073846579273382,0.07628830521482244,0.953125,0.9885931558935361,64,18
MODEL_SPECIFIC_TRROSETTARNA2,3,29,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,29,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,29,LEARNED_UNGATED,trrosettarna2_native_ss,0.04389566901782293,0.08133561643835618,0.8888888888888888,0.9657794676806084,81,22
MODEL_SPECIFIC_TRROSETTARNA2,3,29,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,29,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,29,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.04973103985488409,0.08074710419730158,0.9552238805970149,0.9885931558935361,67,20
MODEL_SPECIFIC_TRROSETTARNA2,3,41,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,41,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,41,LEARNED_UNGATED,trrosettarna2_native_ss,0.04156915212990254,0.07743995248171665,0.8674698795180723,0.9581749049429658,83,23
MODEL_SPECIFIC_TRROSETTARNA2,3,53,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,53,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,53,LEARNED_UNGATED,trrosettarna2_native_ss,0.035721243121073984,0.07351704611978593,0.8470588235294118,0.9505703422053232,85,23
MODEL_SPECIFIC_TRROSETTARNA2,3,53,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,53,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,53,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.036615324441331594,0.06895638938521609,0.9491525423728814,0.9885931558935361,59,18
MODEL_SPECIFIC_TRROSETTARNA2,3,67,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,67,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,3,67,LEARNED_UNGATED,trrosettarna2_native_ss,0.04745366274823045,0.0848078386605784,0.9012345679012346,0.9695817490494296,81,21
MODEL_SPECIFIC_TRROSETTARNA2,4,17,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,17,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,17,LEARNED_UNGATED,trrosettarna2_native_ss,0.06287390828897307,0.056473607407034665,0.7945205479452054,0.9484536082474226,73,23
MODEL_SPECIFIC_TRROSETTARNA2,4,17,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,17,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,17,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.07267316150559709,0.06991898555829512,0.9464285714285714,0.9896907216494846,56,22
MODEL_SPECIFIC_TRROSETTARNA2,4,29,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,29,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,29,LEARNED_UNGATED,trrosettarna2_native_ss,0.06000763937418772,0.04948450485201594,0.76,0.9381443298969072,75,23
MODEL_SPECIFIC_TRROSETTARNA2,4,29,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,29,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,29,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.07261640162424825,0.06991898555829512,0.9464285714285714,0.9896907216494846,56,22
MODEL_SPECIFIC_TRROSETTARNA2,4,41,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,41,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,41,LEARNED_UNGATED,trrosettarna2_native_ss,0.06436165453662786,0.05466844089598577,0.7837837837837838,0.9450171821305842,74,23
MODEL_SPECIFIC_TRROSETTARNA2,4,41,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,41,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,41,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.07369110491484483,0.07127125060224371,0.9322033898305084,0.9862542955326461,59,22
MODEL_SPECIFIC_TRROSETTARNA2,4,53,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,53,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,53,LEARNED_UNGATED,trrosettarna2_native_ss,0.0638964968115616,0.056473607407034665,0.7945205479452054,0.9484536082474226,73,23
MODEL_SPECIFIC_TRROSETTARNA2,4,53,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,53,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,53,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.07145017258916675,0.06991898555829512,0.9464285714285714,0.9896907216494846,56,22
MODEL_SPECIFIC_TRROSETTARNA2,4,67,LEARNED_UNGATED,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,67,LEARNED_UNGATED,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,67,LEARNED_UNGATED,trrosettarna2_native_ss,0.06810089602007595,0.06029510261613669,0.8260869565217391,0.9587628865979382,69,23
MODEL_SPECIFIC_TRROSETTARNA2,4,67,LEARNED_SELECTIVE,rnafold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,67,LEARNED_SELECTIVE,petfold,nan,0.0,0.0,1.0,0,0
MODEL_SPECIFIC_TRROSETTARNA2,4,67,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.07325392439291856,0.07145937258053447,0.9473684210526315,0.9896907216494846,57,22
POOLED_SOURCE_AWARE,0,17,LEARNED_UNGATED,rnafold,-0.06503477819043703,-0.1087967583536269,0.16470588235294117,0.7702265372168284,85,15
POOLED_SOURCE_AWARE,0,17,LEARNED_UNGATED,petfold,-0.06896306560563349,-0.11492976514352338,0.21782178217821782,0.7435064935064936,101,17
POOLED_SOURCE_AWARE,0,17,LEARNED_UNGATED,trrosettarna2_native_ss,0.009243559908980731,0.0021895096324653363,0.5663716814159292,0.8449367088607594,113,25
POOLED_SOURCE_AWARE,0,17,LEARNED_SELECTIVE,rnafold,-0.007109165628347216,-0.016610210903921563,0.08333333333333333,0.9644012944983819,12,4
POOLED_SOURCE_AWARE,0,17,LEARNED_SELECTIVE,petfold,-0.003035424723117206,-0.011987135756748812,0.35,0.9577922077922078,20,8
POOLED_SOURCE_AWARE,0,17,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.0553512465316299,0.06325063094216465,0.9016393442622951,0.9810126582278481,61,20
POOLED_SOURCE_AWARE,0,29,LEARNED_UNGATED,rnafold,-0.07146812556793342,-0.11216938140257027,0.17777777777777778,0.7605177993527508,90,16
POOLED_SOURCE_AWARE,0,29,LEARNED_UNGATED,petfold,-0.07205300528618089,-0.11148742435178505,0.22772277227722773,0.7467532467532467,101,18
POOLED_SOURCE_AWARE,0,29,LEARNED_UNGATED,trrosettarna2_native_ss,0.010460748555479902,0.010984970459336219,0.5909090909090909,0.8575949367088608,110,25
POOLED_SOURCE_AWARE,0,29,LEARNED_SELECTIVE,rnafold,-0.0004649122807017569,-0.0016082088573851072,0.0,0.9967637540453075,1,1
POOLED_SOURCE_AWARE,0,29,LEARNED_SELECTIVE,petfold,0.0017559450447010817,-0.0008589425462874889,0.5,0.9902597402597403,6,5
POOLED_SOURCE_AWARE,0,29,LEARNED_SELECTIVE,trrosettarna2_native_ss,0.05395002497928645,0.06253062620289296,0.9615384615384616,0.9936708860759493,52,19
POOLED_SOURCE_AWARE,0,41,LEARNED_UNGATED,rnafold,-0.08076415512990004,-0.1293456577685057,0.14736842105263157,0.7378640776699029,95,16
POOLED_SOURCE_AWARE,0,41,LEARNED_UNGATED,petfold,-0.0721281671631427,-0.11986358808072894,0.21904761904761905,0.7337662337662337,105,17
POOLED_SOURCE_AWARE,0,41,LEARNED_UNGATED,trrosettarna2_native_ss,0.0097179093577462,0.00258033818900516,0.5675675675675675,0.8481012658227848,111,25
