variant,fold,seed,mode,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,macro_delta_f1,micro_delta_f1,modified_pair_count,modified_rna_count,beneficial_edit_count,harmful_edit_count,modification_precision,delete_recall,beneficial_harmful_ratio,correct_pair_preservation
MODEL_SPECIFIC_TRROSETTARNA2,0,17,LEARNED_SELECTIVE,0.9529126050420169,0.9682397271952259,0.9589682232978088,0.9484848484848485,0.9427710843373494,0.945619335347432,0.059966968062418156,0.06662072616801618,57,21,54,3,0.9473684210526315,0.7605633802816901,18.0,0.990506329113924
MODEL_SPECIFIC_TRROSETTARNA2,0,29,LEARNED_UNGATED,0.9711042471042473,0.9094013477854911,0.9370603237605338,0.9671052631578947,0.8855421686746988,0.9245283018867925,0.038059068525143014,0.04552969270737661,83,24,61,22,0.7349397590361446,0.8591549295774648,2.772727272727273,0.930379746835443
MODEL_SPECIFIC_TRROSETTARNA2,0,29,LEARNED_SELECTIVE,0.94884593837535,0.9731730605285592,0.9592284663636906,0.9487951807228916,0.9487951807228916,0.9487951807228916,0.06022721112829972,0.06979657154347574,55,20,54,1,0.9818181818181818,0.7605633802816901,54.0,0.9968354430379747
MODEL_SPECIFIC_TRROSETTARNA2,0,41,LEARNED_UNGATED,0.972,0.9001984492347664,0.9320896063427816,0.9700996677740864,0.8795180722891566,0.9225908372827805,0.033088351107390744,0.043592228103364605,86,24,62,24,0.7209302325581395,0.8732394366197183,2.5833333333333335,0.9240506329113924
MODEL_SPECIFIC_TRROSETTARNA2,0,41,LEARNED_SELECTIVE,0.9594986856280974,0.9525254414809402,0.9536260306067791,0.9539877300613497,0.9367469879518072,0.9452887537993921,0.054624775371388254,0.06629014461997629,61,22,56,5,0.9180327868852459,0.7887323943661971,11.2,0.9841772151898734
MODEL_SPECIFIC_TRROSETTARNA2,0,53,LEARNED_UNGATED,0.9730043290043291,0.9098844395729305,0.9377883570510196,0.973421926910299,0.8825301204819277,0.9257503949447078,0.038787101815628645,0.04675178576529193,86,24,63,23,0.7325581395348837,0.8873239436619719,2.739130434782609,0.9272151898734177
MODEL_SPECIFIC_TRROSETTARNA2,0,53,LEARNED_SELECTIVE,0.9406185526185525,0.9731730605285592,0.9548948808978787,0.9375,0.9487951807228916,0.9431137724550899,0.055893625662487796,0.06411516327567401,51,19,50,1,0.9803921568627451,0.704225352112676,50.0,0.9968354430379747
MODEL_SPECIFIC_TRROSETTARNA2,0,67,LEARNED_UNGATED,0.972,0.9054365444728617,0.9348348043127594,0.9701986754966887,0.8825301204819277,0.9242902208201893,0.035833549077368694,0.045291611640773444,85,24,62,23,0.7294117647058823,0.8732394366197183,2.6956521739130435,0.9272151898734177
MODEL_SPECIFIC_TRROSETTARNA2,0,67,LEARNED_SELECTIVE,0.9529126050420169,0.9658587748142736,0.9576304306556684,0.9484848484848485,0.9427710843373494,0.945619335347432,0.058629175420277686,0.06662072616801618,57,21,54,3,0.9473684210526315,0.7605633802816901,18.0,0.990506329113924
MODEL_SPECIFIC_TRROSETTARNA2,1,17,LEARNED_UNGATED,0.940375939849624,0.8780814093314092,0.9015454782376459,0.9666666666666667,0.8592592592592593,0.9098039215686274,0.027257267699113602,0.04512905337882078,59,19,45,14,0.7627118644067796,0.8490566037735849,3.2142857142857144,0.943089430894309
MODEL_SPECIFIC_TRROSETTARNA2,1,17,LEARNED_SELECTIVE,0.934856174756537,0.9240327380952381,0.9267770913957355,0.95703125,0.9074074074074074,0.9315589353612167,0.05248888085720327,0.06688406717141004,43,14,42,1,0.9767441860465116,0.7924528301886793,42.0,0.9959349593495935
MODEL_SPECIFIC_TRROSETTARNA2,1,29,LEARNED_UNGATED,0.9405401234567901,0.8880516474266474,0.9069068201121455,0.9669421487603306,0.8666666666666667,0.9140625,0.03261860957361337,0.049387631810193344,57,18,45,12,0.7894736842105263,0.8490566037735849,3.75,0.9512195121951219
MODEL_SPECIFIC_TRROSETTARNA2,1,41,LEARNED_UNGATED,0.9402614709851552,0.8629945286195285,0.8926432039370636,0.9662447257383966,0.8481481481481481,0.903353057199211,0.018354993398531385,0.03867818900940434,62,20,45,17,0.7258064516129032,0.8490566037735849,2.6470588235294117,0.9308943089430894
MODEL_SPECIFIC_TRROSETTARNA2,1,53,LEARNED_UNGATED,0.9403208252111761,0.8667553511303511,0.8948288900872341,0.9703389830508474,0.8481481481481481,0.9051383399209486,0.02054067954870192,0.04046347173114195,63,19,46,17,0.7301587301587301,0.8679245283018868,2.7058823529411766,0.9308943089430894
MODEL_SPECIFIC_TRROSETTARNA2,1,67,LEARNED_UNGATED,0.9402614709851552,0.8491056397306397,0.8846162431527498,0.9699570815450643,0.837037037037037,0.8986083499005965,0.010328032614217659,0.0339334817107898,66,21,46,20,0.696969696969697,0.8679245283018868,2.3,0.9186991869918699
MODEL_SPECIFIC_TRROSETTARNA2,2,17,LEARNED_UNGATED,0.8824840322602471,0.7901086485424998,0.8158749243600433,0.9507692307692308,0.6717391304347826,0.7872611464968153,0.05123930283485075,0.06550382432108315,171,21,135,36,0.7894736842105263,0.8940397350993378,3.75,0.8956521739130435
MODEL_SPECIFIC_TRROSETTARNA2,2,29,LEARNED_UNGATED,0.8809343434343435,0.7890536265635113,0.8175383739354327,0.945619335347432,0.6804347826086956,0.7914032869785083,0.052902752410240346,0.06964596480277607,165,21,133,32,0.806060606060606,0.8807947019867549,4.15625,0.9072463768115943
MODEL_SPECIFIC_TRROSETTARNA2,2,41,LEARNED_UNGATED,0.8740197001066567,0.7960668132671193,0.8217653247274254,0.935672514619883,0.6956521739130435,0.7980049875311721,0.057129703202232936,0.07624766535543992,154,22,129,25,0.8376623376623377,0.8543046357615894,5.16,0.927536231884058
MODEL_SPECIFIC_TRROSETTARNA2,2,53,LEARNED_UNGATED,0.8833814333814334,0.7921676451201581,0.8190118660982589,0.9515151515151515,0.6826086956521739,0.7949367088607595,0.05437624457306648,0.07317938668502733,166,21,135,31,0.8132530120481928,0.8940397350993378,4.354838709677419,0.9101449275362319
MODEL_SPECIFIC_TRROSETTARNA2,2,67,LEARNED_UNGATED,0.8701141853315767,0.7873765391221044,0.8141687034733692,0.9341317365269461,0.6782608695652174,0.7858942065491183,0.04953308194817677,0.06413688437338616,162,21,129,33,0.7962962962962963,0.8543046357615894,3.909090909090909,0.9043478260869565
MODEL_SPECIFIC_TRROSETTARNA2,3,17,LEARNED_UNGATED,0.8883267195767196,0.8296729477379632,0.8519073594076181,0.9545454545454546,0.8155339805825242,0.8795811518324608,0.03944319167060874,0.07897232382637254,84,23,73,11,0.8690476190476191,0.8588235294117647,6.636363636363637,0.9581749049429658
MODEL_SPECIFIC_TRROSETTARNA2,3,17,LEARNED_SELECTIVE,0.8501834052385523,0.8631334686984843,0.8532026335297432,0.9154929577464789,0.8414239482200647,0.8768971332209107,0.04073846579273382,0.07628830521482244,64,18,61,3,0.953125,0.7176470588235294,20.333333333333332,0.9885931558935361
MODEL_SPECIFIC_TRROSETTARNA2,3,29,LEARNED_UNGATED,0.8842592592592592,0.8398225203875359,0.8563598367548323,0.951310861423221,0.8220064724919094,0.8819444444444444,0.04389566901782293,0.08133561643835618,81,22,72,9,0.8888888888888888,0.8470588235294118,8.0,0.9657794676806084
MODEL_SPECIFIC_TRROSETTARNA2,3,29,LEARNED_SELECTIVE,0.8683960375136847,0.8631334686984843,0.8621952075918934,0.9252669039145908,0.8414239482200647,0.8813559322033898,0.04973103985488409,0.08074710419730158,67,20,64,3,0.9552238805970149,0.7529411764705882,21.333333333333332,0.9885931558935361
MODEL_SPECIFIC_TRROSETTARNA2,3,41,LEARNED_UNGATED,0.8883267195767196,0.8336412017062171,0.8540333198669119,0.9509433962264151,0.8155339805825242,0.8780487804878049,0.04156915212990254,0.07743995248171665,83,23,72,11,0.8674698795180723,0.8470588235294118,6.545454545454546,0.9581749049429658
MODEL_SPECIFIC_TRROSETTARNA2,3,53,LEARNED_UNGATED,0.8883267195767196,0.8231072911723066,0.8481854108580834,0.9505703422053232,0.8090614886731392,0.8741258741258742,0.035721243121073984,0.07351704611978593,85,23,72,13,0.8470588235294118,0.8470588235294118,5.538461538461538,0.9505703422053232
MODEL_SPECIFIC_TRROSETTARNA2,3,53,LEARNED_SELECTIVE,0.8411426774478244,0.8631334686984843,0.849079492178341,0.8996539792387543,0.8414239482200647,0.8695652173913043,0.036615324441331594,0.06895638938521609,59,18,56,3,0.9491525423728814,0.6588235294117647,18.666666666666668,0.9885931558935361
MODEL_SPECIFIC_TRROSETTARNA2,3,67,LEARNED_UNGATED,0.8842592592592592,0.8463396144046299,0.8599178304852398,0.9550561797752809,0.8252427184466019,0.8854166666666666,0.04745366274823045,0.0848078386605784,81,21,73,8,0.9012345679012346,0.8588235294117647,9.125,0.9695817490494296
MODEL_SPECIFIC_TRROSETTARNA2,4,17,LEARNED_UNGATED,0.9559320887445888,0.9059323778073779,0.924502728860069,0.9517241379310345,0.9049180327868852,0.9277310924369748,0.06287390828897307,0.056473607407034665,73,23,58,15,0.7945205479452054,0.8055555555555556,3.8666666666666667,0.9484536082474226
MODEL_SPECIFIC_TRROSETTARNA2,4,17,LEARNED_SELECTIVE,0.9405344982922123,0.9396479677729678,0.9343019820766929,0.9381107491856677,0.9442622950819672,0.9411764705882353,0.07267316150559709,0.06991898555829512,56,22,53,3,0.9464285714285714,0.7361111111111112,17.666666666666668,0.9896907216494846
MODEL_SPECIFIC_TRROSETTARNA2,4,29,LEARNED_UNGATED,0.95402922862162,0.9027938496688496,0.9216364599452834,0.9479166666666666,0.8950819672131147,0.9207419898819561,0.06000763937418772,0.04948450485201594,75,23,57,18,0.76,0.7916666666666666,3.1666666666666665,0.9381443298969072
MODEL_SPECIFIC_TRROSETTARNA2,4,29,LEARNED_SELECTIVE,0.9430699332873246,0.9373481842231843,0.934245222195344,0.9381107491856677,0.9442622950819672,0.9411764705882353,0.07261640162424825,0.06991898555829512,56,22,53,3,0.9464285714285714,0.7361111111111112,17.666666666666668,0.9896907216494846
MODEL_SPECIFIC_TRROSETTARNA2,4,41,LEARNED_UNGATED,0.9558480833682447,0.9086380055130056,0.9259904751077236,0.9515570934256056,0.9016393442622951,0.9259259259259259,0.06436165453662786,0.05466844089598577,74,23,58,16,0.7837837837837838,0.8055555555555556,3.625,0.9450171821305842
MODEL_SPECIFIC_TRROSETTARNA2,4,41,LEARNED_SELECTIVE,0.9463215353292492,0.935860088985089,0.9353199254859407,0.944078947368421,0.940983606557377,0.9425287356321839,0.07369110491484483,0.07127125060224371,59,22,55,4,0.9322033898305084,0.7638888888888888,13.75,0.9862542955326461
MODEL_SPECIFIC_TRROSETTARNA2,4,53,LEARNED_UNGATED,0.9559320887445888,0.9080968799718799,0.9255253173826574,0.9517241379310345,0.9049180327868852,0.9277310924369748,0.0638964968115616,0.056473607407034665,73,23,58,15,0.7945205479452054,0.8055555555555556,3.8666666666666667,0.9484536082474226
MODEL_SPECIFIC_TRROSETTARNA2,4,53,LEARNED_SELECTIVE,0.9403868524792438,0.9373481842231843,0.9330789931602625,0.9381107491856677,0.9442622950819672,0.9411764705882353,0.07145017258916675,0.06991898555829512,56,22,53,3,0.9464285714285714,0.7361111111111112,17.666666666666668,0.9896907216494846
MODEL_SPECIFIC_TRROSETTARNA2,4,67,LEARNED_UNGATED,0.9544080942483304,0.9175880832130833,0.9297297165911718,0.9489795918367347,0.9147540983606557,0.9315525876460768,0.06810089602007595,0.06029510261613669,69,23,57,12,0.8260869565217391,0.7916666666666666,4.75,0.9587628865979382
MODEL_SPECIFIC_TRROSETTARNA2,4,67,LEARNED_SELECTIVE,0.9441747312671226,0.9373481842231843,0.9348827449640144,0.9411764705882353,0.9442622950819672,0.9427168576104746,0.07325392439291856,0.07145937258053447,57,22,54,3,0.9473684210526315,0.75,18.0,0.9896907216494846
POOLED_SOURCE_AWARE,0,17,LEARNED_UNGATED,0.9299356818704644,0.8122432355179158,0.8567575326902215,0.9374201787994891,0.7369477911646586,0.8251826869027543,-0.04158476129569659,-0.07279613889127845,299,57,100,199,0.33444816053511706,0.6711409395973155,0.5025125628140703,0.7867095391211146
POOLED_SOURCE_AWARE,0,17,LEARNED_SELECTIVE,0.9058484889995005,0.9254996792920067,0.9134111793793066,0.9130434782608695,0.9066265060240963,0.909823677581864,0.015068885393388494,0.011844851787831234,93,32,63,30,0.6774193548387096,0.4228187919463087,2.1,0.9678456591639871
POOLED_SOURCE_AWARE,0,29,LEARNED_UNGATED,0.93354884004884,0.8030687129106566,0.8539888332197066,0.942381562099872,0.7389558232931727,0.8283624085537422,-0.044353460766211474,-0.06961641724029055,301,59,104,197,0.34551495016611294,0.697986577181208,0.5279187817258884,0.7888531618435155
POOLED_SOURCE_AWARE,0,29,LEARNED_SELECTIVE,0.9010207092147235,0.9367928118107147,0.9167559799003466,0.906158357771261,0.9307228915662651,0.9182763744427934,0.01841368591442859,0.020297548648760655,59,25,53,6,0.8983050847457628,0.35570469798657717,8.833333333333334,0.9935691318327974
POOLED_SOURCE_AWARE,0,41,LEARNED_UNGATED,0.9297453355611249,0.8028472241219045,0.8506174896741525,0.9364461738002594,0.7248995983935743,0.8172043010752689,-0.04772480431176551,-0.0807745247187639,311,58,100,211,0.3215434083601286,0.6711409395973155,0.47393364928909953,0.7738478027867095
POOLED_SOURCE_AWARE,0,41,LEARNED_SELECTIVE,0.8986153738093883,0.936836384795464,0.9155201573878227,0.9051808406647116,0.929718875502008,0.9172857850421,0.017177863401904345,0.019306959248067246,59,23,52,7,0.8813559322033898,0.348993288590604,7.428571428571429,0.992497320471597
POOLED_SOURCE_AWARE,0,53,LEARNED_UNGATED,0.9284505743853569,0.8018622662740309,0.8503512280787453,0.9360613810741688,0.7349397590361446,0.8233970753655793,-0.04799106590717283,-0.0745817504284535,300,60,99,201,0.33,0.6644295302013423,0.4925373134328358,0.7845659163987139
POOLED_SOURCE_AWARE,0,53,LEARNED_SELECTIVE,0.9067533136376585,0.931182316404823,0.9167685891528466,0.9148296593186372,0.9166666666666666,0.9157472417251755,0.018426295166928418,0.017768415931142756,84,30,64,20,0.7619047619047619,0.42953020134228187,3.2,0.9785637727759914
POOLED_SOURCE_AWARE,0,67,LEARNED_UNGATED,0.9300131012027564,0.8056066417053629,0.8524953807382468,0.9369369369369369,0.7309236947791165,0.8212069937958263,-0.045846913247671296,-0.07677183199820647,305,58,100,205,0.32786885245901637,0.6711409395973155,0.4878048780487805,0.7802786709539121
POOLED_SOURCE_AWARE,0,67,LEARNED_SELECTIVE,0.9002873421918829,0.936052071069974,0.9160955284224593,0.9059745347698335,0.928714859437751,0.917203767972236,0.017753234436541074,0.019224942178203253,61,27,53,8,0.8688524590163934,0.35570469798657717,6.625,0.9914255091103966
POOLED_SOURCE_AWARE,1,17,LEARNED_UNGATED,0.932026878310979,0.816060280383197,0.864731615446102,0.9368575624082232,0.7876543209876543,0.8558014755197854,-0.025110348003228502,-0.023332619489234485,172,61,79,93,0.45930232558139533,0.6475409836065574,0.8494623655913979,0.8727770177838577
POOLED_SOURCE_AWARE,1,29,LEARNED_UNGATED,0.9279527676764996,0.8145222061888728,0.8610682711391515,0.9317851959361393,0.7925925925925926,0.85657104736491,-0.02877369231017903,-0.02256304764410988,164,61,75,89,0.4573170731707317,0.6147540983606558,0.8426966292134831,0.8782489740082079
POOLED_SOURCE_AWARE,1,41,LEARNED_UNGATED,0.933323950133413,0.8231410082972582,0.8695573582258942,0.9390420899854862,0.7987654320987654,0.8632421614409607,-0.020284605223436343,-0.01589193356805918,164,60,80,84,0.4878048780487805,0.6557377049180327,0.9523809523809523,0.8850889192886456
POOLED_SOURCE_AWARE,1,53,LEARNED_UNGATED,0.9290034581646425,0.8125460958794292,0.860473365673436,0.9331395348837209,0.7925925925925926,0.8571428571428571,-0.029368597775894536,-0.02199123786616275,165,61,76,89,0.46060606060606063,0.6229508196721312,0.8539325842696629,0.8782489740082079
POOLED_SOURCE_AWARE,1,67,LEARNED_UNGATED,0.9357479649203524,0.8096197590989257,0.8621452007968817,0.9409158050221565,0.7864197530864198,0.8567585743106927,-0.027696762652448827,-0.022375520698327156,176,64,82,94,0.4659090909090909,0.6721311475409836,0.8723404255319149,0.8714090287277702
POOLED_SOURCE_AWARE,2,17,LEARNED_UNGATED,0.905233134920635,0.7055353221276444,0.7771735353115921,0.923963133640553,0.5811594202898551,0.7135231316725978,-0.052239072432640206,-0.0390875993320835,529,69,286,243,0.5406427221172023,0.8125,1.176954732510288,0.7674641148325358
POOLED_SOURCE_AWARE,2,29,LEARNED_UNGATED,0.9021065512918247,0.7294466138297544,0.7918775859592765,0.9197802197802197,0.6065217391304348,0.731004366812227,-0.03753502178495591,-0.02160636419245432,487,67,279,208,0.5728952772073922,0.7926136363636364,1.3413461538461537,0.8009569377990431
POOLED_SOURCE_AWARE,2,29,LEARNED_SELECTIVE,0.8731564908338775,0.8404034456178162,0.8514237166510749,0.8298217179902755,0.7420289855072464,0.7834736036725325,0.022011108906842547,0.03086287266785115,163,33,142,21,0.8711656441717791,0.4034090909090909,6.761904761904762,0.9799043062200957
POOLED_SOURCE_AWARE,2,41,LEARNED_UNGATED,0.9059824133193699,0.7159987733227458,0.7825744257026948,0.9219457013574661,0.5905797101449275,0.7199646643109541,-0.04683818204153751,-0.03264606669372727,513,69,283,230,0.5516569200779727,0.8039772727272727,1.2304347826086957,0.7799043062200957
POOLED_SOURCE_AWARE,2,41,LEARNED_SELECTIVE,0.8664404873350288,0.8460984470863343,0.8511584359609136,0.8240445859872612,0.75,0.7852807283763278,0.021745828216681248,0.03266999737164644,141,28,131,10,0.9290780141843972,0.3721590909090909,13.1,0.9904306220095693
POOLED_SOURCE_AWARE,2,53,LEARNED_UNGATED,0.9045577807316714,0.7069940665468875,0.778111112967964,0.9215909090909091,0.5876811594202899,0.7176991150442478,-0.05130149477626826,-0.03491161596043357,517,68,283,234,0.5473887814313346,0.8039772727272727,1.2094017094017093,0.7760765550239235
POOLED_SOURCE_AWARE,2,67,LEARNED_UNGATED,0.9030723119974281,0.7197447559512368,0.7865757679203865,0.9121245828698554,0.5942028985507246,0.7196138657305836,-0.04283683982384561,-0.03299686527409773,498,69,273,225,0.5481927710843374,0.7755681818181818,1.2133333333333334,0.784688995215311
POOLED_SOURCE_AWARE,3,17,LEARNED_UNGATED,0.943563696099928,0.8348282622663429,0.8758423824237465,0.9635678391959799,0.8274002157497303,0.8903076030179918,-0.010676095368114055,0.00307356046480034,157,52,90,67,0.5732484076433121,0.7563025210084033,1.3432835820895523,0.919664268585132
POOLED_SOURCE_AWARE,3,17,LEARNED_SELECTIVE,0.926211449301727,0.8886714388313975,0.8992540939528291,0.945664739884393,0.8824163969795038,0.9129464285714286,0.012735616160968535,0.02571238601823711,88,32,72,16,0.8181818181818182,0.6050420168067226,4.5,0.9808153477218226
POOLED_SOURCE_AWARE,3,29,LEARNED_UNGATED,0.9444087548254214,0.8447757455536095,0.8822621039745251,0.9661229611041405,0.8306364617044228,0.8932714617169374,-0.004256373817335503,0.006037419163745894,156,49,92,64,0.5897435897435898,0.773109243697479,1.4375,0.9232613908872902
POOLED_SOURCE_AWARE,3,29,LEARNED_SELECTIVE,0.9260645475923255,0.8880363335781293,0.8986616238566825,0.9457274826789839,0.883495145631068,0.913552704963748,0.012143146064821968,0.02631866241055647,87,31,72,15,0.8275862068965517,0.6050420168067226,4.8,0.9820143884892086
POOLED_SOURCE_AWARE,3,41,LEARNED_UNGATED,0.9490256656923324,0.8197917109836614,0.86825730954498,0.9691516709511568,0.8133764832793959,0.884457478005865,-0.01826116824688057,-0.0027765645473264433,175,57,95,80,0.5428571428571428,0.7983193277310925,1.1875,0.9040767386091128
POOLED_SOURCE_AWARE,3,41,LEARNED_SELECTIVE,0.9241281159683938,0.8961832792250749,0.9020440632521937,0.9439359267734554,0.889967637540453,0.9161576901721266,0.01552558546033326,0.028923647618935067,79,25,70,9,0.8860759493670886,0.5882352941176471,7.777777777777778,0.9892086330935251
POOLED_SOURCE_AWARE,3,53,LEARNED_UNGATED,0.9374913666580333,0.8198639141789297,0.8634628220996798,0.9604591836734694,0.8122977346278317,0.880187025131502,-0.023055655692180696,-0.00704701742168945,169,57,88,81,0.5207100591715976,0.7394957983193278,1.0864197530864197,0.9028776978417267
POOLED_SOURCE_AWARE,3,53,LEARNED_SELECTIVE,0.9241281159683938,0.892347300389096,0.9000574022617014,0.9436781609195403,0.8856526429341963,0.9137451307735114,0.013538924469840851,0.02651108822031989,83,28,70,13,0.8433734939759037,0.5882352941176471,5.384615384615385,0.9844124700239808
POOLED_SOURCE_AWARE,3,67,LEARNED_UNGATED,0.9402143129951102,0.8174006571916789,0.865247745364976,0.960559796437659,0.81445523193096,0.8814944541739638,-0.021270732426884615,-0.0057395883792277225,167,60,88,79,0.5269461077844312,0.7394957983193278,1.1139240506329113,0.9052757793764988
POOLED_SOURCE_AWARE,3,67,LEARNED_SELECTIVE,0.9254455179291781,0.8934482963430332,0.901430272198987,0.9448275862068966,0.8867313915857605,0.9148580968280468,0.014911794407126498,0.02762405427485526,83,29,71,12,0.8554216867469879,0.5966386554621849,5.916666666666667,0.9856115107913669
POOLED_SOURCE_AWARE,4,17,LEARNED_UNGATED,0.9433327156606143,0.8781844585153409,0.9031774451573331,0.9324487334137516,0.8448087431693989,0.8864678899082569,-0.0012501979795346762,-0.003115443425076414,176,51,95,81,0.5397727272727273,0.6291390728476821,1.1728395061728396,0.905152224824356
POOLED_SOURCE_AWARE,4,17,LEARNED_SELECTIVE,0.9217758018482657,0.9404686748436748,0.9271804626619059,0.8948475289169295,0.9300546448087431,0.9121114683815649,0.0227528195250382,0.02252813504823159,54,27,51,3,0.9444444444444444,0.33774834437086093,17.0,0.9964871194379391
POOLED_SOURCE_AWARE,4,29,LEARNED_UNGATED,0.9446508486816457,0.8717116353145765,0.9004035035177663,0.9319562575941677,0.8382513661202186,0.8826237054085155,-0.0040241396191014415,-0.006959627924817746,182,53,95,87,0.521978021978022,0.6291390728476821,1.0919540229885059,0.8981264637002342
POOLED_SOURCE_AWARE,4,29,LEARNED_SELECTIVE,0.9216800644223073,0.9413855820105821,0.927421243101446,0.8950682056663168,0.9322404371584699,0.9132762312633833,0.022993599964578455,0.023692897930050028,52,26,51,1,0.9807692307692307,0.33774834437086093,51.0,0.9988290398126464
POOLED_SOURCE_AWARE,4,41,LEARNED_UNGATED,0.9425493689938277,0.862294547772489,0.8945609472481232,0.9286592865928659,0.825136612021858,0.8738425925925926,-0.009866695888744635,-0.015740740740740722,192,55,93,99,0.484375,0.6158940397350994,0.9393939393939394,0.8840749414519906
POOLED_SOURCE_AWARE,4,53,LEARNED_UNGATED,0.9477024904108239,0.8672353381912205,0.8999205514599594,0.9362745098039216,0.8349726775956284,0.8827267475447718,-0.004507091676908407,-0.00685658578856152,189,57,99,90,0.5238095238095238,0.6556291390728477,1.1,0.8946135831381733
POOLED_SOURCE_AWARE,4,53,LEARNED_SELECTIVE,0.9226608899645365,0.9413855820105821,0.9281252475111427,0.8950682056663168,0.9322404371584699,0.9132762312633833,0.023697604374275046,0.023692897930050028,52,25,51,1,0.9807692307692307,0.33774834437086093,51.0,0.9988290398126464
POOLED_SOURCE_AWARE,4,67,LEARNED_UNGATED,0.9437753384082028,0.8639318130126954,0.8956678191492737,0.9312883435582822,0.8295081967213115,0.8774566473988439,-0.008759823987593883,-0.0121266859344894,190,54,95,95,0.5,0.6291390728476821,1.0,0.8887587822014051
POOLED_SOURCE_AWARE,4,67,LEARNED_SELECTIVE,0.9230539220461651,0.9413855820105821,0.9282663836833165,0.8969505783385909,0.9322404371584699,0.9142550911039657,0.023838740546448967,0.024671757770632463,54,26,53,1,0.9814814814814815,0.3509933774834437,53.0,0.9988290398126464
POOLED_SOURCE_AGNOSTIC,0,17,LEARNED_UNGATED,0.9246728095717865,0.8076432727829147,0.8530613879949884,0.9300254452926209,0.7339357429718876,0.8204264870931538,-0.045280905990929626,-0.07755233870087896,296,58,94,202,0.31756756756756754,0.6308724832214765,0.46534653465346537,0.7834941050375134
POOLED_SOURCE_AGNOSTIC,0,17,LEARNED_SELECTIVE,0.9030455750018885,0.9314436027551118,0.9151579495044408,0.9095427435387674,0.9186746987951807,0.9140859140859141,0.01681565551852269,0.016107088291881344,76,28,58,18,0.7631578947368421,0.38926174496644295,3.2222222222222223,0.9807073954983923
POOLED_SOURCE_AGNOSTIC,0,29,LEARNED_UNGATED,0.9295154660154661,0.8215553581967905,0.8636939302335804,0.9384422110552764,0.75,0.8337053571428571,-0.0346483637523378,-0.06427346865117567,286,56,100,186,0.34965034965034963,0.6711409395973155,0.5376344086021505,0.8006430868167203
POOLED_SOURCE_AGNOSTIC,0,29,LEARNED_SELECTIVE,0.9057447074246103,0.9295462455513608,0.9155292196762931,0.911,0.9146586345381527,0.9128256513026052,0.017186925690374923,0.014846825508572414,82,29,60,22,0.7317073170731707,0.40268456375838924,2.727272727272727,0.9764201500535906
POOLED_SOURCE_AGNOSTIC,0,41,LEARNED_UNGATED,0.925996602431385,0.7904840825367678,0.8437256407347801,0.9375812743823146,0.7238955823293173,0.8169971671388102,-0.05461665325113807,-0.08098165865522255,313,64,101,212,0.3226837060702875,0.6778523489932886,0.47641509433962265,0.7727759914255091
POOLED_SOURCE_AGNOSTIC,0,41,LEARNED_SELECTIVE,0.9090183931965773,0.9240664690997171,0.9142783903262072,0.915736040609137,0.9056224899598394,0.9106511862695609,0.01593609634028906,0.01267236047552811,97,31,66,31,0.6804123711340206,0.4429530201342282,2.129032258064516,0.9667738478027867
POOLED_SOURCE_AGNOSTIC,0,53,LEARNED_UNGATED,0.9276764753764754,0.8064814140297516,0.8543482315253961,0.9365482233502538,0.7409638554216867,0.827354260089686,-0.04399406246052202,-0.07062456570434672,294,62,99,195,0.336734693877551,0.6644295302013423,0.5076923076923077,0.7909967845659164
POOLED_SOURCE_AGNOSTIC,0,53,LEARNED_SELECTIVE,0.9022550251262325,0.9255174873814259,0.9116769875845872,0.9104627766599598,0.9086345381526104,0.9095477386934674,0.01333469359866912,0.011568912899434625,88,30,60,28,0.6818181818181818,0.40268456375838924,2.142857142857143,0.969989281886388
POOLED_SOURCE_AGNOSTIC,0,67,LEARNED_UNGATED,0.9279746438746438,0.807630326630838,0.8555257968168885,0.9357682619647355,0.7459839357429718,0.8301675977653631,-0.04281649716902962,-0.06781122802866968,288,60,98,190,0.3402777777777778,0.6577181208053692,0.5157894736842106,0.7963558413719185
POOLED_SOURCE_AGNOSTIC,0,67,LEARNED_SELECTIVE,0.904201087798611,0.9271099852501389,0.9132979433061242,0.9133064516129032,0.9096385542168675,0.9114688128772636,0.014955649320206007,0.013489987083230792,90,30,63,27,0.7,0.4228187919463087,2.3333333333333335,0.9710610932475884
POOLED_SOURCE_AGNOSTIC,1,17,LEARNED_UNGATED,0.9249952480344636,0.8073504138608306,0.8565704304406145,0.9315866084425036,0.7901234567901234,0.8550434201736807,-0.03327153300871603,-0.02409067483533911,166,63,75,91,0.45180722891566266,0.6147540983606558,0.8241758241758241,0.8755129958960328
POOLED_SOURCE_AGNOSTIC,1,29,LEARNED_UNGATED,0.9278926502162861,0.8137175324675324,0.8616299336411127,0.934402332361516,0.7913580246913581,0.856951871657754,-0.02821202980821776,-0.02218222335126585,167,62,77,90,0.46107784431137727,0.6311475409836066,0.8555555555555555,0.8768809849521204
POOLED_SOURCE_AGNOSTIC,1,41,LEARNED_UNGATED,0.9307765151515154,0.8127736942841108,0.863126252712811,0.9367647058823529,0.7864197530864198,0.8550335570469799,-0.02671571073651949,-0.024100537962039925,173,63,79,94,0.45664739884393063,0.6475409836065574,0.8404255319148937,0.8714090287277702
