variant,fold,seed,mode,delete_precision,delete_recall,delete_f1,auroc,auprc,tp,fp,fn
MODEL_SPECIFIC_TRROSETTARNA2,4,67,LEARNED_UNGATED,0.8260869565217391,0.7916666666666666,0.8085106382978723,0.9384306987399771,0.8890029427102719,57,12,15
MODEL_SPECIFIC_TRROSETTARNA2,4,67,LEARNED_SELECTIVE,0.9473684210526315,0.75,0.8372093023255814,0.9384306987399771,0.8890029427102719,54,3,18
POOLED_SOURCE_AWARE,0,17,LEARNED_UNGATED,0.33444816053511706,0.6711409395973155,0.44642857142857145,0.8160944344936231,0.6096497009582187,100,199,49
POOLED_SOURCE_AWARE,0,17,LEARNED_SELECTIVE,0.6774193548387096,0.4228187919463087,0.5206611570247934,0.8160944344936231,0.6096497009582187,63,30,86
POOLED_SOURCE_AWARE,0,29,LEARNED_UNGATED,0.34551495016611294,0.697986577181208,0.4622222222222222,0.8247264723019487,0.6315348710769212,104,197,45
POOLED_SOURCE_AWARE,0,29,LEARNED_SELECTIVE,0.8983050847457628,0.35570469798657717,0.5096153846153846,0.8247264723019487,0.6315348710769212,53,6,96
POOLED_SOURCE_AWARE,0,41,LEARNED_UNGATED,0.3215434083601286,0.6711409395973155,0.43478260869565216,0.8190149406187732,0.6122097181696184,100,211,49
POOLED_SOURCE_AWARE,0,41,LEARNED_SELECTIVE,0.8813559322033898,0.348993288590604,0.5,0.8190149406187732,0.6122097181696184,52,7,97
POOLED_SOURCE_AWARE,0,53,LEARNED_UNGATED,0.33,0.6644295302013423,0.44097995545657015,0.8228633908083184,0.6141096825109535,99,201,50
POOLED_SOURCE_AWARE,0,53,LEARNED_SELECTIVE,0.7619047619047619,0.42953020134228187,0.5493562231759657,0.8228633908083184,0.6141096825109535,64,20,85
POOLED_SOURCE_AWARE,0,67,LEARNED_UNGATED,0.32786885245901637,0.6711409395973155,0.44052863436123346,0.8261795319996835,0.612016730749262,100,205,49
POOLED_SOURCE_AWARE,0,67,LEARNED_SELECTIVE,0.8688524590163934,0.35570469798657717,0.5047619047619047,0.8261795319996835,0.612016730749262,53,8,96
POOLED_SOURCE_AWARE,1,17,LEARNED_UNGATED,0.45930232558139533,0.6475409836065574,0.5374149659863946,0.8537485142741809,0.6542644782919809,79,93,43
POOLED_SOURCE_AWARE,1,29,LEARNED_UNGATED,0.4573170731707317,0.6147540983606558,0.5244755244755245,0.8354376443676975,0.6460044682804067,75,89,47
POOLED_SOURCE_AWARE,1,41,LEARNED_UNGATED,0.4878048780487805,0.6557377049180327,0.5594405594405595,0.8437689219797717,0.6482477294018718,80,84,42
POOLED_SOURCE_AWARE,1,53,LEARNED_UNGATED,0.46060606060606063,0.6229508196721312,0.5296167247386759,0.8330829091072189,0.6354027463222345,76,89,46
POOLED_SOURCE_AWARE,1,67,LEARNED_UNGATED,0.4659090909090909,0.6721311475409836,0.5503355704697986,0.8452154022112085,0.654865554204049,82,94,40
POOLED_SOURCE_AWARE,2,17,LEARNED_UNGATED,0.5406427221172023,0.8125,0.6492622020431328,0.8664555241409309,0.7448130228062905,286,243,66
POOLED_SOURCE_AWARE,2,29,LEARNED_UNGATED,0.5728952772073922,0.7926136363636364,0.66507747318236,0.8743149195302305,0.7515479144202392,279,208,73
POOLED_SOURCE_AWARE,2,29,LEARNED_SELECTIVE,0.8711656441717791,0.4034090909090909,0.5514563106796116,0.8743149195302305,0.7515479144202392,142,21,210
POOLED_SOURCE_AWARE,2,41,LEARNED_UNGATED,0.5516569200779727,0.8039772727272727,0.6543352601156069,0.8740947150935189,0.7536187517884134,283,230,69
POOLED_SOURCE_AWARE,2,41,LEARNED_SELECTIVE,0.9290780141843972,0.3721590909090909,0.5314401622718052,0.8740947150935189,0.7536187517884134,131,10,221
POOLED_SOURCE_AWARE,2,53,LEARNED_UNGATED,0.5473887814313346,0.8039772727272727,0.6513233601841196,0.8659226837755546,0.7367712269575037,283,234,69
