variant,fold,seed,selected_threshold,status
LOMO_HOLDOUT_TRROSETTARNA2,1,67,,NO_DEPLOYABLE_SELECTIVE_THRESHOLD
LOMO_HOLDOUT_TRROSETTARNA2,1,67,,NO_DEPLOYABLE_SELECTIVE_THRESHOLD
LOMO_HOLDOUT_TRROSETTARNA2,2,17,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,2,17,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,2,29,,NO_DEPLOYABLE_SELECTIVE_THRESHOLD
LOMO_HOLDOUT_TRROSETTARNA2,2,29,,NO_DEPLOYABLE_SELECTIVE_THRESHOLD
LOMO_HOLDOUT_TRROSETTARNA2,2,41,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,2,41,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,2,53,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,2,53,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,2,67,,NO_DEPLOYABLE_SELECTIVE_THRESHOLD
LOMO_HOLDOUT_TRROSETTARNA2,2,67,,NO_DEPLOYABLE_SELECTIVE_THRESHOLD
LOMO_HOLDOUT_TRROSETTARNA2,3,17,0.9,PASS
LOMO_HOLDOUT_TRROSETTARNA2,3,17,0.9,PASS
LOMO_HOLDOUT_TRROSETTARNA2,3,29,0.9,PASS
LOMO_HOLDOUT_TRROSETTARNA2,3,29,0.9,PASS
LOMO_HOLDOUT_TRROSETTARNA2,3,41,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,3,41,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,3,53,0.9,PASS
LOMO_HOLDOUT_TRROSETTARNA2,3,53,0.9,PASS
LOMO_HOLDOUT_TRROSETTARNA2,3,67,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,3,67,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,4,17,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,4,17,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,4,29,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,4,29,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,4,41,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,4,41,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,4,53,,NO_DEPLOYABLE_SELECTIVE_THRESHOLD
LOMO_HOLDOUT_TRROSETTARNA2,4,53,,NO_DEPLOYABLE_SELECTIVE_THRESHOLD
LOMO_HOLDOUT_TRROSETTARNA2,4,67,0.95,PASS
LOMO_HOLDOUT_TRROSETTARNA2,4,67,0.95,PASS
