epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.320060040992603,0.519905798096879,0.8087350205236001
1,0.0966610647476556,0.7073256726545204,0.7843955865821973
2,0.053729581428985845,1.0232494012049236,0.7746568646741061
3,0.03594118062472134,1.3870870221089955,0.7626842234288788
4,0.02682288476025222,1.612116224171248,0.757622003317806
5,0.024539946499689106,1.7205665692480456,0.7655938174820051
6,0.02293954286626295,1.9747927468241957,0.7623038437793844
7,0.02316787220333425,2.1272849736371837,0.7641919761864955
8,0.0204100300905115,1.9935307681122931,0.7654710959605964
9,0.016708099443338845,2.424971016501899,0.7573149279563834
10,0.01468799122368198,2.6172713313358487,0.7592449912973953
11,0.014455568642271764,2.8597402315827978,0.7414945771867626
12,0.021222329590665667,2.596026272187073,0.7676519370180036
