epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.3184819223823255,0.48567421920028947,0.8104267875842431
1,0.09510417420939918,0.6797996972046488,0.8015963611240571
2,0.058452963073525516,0.8194483385243134,0.7951194819224915
3,0.04167047540216069,1.0114351840185842,0.7775113660136236
4,0.03200946889556291,1.233711294742308,0.7720524421288931
5,0.026008211927847903,1.4067222964212747,0.7674459755973664
6,0.027481532688334323,1.3695490054883666,0.778094948360107
7,0.019716901039181833,1.6434606316985152,0.7735443742775056
8,0.02003977892904036,1.6711946021871091,0.7670962329010407
9,0.018345525980906115,1.8520170117531491,0.7700191898994433
10,0.014980270097894072,2.0639501262283515,0.7712421539084953
11,0.022207212962553298,1.8886972243069264,0.7596934892383511
12,0.013610598343973898,2.0985520538115714,0.7492415747950019
