epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.29776663217105365,0.3805872019144566,0.8455258816596636
1,0.09644634894634548,0.5880297546207618,0.8310410523774119
2,0.05752963801617162,0.8706141285169618,0.8077928495764052
3,0.040500352719896715,0.924034057745218,0.8120809622571805
4,0.02912406546178094,1.1117345715792433,0.8148458012671635
5,0.026327137896676726,1.2382245281153623,0.811028059316211
6,0.027112530243762752,1.3734636284462296,0.8034534559554146
7,0.021756664520750445,1.4966096628878278,0.8054405325382016
8,0.022388013928981595,1.683682802250998,0.7975426674743571
9,0.018621041088042325,1.6546007627545627,0.7921849057516549
10,0.018082224138702977,1.8565649673740758,0.7952403957265342
11,0.014720444172138773,1.980330357579534,0.7969494160569389
12,0.018761841367742275,2.0916240367579944,0.8006509220499968
