epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.2816229863345269,0.4851832656797529,0.7277053169934297
1,0.06577000796860023,0.8117280207208254,0.7367357961416424
2,0.022737211872150803,1.1049327381429936,0.7176138721304719
3,0.012759404936362434,1.269258968429932,0.7171517190019728
4,0.008381019964714744,1.4471118987858895,0.7156458149440359
5,0.010623089874412165,1.5211093006032868,0.7157102288963882
6,0.005493166276912296,1.7482653807703827,0.7155791342031513
7,0.005457788609926428,1.7879480410689357,0.7189624615795481
8,0.007160767649198338,1.7598984214960203,0.7083441726100841
9,0.0013098386636323984,1.8610912669355568,0.7145806497495714
10,0.002770882680167382,1.923075731436272,0.7145667489469645
11,0.0006939041477914309,2.0102120656948816,0.717837507134709
12,0.00040420087819209837,2.0619219372446316,0.7117015525941491
