condition,track,seed,event_n_events,event_positive_count,event_positive_prevalence,event_auprc,event_auroc,event_brier,event_ece,rna_rna_count,rna_positive_prevalence,rna_auprc,rna_auroc,rna_brier,rna_ece,event_context_count,event_pair_event_count,event_tp_before,event_fp_before,event_fn_before,event_tp_after,event_fp_after,event_fn_after,event_lost_tp,event_removed_fp,event_deleted_pair_count,event_tp_preservation,event_fp_removal,event_modification_precision,event_coverage,event_resulting_precision,event_resulting_recall,event_resulting_f1,event_original_precision,event_original_recall,event_original_f1,event_delta_f1,rna_lost_tp,rna_removed_fp,rna_deleted_pair_count,rna_tp_preservation,rna_fp_removal,rna_modification_precision,rna_coverage,rna_resulting_precision,rna_resulting_recall,rna_resulting_f1,rna_original_precision,rna_original_recall,rna_original_f1,rna_delta_f1,evidence_item_count,fp_removed_per_evidence_item,delta_f1_per_evidence_item,rna_balanced_fp_removed_per_evidence_item,rna_balanced_fp_removed_per_evidence_item_defined_rnas,rna_balanced_delta_f1_per_evidence_item,rna_balanced_delta_f1_per_evidence_item_defined_rnas,zero_denominator_is_na,source
ERN,unpaired,53,50790,6600,0.1299468399291199,0.6182218508735404,0.8957644126259198,0.07074019856435664,0.015719863630428592,121,0.09306258383818086,0.7335923025109324,0.8470021201537317,0.056807784539692596,0.09790458354477452,3630,50790,44190,6600,6090,43652,5195,6628,538,1405,1943,0.9878252998415932,0.2128787878787879,0.7231085949562532,0.03825556211852727,0.893647511617909,0.8681782020684169,0.8807287620930725,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.006285307061905998,538,1405,1943,0.9934156584422648,0.2566414484695212,0.8524117936371515,0.025131683215362452,0.9205958738973079,0.9086559716645901,0.9179277963304415,0.9069374161618189,0.913867030654728,0.9133660920071889,0.004561704323252486,8230,0.17071688942891858,7.637068118962331e-07,0.11661236739743634,121,9.333706958649368e-05,120,True,rnafold
ERN,unpaired,53,51120,7230,0.1414319248826291,0.6800703259183246,0.9085318917815096,0.06961017242652104,0.017158078971498528,121,0.10474439764694968,0.7794608884061577,0.8734375344144687,0.05652124406258863,0.09674937200765577,3630,51120,43890,7230,6390,43370,5456,6910,520,1774,2294,0.9881521986785144,0.2453665283540802,0.7733217088055798,0.044874804381846635,0.8882562569123008,0.8625696101829753,0.8752245070934151,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.00954403372063406,520,1774,2294,0.9936766848136498,0.31154780564263324,0.8896791827667471,0.03065804754056555,0.9143712802453555,0.9026984773664543,0.911726787617492,0.8952556023530502,0.9077787598919441,0.904322964758978,0.007403822858513583,8230,0.21555285540704738,1.1596638785703597e-06,0.17192219484358248,121,0.00014283408014447748,120,True,petfold
ERN,unpaired,53,56790,12960,0.22820919175911253,0.9219743439091423,0.9615435399607912,0.054118803163645736,0.032521009360223,121,0.20943634431658956,0.9392523487523164,0.9627586190402665,0.0487420114213989,0.1047677801538112,3630,56790,43830,12960,6450,43364,3794,6916,466,9166,9632,0.989368012776637,0.707253086419753,0.9516196013289037,0.16960732523331573,0.9195470545824674,0.8624502784407319,0.8900839508200086,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.07136722344539381,466,9166,9632,0.9947008605485618,0.7764453306344261,0.972069409783801,0.15738575252655462,0.9071310829486784,0.9078805461545456,0.9424889990320018,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06328697256813401,8230,1.113730255164034,8.671594586317596e-06,1.0733390900306934,121,0.0011357893512570557,116,True,trrosettarna2_native_ss
ERN,combined,53,99424,12257,0.12328009333762471,0.6067395590570982,0.8944873881777886,0.06803122151174144,0.017093501676488855,121,0.09306258383818086,0.7155555392747562,0.8436922122754619,0.05751650822693525,0.09665805493076383,7153,99424,87167,12257,11003,86289,9917,11881,878,2340,3218,0.9899273807748346,0.19091131598270375,0.7271597265382225,0.03236643064048922,0.8969191110741533,0.8789752470204747,0.8878565254969749,0.8767199066623753,0.8879189161658347,0.8822838750164478,0.00557265048052713,878,2340,3218,0.993622072391293,0.20258502450039964,0.7923011412632778,0.021155672258173403,0.9176480294688768,0.9092010288176161,0.9164673887805889,0.9069374161618189,0.913867030654728,0.9133660920071889,0.0031012967733998935,15590,0.150096215522771,3.574503194693477e-07,0.10600869491204921,121,3.262008278497548e-05,120,True,rnafold
ERN,combined,53,100065,13485,0.13476240443711587,0.6736298300203484,0.9079987251733637,0.06685772840635754,0.018187582414441045,121,0.10474439764694968,0.7691308143841366,0.8706241214270694,0.056937719856534515,0.09585525757873356,7153,100065,86580,13485,11590,85772,10440,12398,808,3045,3853,0.9906675906675907,0.22580645161290322,0.7902932779652219,0.03850497176835057,0.891489627073546,0.8737088723642661,0.8825096973999651,0.8652375955628842,0.8819394927167159,0.8735087144046207,0.009000982995344353,808,3045,3853,0.9942905392630936,0.25993235684124083,0.8546008126296696,0.026084617061775835,0.9110669734360343,0.9034572681858885,0.9102965301473019,0.8952556023530502,0.9077787598919441,0.904322964758978,0.005973565388323419,15590,0.19531751122514432,5.77356189566668e-07,0.15050598259268924,121,5.307376748011732e-05,120,True,petfold
ERN,combined,53,111349,24473,0.21978643723787372,0.9172382829175915,0.959739320202057,0.052346145167821184,0.03380707632648406,121,0.20943634431658956,0.9339068021490923,0.962162943438628,0.048455384633748634,0.10299360396364679,7153,111349,86876,24473,11294,85816,6597,12354,1060,17876,18936,0.9877987015976795,0.7304376251379071,0.9440219687367977,0.1700599017503525,0.9286139395972428,0.8741570744626668,0.9005630092925392,0.7802135627621263,0.8849546704695935,0.829289945064648,0.07127306422789115,1060,17876,18936,0.9922496563338971,0.78142567082367,0.9326568396651094,0.16340495101936997,0.9079349762154051,0.9058661712221453,0.9416907245075449,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06248869804367695,15590,1.1466324567030148,4.57171675611874e-06,1.1783132180717766,121,0.0005687767559541248,116,True,trrosettarna2_native_ss
ERN,positive_pair,67,48634,5657,0.11631780236048855,0.6133834610240405,0.889068758711227,0.06544435994423305,0.01758472478305043,121,0.09306258383818086,0.6881756251386345,0.8326414568682904,0.056400586586682185,0.0978122666072078,3523,48634,42977,5657,4913,42536,4404,5354,441,1253,1694,0.9897386974428183,0.22149549231041188,0.7396694214876033,0.03483159929267591,0.9061780997017469,0.8882021298809772,0.8971000738163027,0.8836821976395115,0.8974107329296304,0.8904935560067962,0.006606517809506496,441,1253,1694,0.991504702833708,0.20583818019596276,0.6802935011927358,0.025443804181503205,0.9191592183464531,0.9077755172147749,0.9159590904596906,0.9069374161618189,0.913867030654728,0.9133660920071889,0.0025929984525016403,7360,0.1702445652173913,8.976247023785999e-07,0.18485990282879014,121,1.5065373845420679e-05,120,True,rnafold
ERN,positive_pair,67,48945,6255,0.12779650628256206,0.6852297944128813,0.903770023100751,0.06414229194567829,0.01943694393722634,121,0.10474439764694968,0.7589610619517763,0.8644778449306699,0.05579828330647444,0.09686421769306695,3523,48945,42690,6255,5200,42342,4601,5548,348,1654,2002,0.9918482080112438,0.26442845723421265,0.8261738261738262,0.040903054448871184,0.9019875167756641,0.8841511797870119,0.892980291670621,0.872203493717438,0.8914178325328879,0.8817059947333091,0.011274296937311856,348,1654,2002,0.9937341151857169,0.28136172418704736,0.7965571953656074,0.030203655484185504,0.9136425557273631,0.903115190644179,0.9110574982915857,0.8952556023530502,0.9077787598919441,0.904322964758978,0.006734533532607227,7360,0.2247282608695652,1.5318338230043282e-06,0.23555870299103435,121,0.00010733786740876528,120,True,petfold
ERN,positive_pair,67,54559,11513,0.21101926354955186,0.9212823168574169,0.9597277700081389,0.048375698437398716,0.0343055463616457,121,0.20943634431658956,0.9236150903365843,0.9581871084889718,0.04547530496432406,0.09679011752084216,3523,54559,43046,11513,4844,42486,2614,5404,560,8899,9459,0.986990661153185,0.7729523147746026,0.9407971244317581,0.1733719459667516,0.942039911308204,0.8871580705784089,0.9137756748037423,0.7889807364504481,0.8988515347671747,0.840340071645404,0.0734356031583383,560,8899,9459,0.992099512065452,0.8005046970432969,0.9236240120277877,0.17099251383713882,0.9116666941979843,0.9051335473847731,0.9431170768611912,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06391505039732323,7360,1.2091032608695653,9.977663472600313e-06,1.6568175864205328,121,0.001307656758072857,116,True,trrosettarna2_native_ss
ERN,unpaired,67,50790,6600,0.1299468399291199,0.6269578886030526,0.8917216050525623,0.07144563237800962,0.017245645668734287,121,0.09306258383818086,0.7219990620487615,0.836029963324353,0.054603373675854605,0.09153022909642262,3630,50790,44190,6600,6090,43742,5152,6538,448,1448,1896,0.9898619597193935,0.2193939393939394,0.7637130801687764,0.03733018310691081,0.8946291978565877,0.8699681782020684,0.8821263637646964,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.007682908733529947,448,1448,1896,0.9938782822138577,0.24968889498301258,0.8482065968152886,0.024822488468513215,0.9207448672929457,0.9093448695608294,0.9182489129225062,0.9069374161618189,0.913867030654728,0.9133660920071889,0.004882820915317215,8230,0.17594167679222358,9.335247549854128e-07,0.11514691196406686,121,9.685527829693393e-05,120,True,rnafold
ERN,unpaired,67,51120,7230,0.1414319248826291,0.6946761861494302,0.9061610331625619,0.0695894419739666,0.017686373912010316,121,0.10474439764694968,0.778745531505596,0.8673380400781222,0.05421924669765767,0.09116526748787339,3630,51120,43890,7230,6390,43506,5404,6774,384,1826,2210,0.9912508544087492,0.25255878284923927,0.8262443438914027,0.043231611893583724,0.8895113473727254,0.8652744630071599,0.8772255267668111,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.011545053394030003,384,1826,2210,0.9946572155530979,0.3125487634970393,0.8893671850989366,0.030040256979625098,0.914621155538768,0.9036681898079617,0.9122417193497105,0.8952556023530502,0.9077787598919441,0.904322964758978,0.007918754590732163,8230,0.2218712029161604,1.4028011414374243e-06,0.170482804659782,121,0.00014652327945368732,120,True,petfold
ERN,unpaired,67,56790,12960,0.22820919175911253,0.9304850584408828,0.9635430679843278,0.04858594501650146,0.023680717445447665,121,0.20943634431658956,0.9379695160242042,0.9598738217261038,0.043678436492213694,0.09148127145753343,3630,56790,43830,12960,6450,43453,3518,6827,377,9442,9819,0.99139858544376,0.7285493827160494,0.9616050514308992,0.17290015847860538,0.925102722956718,0.8642203659506762,0.8936257724856299,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.07490904511101515,377,9442,9819,0.995927791876068,0.7691170085586011,0.9772262691402094,0.15749195844378933,0.9062821759459312,0.9089040799543736,0.9425847821213921,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06338275565752408,8230,1.14726609963548,9.101949588215692e-06,1.0779770395634978,121,0.0011252806501042799,116,True,trrosettarna2_native_ss
ERN,combined,67,99424,12257,0.12328009333762471,0.6189948726909568,0.890274488454982,0.06851006467258203,0.014670596152177643,121,0.09306258383818086,0.7035624665091329,0.8352246020114606,0.055433982830858264,0.09266886730587358,7153,99424,87167,12257,11003,86278,9556,11892,889,2701,3590,0.9898011862287334,0.22036387370482174,0.7523676880222842,0.03610798197618281,0.9002859110545318,0.8788631964958745,0.8894455784416817,0.8767199066623753,0.8879189161658347,0.8822838750164478,0.007161703425233923,889,2701,3590,0.992896698779257,0.22701435524474184,0.7677685564773572,0.024890275446469823,0.9198186301569977,0.9086959158845355,0.9171840826263717,0.9069374161618189,0.913867030654728,0.9133660920071889,0.0038179906191825462,15590,0.17325208466966005,4.593780259931958e-07,0.12454946115307827,121,3.885944270208372e-05,120,True,rnafold
ERN,combined,67,100065,13485,0.13476240443711587,0.688427879837906,0.904745330596276,0.06692506623684846,0.014411833571738263,121,0.10474439764694968,0.7667632693528388,0.86648477150687,0.05492506637674046,0.09220646517766093,7153,100065,86580,13485,11590,85848,10005,12322,732,3480,4212,0.9915453915453916,0.25806451612903225,0.8262108262108262,0.04209263978414031,0.8956214202998342,0.8744830396251401,0.884926013926184,0.8652375955628842,0.8819394927167159,0.8735087144046207,0.011417299521563229,732,3480,4212,0.9942719587740118,0.2970309593203435,0.8453684699612909,0.029997012626086363,0.9140065531595233,0.9034434283400131,0.9116641538340517,0.8952556023530502,0.9077787598919441,0.904322964758978,0.00734118907507329,15590,0.22322001282873638,7.323476280669165e-07,0.1734161620879265,121,6.457862518384402e-05,120,True,petfold
ERN,combined,67,111349,24473,0.21978643723787372,0.9260136908636635,0.9616383928957024,0.04848292798797603,0.028429213247422265,121,0.20943634431658956,0.9287581059294523,0.9592642286215853,0.04478423676566758,0.09256182496085355,7153,111349,86876,24473,11294,85939,6132,12231,937,18341,19278,0.9892145126387034,0.7494381563355534,0.9513953729640005,0.17313132583139498,0.9333992245115182,0.8754100030559234,0.903475065837543,0.7802135627621263,0.8849546704695935,0.829289945064648,0.07418512077289496,937,18341,19278,0.9940088542299486,0.7842355583533898,0.9351577802253578,0.16367671946828063,0.9086987057153899,0.9070279741700115,0.9427973477009444,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06359532123707662,15590,1.176459268762027,4.758506784662923e-06,1.1938762000255942,121,0.0005768123743716164,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,positive_pair,17,48634,5657,0.11631780236048855,0.5230117008994047,0.8698316005252844,0.07017969526779709,0.025502522999962692,121,0.09306258383818086,0.7180882115130567,0.7958729178901772,0.06251534122164767,0.11253726911366164,3523,48634,42977,5657,4913,42616,4951,5274,361,706,1067,0.9916001582241664,0.12480113134170055,0.6616682286785379,0.021939383970062096,0.89591523535224,0.8898726247650867,0.8928837067999205,0.8836821976395115,0.8974107329296304,0.8904935560067962,0.0023901507931242127,361,706,1067,0.9940635701494475,0.15524706619876397,0.6760869565217391,0.01665275208053324,0.9153178240463034,0.9090475409355431,0.9155320983133147,0.9069374161618189,0.913867030654728,0.9133660920071889,0.0021660063061259304,7360,0.09592391304347826,3.247487490657898e-07,0.09231292585993722,121,1.9061085081577928e-05,120,True,rnafold
B4_EVIDENCE_MASKED,positive_pair,17,48945,6255,0.12779650628256206,0.6081247108770119,0.8852823592613377,0.06993926309680973,0.028543006409377854,121,0.10474439764694968,0.7736353763569643,0.833404244415399,0.06300681509292519,0.11383083759419459,3523,48945,42690,6255,5200,42426,5252,5464,264,1003,1267,0.9938158819395643,0.16035171862509992,0.7916337805840569,0.02588619879456533,0.8898443726666387,0.8859051994153267,0.8878704168759416,0.872203493717438,0.8914178325328879,0.8817059947333091,0.006164422142632464,264,1003,1267,0.9962382777517865,0.22984400656814447,0.8122222222222223,0.019417592677345684,0.9082633209061942,0.9046296302777329,0.9097564281626916,0.8952556023530502,0.9077787598919441,0.904322964758978,0.005433463403713554,7360,0.13627717391304348,8.375573563359327e-07,0.12697852952523891,121,8.616138193462405e-05,120,True,petfold
B4_EVIDENCE_MASKED,positive_pair,17,54559,11513,0.21101926354955186,0.9124537463427572,0.9537535546772204,0.054134480679137224,0.04458376415367274,121,0.20943634431658956,0.9305641065213756,0.9491961690720478,0.052342892787041,0.11518365197219826,3523,54559,43046,11513,4844,42736,3633,5154,310,7880,8190,0.9927984017097988,0.684443672370364,0.9621489621489622,0.15011272200736817,0.9216502404623779,0.8923783670912507,0.9067781325921132,0.7889807364504481,0.8988515347671747,0.840340071645404,0.06643806094670912,310,7880,8190,0.9949595503474813,0.7527871454827614,0.9668875797741777,0.15283972062871193,0.9029163153433021,0.9077415153675145,0.9407794671451587,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.061577440681290854,7360,1.0706521739130435,9.026910454715913e-06,1.4561830806444287,121,0.0012480791300127632,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,unpaired,17,50790,6600,0.1299468399291199,0.5504374902229664,0.8776893167931864,0.07499222098701117,0.027322036386673264,121,0.09306258383818086,0.7203319383420075,0.8020935844541706,0.060332577682172685,0.10881384718451069,3630,50790,44190,6600,6090,43680,5910,6600,510,690,1200,0.988458927359131,0.10454545454545454,0.575,0.02362669816893089,0.8808227465214761,0.8687350835322196,0.8747371583057975,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.00029370327463096313,510,690,1200,0.9907480080072779,0.16824064841759725,0.6388888888888888,0.018600974355032763,0.9151316508478239,0.907062643970409,0.9136034744494145,0.9069374161618189,0.913867030654728,0.9133660920071889,0.00023738244222561294,8230,0.08383961117861483,3.5686910647747646e-08,0.06838488707010273,121,2.7864233203153768e-05,120,True,rnafold
B4_EVIDENCE_MASKED,unpaired,17,51120,7230,0.1414319248826291,0.6234584042578409,0.8909476633870607,0.0747548967595605,0.025387056661403246,121,0.10474439764694968,0.781034481311684,0.837893118861823,0.06057431990349344,0.10896122225922733,3630,51120,43890,7230,6390,43410,6210,6870,480,1020,1500,0.9890635680109364,0.14107883817427386,0.68,0.029342723004694836,0.8748488512696493,0.8633651551312649,0.869069069069069,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0033885956962879105,480,1020,1500,0.9916495674614689,0.22740894163307956,0.7768817204301075,0.02166001617000905,0.9075227584945038,0.9022045021237045,0.9075512440175473,0.8952556023530502,0.9077787598919441,0.904322964758978,0.003228279258569254,8230,0.12393681652490887,4.1173702263522606e-07,0.11766935181547525,121,8.279565931035247e-05,120,True,petfold
B4_EVIDENCE_MASKED,unpaired,17,56790,12960,0.22820919175911253,0.9144304019795703,0.9556240018252339,0.05566663918460601,0.04336835509848214,121,0.20943634431658956,0.9302141761079312,0.9487113771077098,0.05031751314136632,0.11247476303942171,3630,56790,43830,12960,6450,43500,3990,6780,330,8970,9300,0.9924709103353867,0.6921296296296297,0.964516129032258,0.16376122556788167,0.915982312065698,0.8651551312649165,0.8898435102792267,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.07112678290461194,330,8970,9300,0.9956445693514658,0.7676049708791106,0.9697278911564625,0.15443983616869814,0.905740992572998,0.9083982278010864,0.9426458123464545,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06344378588258653,8230,1.0899149453219927,8.642379453780308e-06,1.0596138957143182,121,0.0011283405130386593,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,combined,17,99424,12257,0.12328009333762471,0.536354603017793,0.8740870818781004,0.07263813770904902,0.026336772395429246,121,0.09306258383818086,0.7019890759366857,0.8001800356968422,0.06133724811150169,0.10785358822124672,7153,99424,87167,12257,11003,86296,10861,11874,871,1396,2267,0.9900076863950807,0.11389410132985232,0.615791795324217,0.022801335693595107,0.8882118632728471,0.8790465518997657,0.8836054411320503,0.8767199066623753,0.8879189161658347,0.8822838750164478,0.0013215661156025238,871,1396,2267,0.9922678331253505,0.16358641444787583,0.6794584286803966,0.017892168353995767,0.9152121622668108,0.9080182329627791,0.914551272224964,0.9069374161618189,0.913867030654728,0.9133660920071889,0.0011851802177752142,15590,0.0895445798588839,8.477011645943065e-08,0.0734358283883773,121,1.7328903638698734e-05,120,True,rnafold
B4_EVIDENCE_MASKED,combined,17,100065,13485,0.13476240443711587,0.6150248075427356,0.8883990544835929,0.07239941592587168,0.024840608798886603,121,0.10474439764694968,0.7626348254826706,0.8355522622966678,0.06173269133707638,0.10832212199114305,7153,100065,86580,13485,11590,85836,11462,12334,744,2023,2767,0.9914067914067914,0.150018539117538,0.7311167329237441,0.027652026182981064,0.8821969619108306,0.8743608026892126,0.8782614034010682,0.8652375955628842,0.8819394927167159,0.8735087144046207,0.0047526889964474295,744,2023,2767,0.9936057597978236,0.22944448775664744,0.8051797910568526,0.020868152981055127,0.9077939560999823,0.9032716515951399,0.9085371090880566,0.8952556023530502,0.9077787598919441,0.904322964758978,0.004214144329078367,15590,0.12976266837716485,3.0485497090746823e-07,0.11289985186121558,121,4.001995496366621e-05,120,True,petfold
B4_EVIDENCE_MASKED,combined,17,111349,24473,0.21978643723787372,0.9132384921443341,0.9547562149689092,0.0549159091744645,0.04036478747687844,121,0.20943634431658956,0.9248659057999015,0.9486278309992685,0.05133408391027612,0.11205767321963728,7153,111349,86876,24473,11294,86236,7623,11934,640,16850,17490,0.9926331783231273,0.6885138724308422,0.9634076615208691,0.15707370519717284,0.9187824289625929,0.8784353672201284,0.8981560076863391,0.7802135627621263,0.8849546704695935,0.829289945064648,0.06886606262169104,640,16850,17490,0.9952912569802317,0.7602741966044032,0.9614391781058448,0.1535823052520046,0.9041243924096897,0.9080595151146139,0.9416830420340451,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06248101557017728,15590,1.0808210391276458,4.417322810884608e-06,1.1239360523534003,121,0.0005669694098858812,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,positive_pair,29,48634,5657,0.11631780236048855,0.50696679257386,0.8656544193534929,0.07349459236681376,0.02628360850725203,121,0.09306258383818086,0.7111742045110855,0.801673475429303,0.06513447855388443,0.11400088971959738,3523,48634,42977,5657,4913,42653,5138,5237,324,519,843,0.99246108383554,0.09174474102881386,0.6156583629893239,0.01733355265863388,0.8924902178234395,0.8906452286489872,0.8915667687419654,0.8836821976395115,0.8974107329296304,0.8904935560067962,0.0010732127351691378,324,519,843,0.9953244374045006,0.12595301239490622,0.7291666666666666,0.012233684861233924,0.912792940168427,0.9103315114864918,0.9144961775526453,0.9069374161618189,0.913867030654728,0.9133660920071889,0.0011300855454563598,7360,0.07051630434782609,1.4581694771319807e-07,0.07575849057694321,121,7.205122088988833e-06,120,True,rnafold
B4_EVIDENCE_MASKED,positive_pair,29,48945,6255,0.12779650628256206,0.597876515646016,0.8822213983322594,0.07268624381762205,0.024833701204660302,121,0.10474439764694968,0.7652917833022554,0.8317160778678859,0.06486622295331712,0.11198707726407428,3523,48945,42690,6255,5200,42346,5443,5544,344,812,1156,0.9919419067697353,0.12981614708233413,0.7024221453287197,0.02361834712432322,0.8861034966205612,0.8842347045312173,0.8851681142152404,0.872203493717438,0.8914178325328879,0.8817059947333091,0.003462119481931314,344,812,1156,0.9948265860842809,0.17506157635467984,0.7880952380952382,0.016081847540330128,0.9045703529063828,0.904105499676876,0.907388829850879,0.8952556023530502,0.9077787598919441,0.904322964758978,0.003065865091901038,7360,0.11032608695652174,4.7039666874066765e-07,0.10681732203282217,121,2.5769388122421423e-05,120,True,petfold
B4_EVIDENCE_MASKED,positive_pair,29,54559,11513,0.21101926354955186,0.9022590387547089,0.9495229387823809,0.05720824311926209,0.0480346994819809,121,0.20943634431658956,0.9325984533100312,0.9474048622035821,0.05475757488019068,0.11863741833957574,3523,54559,43046,11513,4844,42726,3604,5164,320,7909,8229,0.9925660920875342,0.6869625640580214,0.9611131364685868,0.15082754449311755,0.922210230951867,0.8921695552307372,0.9069412014434303,0.7889807364504481,0.8988515347671747,0.840340071645404,0.06660112979802624,320,7909,8229,0.994813910546669,0.7627957274599891,0.9564801178203242,0.1544833922725655,0.9047714350544303,0.9080428383493301,0.9412368450102734,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06203481854640562,7360,1.0745923913043478,9.04906654864487e-06,1.4665381321286568,121,0.001255585943121783,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,unpaired,29,50790,6600,0.1299468399291199,0.5335651036682725,0.8730266000123434,0.07772101000474452,0.029451595128574325,121,0.09306258383818086,0.7076970516532161,0.8028742682331657,0.06292561415659098,0.11383563502362708,3630,50790,44190,6600,6090,43860,6060,6420,330,540,870,0.9925322471147319,0.08181818181818182,0.6206896551724138,0.017129356172474897,0.8786057692307693,0.8723150357995226,0.8754491017964071,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0010056467652406198,330,540,870,0.995528731913002,0.11654850985314877,0.6768518518518518,0.011794322689508618,0.9134777484924506,0.9101227610801128,0.9147692659402337,0.9069374161618189,0.913867030654728,0.9133660920071889,0.001403173933045014,8230,0.06561360874848117,1.2219280258087726e-07,0.051696908131109186,121,3.778759612174903e-05,120,True,rnafold
B4_EVIDENCE_MASKED,unpaired,29,51120,7230,0.1414319248826291,0.6057738793186025,0.8870960880133189,0.07733893822149422,0.028457034603933708,121,0.10474439764694968,0.7668744423961368,0.8389600590027059,0.06321762996002847,0.11248927700815663,3630,51120,43890,7230,6390,43590,6390,6690,300,840,1140,0.9931647300068353,0.11618257261410789,0.7368421052631579,0.022300469483568074,0.8721488595438175,0.866945107398568,0.869539198084979,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0038587247121979473,300,840,1140,0.9959163803269659,0.18039819376026273,0.7395833333333334,0.015807009605064384,0.905971170878921,0.9041540391504285,0.9078934325763878,0.8952556023530502,0.9077787598919441,0.904322964758978,0.0035704678174094382,8230,0.10206561360874848,4.688608398782439e-07,0.09579096944575885,121,7.499097936419223e-05,120,True,petfold
B4_EVIDENCE_MASKED,unpaired,29,56790,12960,0.22820919175911253,0.9045693370701927,0.9527324638122037,0.05974190672708539,0.04712880369303479,121,0.20943634431658956,0.9318395078060075,0.9489139384571521,0.05499496386576935,0.12171205584312778,3630,56790,43830,12960,6450,43500,3810,6780,330,9150,9480,0.9924709103353867,0.7060185185185185,0.9651898734177216,0.1669307976756471,0.9194673430564363,0.8651551312649165,0.8914847832769751,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.07276805590236035,330,9150,9480,0.9950424894390411,0.7771565660369765,0.9608843537414966,0.15848972565716316,0.9074277189504721,0.9080553602626786,0.9431765411114036,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06397451464753576,8230,1.111786148238153,8.841805091416811e-06,1.0864083781723886,121,0.0011370894229697588,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,combined,29,99424,12257,0.12328009333762471,0.5186209535307089,0.8696007252277306,0.07565362591836784,0.027247560271223367,121,0.09306258383818086,0.6921768256750825,0.8016910401176015,0.0638728256875215,0.11227127207023735,7153,99424,87167,12257,11003,86513,11198,11657,654,1059,1713,0.9924971606227128,0.08639960838704414,0.6182136602451839,0.01722924042484712,0.8853967311766331,0.8812570031577875,0.8833220169388557,0.8767199066623753,0.8879189161658347,0.8822838750164478,0.0010381419224079202,654,1059,1713,0.9955522196126857,0.12100636136982383,0.7355682997745687,0.011994870527681525,0.9130191098198298,0.9103040197278113,0.9146730737380876,0.9069374161618189,0.913867030654728,0.9133660920071889,0.001306981730898588,15590,0.06792815907633099,6.659024518331752e-08,0.055693290907380545,121,1.671411774706502e-05,120,True,rnafold
B4_EVIDENCE_MASKED,combined,29,100065,13485,0.13476240443711587,0.6008005378123132,0.8848709126684655,0.07506315620382376,0.02668474605921239,121,0.10474439764694968,0.7516595000308789,0.8358750428254794,0.06388323924106275,0.11043585181694607,7153,100065,86580,13485,11590,85936,11833,12234,644,1652,2296,0.9925617925617926,0.1225064886911383,0.7195121951219512,0.022945085694298706,0.8789698166085365,0.8753794438219415,0.8771709562670015,0.8652375955628842,0.8819394927167159,0.8735087144046207,0.003662241862380733,644,1652,2296,0.9956100157525088,0.1784699854742958,0.74763713102742,0.015942620233270758,0.9052909434072494,0.9042479751722109,0.9077476098109344,0.8952556023530502,0.9077787598919441,0.904322964758978,0.003424645051956143,15590,0.10596536241180243,2.3490967686855247e-07,0.09121830291110372,121,3.119384618763629e-05,120,True,petfold
B4_EVIDENCE_MASKED,combined,29,111349,24473,0.21978643723787372,0.9029811036993025,0.9511957630646091,0.05850045729530408,0.04641460931033416,121,0.20943634431658956,0.9276239787360832,0.9486792323328898,0.05488786558025576,0.11934000557631791,7153,111349,86876,24473,11294,86226,7414,11944,650,17059,17709,0.9925180717344261,0.6970538961304295,0.9632954994635496,0.15904049430170006,0.920824434002563,0.8783335031068554,0.899077211824201,0.7802135627621263,0.8849546704695935,0.829289945064648,0.06978726675955294,650,17059,17709,0.9949533166638431,0.7699083839334776,0.9578053155407873,0.156576123130169,0.9058098569019025,0.9080525169410012,0.9421841076775479,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06298208121368011,15590,1.0942270686337396,4.476412236020073e-06,1.1463193290162146,121,0.0005723941058819849,116,True,trrosettarna2_native_ss
