condition,track,metric,mean,population_sd,min,max,n
ERN,unpaired,event_modification_precision,0.8970012071168771,0.009781127280908722,0.885910974468654,0.9131777378815081,5
ERN,unpaired,event_coverage,0.08755135475740392,0.003734822453554305,0.08328292375551355,0.09427851291745432,5
ERN,unpaired,event_delta_f1,0.030357603505905016,0.001221018069271147,0.029121495399285657,0.031968050075557364,5
ERN,unpaired,event_resulting_precision,0.9010554008999492,0.0029347016543545576,0.8978574816301561,0.9058356175819895,5
ERN,unpaired,event_resulting_recall,0.8649973481835056,0.0011669755297046992,0.8631861575178997,0.8664876690533015,5
ERN,unpaired,event_resulting_f1,0.8826545602804737,0.001221018069271147,0.8814184521738544,0.8842650068501261,5
ERN,unpaired,event_lost_tp,1433.8,176.02658890065442,1209.0,1707.0,5
ERN,unpaired,event_removed_fp,12460.6,480.43588542072916,11930.0,13255.0,5
ERN,unpaired,rna_tp_preservation,0.9932319432514426,0.00113617920790407,0.9913505546947682,0.9945121166080148,5
ERN,unpaired,rna_fp_removal,0.6647791960967543,0.009560739057640337,0.6580761912869926,0.6832332926460196,5
ERN,unpaired,rna_modification_precision,0.959462241362659,0.006508599726804329,0.9492589640052101,0.9672463207047192,5
ERN,unpaired,rna_coverage,0.08123538614709211,0.0021238030429954016,0.07949341338434077,0.08542005796897563,5
ERN,unpaired,rna_delta_f1,0.028606790851538156,0.0003182152258554882,0.028058353847019702,0.028961732077734604,5
ERN,unpaired,rna_resulting_precision,0.9161652676703437,0.0011109939600723478,0.9149587983311527,0.9182427771205154,5
ERN,unpaired,rna_resulting_recall,0.9064995536492797,0.000770251262625755,0.9052089712463228,0.9073057131077216,5
ERN,unpaired,rna_resulting_f1,0.9072420872836314,0.0003182152258555137,0.906693650279113,0.9075970285098279,5
ERN,combined,event_tp_preservation,0.9896824148290827,0.0007174807228739776,0.9888536314906973,0.9908028071198628,5
ERN,combined,event_fp_removal,0.47553121577217955,0.01680946989955422,0.452414617146271,0.49923329682365825,5
ERN,combined,event_modification_precision,0.8988375289913959,0.005151167096797132,0.8935228593931666,0.9055391432791728,5
ERN,combined,event_coverage,0.08547153179469691,0.0031104427825860343,0.08079771456514326,0.08999543170397442,5
ERN,combined,event_delta_f1,0.030235461867706825,0.0011251223014886894,0.029008573217232936,0.03165630225729876,5
ERN,combined,event_resulting_precision,0.9073639482486937,0.00265874600105089,0.903763435215226,0.9111021550992703,5
ERN,combined,event_resulting_recall,0.8758072730976878,0.0006349257357562679,0.8750738514821228,0.8767987504668772,5
ERN,combined,event_resulting_f1,0.8913038060267692,0.0011251223014886894,0.8900769173762952,0.8927246464163611,5
ERN,combined,event_lost_tp,2689.0,186.99197843757898,2397.0,2905.0,5
ERN,combined,event_removed_fp,23878.8,844.0875310061155,22718.0,25069.0,5
ERN,combined,rna_tp_preservation,0.9919357603393568,0.001449573604196335,0.9897701483446276,0.9936677882201717,5
ERN,combined,rna_fp_removal,0.6608056989362379,0.0066703414843159,0.6522207051531231,0.6699449866645839,5
ERN,combined,rna_modification_precision,0.9442176409830768,0.007318953514381635,0.9359856670432581,0.957304058734733,5
ERN,combined,rna_coverage,0.08204941220367071,0.0019063739063263443,0.07976241709990212,0.08476460451250259,5
ERN,combined,rna_delta_f1,0.027921823088599685,0.0005295797520148558,0.027174100674289305,0.028587198753144166,5
ERN,combined,rna_resulting_precision,0.9162138690578843,0.0010205591373792212,0.915087320483017,0.9175512791584098,5
ERN,combined,rna_resulting_recall,0.9060713739952391,0.0005923026137125986,0.9053744803881854,0.906957156531725,5
ERN,combined,rna_resulting_f1,0.9065571195206928,0.0005295797520149745,0.9058093971063824,0.9072224951852377,5
