epoch,train_weighted_binary_log_loss,validation_unweighted_binary_log_loss,validation_auprc
0,0.3413619961807517,0.27142367283994967,0.8706363554400337
1,0.1179403909811087,0.41333215977503046,0.8603109878183411
2,0.06680334898079333,0.47221311046397435,0.8489235722916298
3,0.05068574188585454,0.5527583724553423,0.8435465730971164
4,0.041267805185988375,0.663786149785655,0.835683336019421
5,0.03679580356427331,0.6990130078419033,0.8278194032210348
6,0.03226789772814634,0.6984616806122689,0.8281147641019526
7,0.029033120857750207,0.7670271327741487,0.8351735862141625
8,0.027966077337611694,0.8187213403010299,0.8197163564683525
9,0.028505979179955867,0.7929593220171596,0.8208149367574725
10,0.02566020777216709,0.893472229710005,0.8393157683117893
11,0.025003890658046653,0.8849243684929946,0.8227608477107442
12,0.025107045974286774,0.8753218628238457,0.8257233567677076
